Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNF_M_R
1354,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1355,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1356,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
1357,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
1358,Cropland,NULL,Water,Water,Water,Wetland,Water,Forest
1359,Cropland,NULL,Water,Water,Water,Water,Wetland,NULL
1360,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
1361,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
1362,Cropland,NULL,Water,Water,Water,Water,Wetland,Forest
1363,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
1364,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
1365,Cropland,NULL,Water,Water,Water,Water,Water,Water
1366,Cropland,NULL,Water,Water,Water,Water,Water,Forest
1367,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1368,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1369,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1370,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1371,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1372,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
1373,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
1374,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Forest
1375,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
1376,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1377,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Forest
1378,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
1379,Cropland,Cropland,Water,NULL,Water,Water,Wetland,Grassland
1380,Cropland,Cropland,Water,NULL,Water,Water,Wetland,Wetland
1381,Cropland,Cropland,Water,Water,Water,Water,Wetland,Grassland
1382,Cropland,Cropland,Water,Water,Water,Water,Wetland,Wetland
1383,Cropland,Cropland,Water,Water,Water,Water,Water,Grassland
1384,Cropland,Cropland,Water,Water,Water,Water,Water,Wetland
1385,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1386,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1387,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1388,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1389,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1390,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1391,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1392,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1393,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1394,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1395,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1396,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1397,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1398,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1399,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1400,Cropland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1401,Cropland,Wetland,Water,Water,Water,Water,Water,Grassland
1402,Cropland,Wetland,Water,Water,Water,Water,Water,Wetland
1403,Cropland,Bareland,Water,Water,Water,Water,Water,Wetland
1404,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1405,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1406,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1407,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1408,Cropland,Water,Water,Water,Water,Wetland,Water,Wetland
1409,Cropland,Water,Water,Water,Water,Water,Wetland,Grassland
1410,Cropland,Water,Water,Water,Water,Water,Wetland,Wetland
1411,Cropland,Water,Water,Water,Water,Water,Water,Grassland
1412,Cropland,Water,Water,Water,Water,Water,Water,Wetland
1413,Cropland,Water,Water,Water,Water,Water,Water,Forest
1414,Cropland,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1415,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1416,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1417,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1418,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1419,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1420,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1421,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1422,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1423,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1424,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1425,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1426,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1427,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1428,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1429,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1430,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1431,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
1432,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1433,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1434,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1435,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1436,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1437,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1438,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1439,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1440,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1441,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1442,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1443,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1444,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1445,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1446,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1447,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1448,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1449,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1450,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1451,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1452,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1453,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1454,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1455,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1456,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1457,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1458,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1459,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1460,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1461,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1462,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1463,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1464,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1465,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
1466,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1467,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1468,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1469,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1470,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1471,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1472,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1473,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1474,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1475,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1476,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1477,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1478,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1479,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1480,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1481,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1482,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1483,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1484,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1485,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1486,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1487,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1488,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1489,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1490,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1491,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1492,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1493,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
1494,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1495,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1496,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1497,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1498,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1499,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1500,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1501,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1502,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1503,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1504,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1505,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1506,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1507,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1508,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1509,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1510,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1511,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1512,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1513,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1514,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1515,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1516,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1517,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1518,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1519,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1520,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1521,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1522,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1523,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1524,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1525,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1526,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1527,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1528,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1529,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1530,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1531,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1532,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1533,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1534,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1535,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1536,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1537,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1538,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1539,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1540,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1541,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1542,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
1543,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
1544,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1545,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1546,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
1547,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1548,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1549,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1550,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1551,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1552,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1553,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
1554,Wetland,NULL,Water,NULL,Water,Wetland,Water,Forest
1555,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
1556,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1557,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1558,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
1559,Wetland,NULL,Water,NULL,Water,Water,Wetland,Forest
1560,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
1561,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
1562,Wetland,NULL,Water,NULL,Water,Water,Water,Bareland
1563,Wetland,NULL,Water,NULL,Water,Water,Water,Water
1564,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
1565,Wetland,NULL,Water,NULL,Water,Water,Forest,Wetland
1566,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
1567,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1568,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1569,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1570,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1571,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1572,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1573,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1574,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1575,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1576,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1577,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1578,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1579,Wetland,NULL,Water,Non_Water,Water,Water,Water,Bareland
1580,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
1581,Wetland,NULL,Water,Non_Water,Water,Water,Water,Forest
1582,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1583,Wetland,NULL,Water,Water,Water,Wetland,Wetland,NULL
1584,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1585,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1586,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1587,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1588,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1589,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1590,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
1591,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1592,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
1593,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
1594,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
1595,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1596,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1597,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
1598,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1599,Wetland,NULL,Water,Water,Water,Water,Wetland,Forest
1600,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1601,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1602,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
1603,Wetland,NULL,Water,Water,Water,Water,Water,Water
1604,Wetland,NULL,Water,Water,Water,Water,Water,Forest
1605,Wetland,NULL,Water,Water,Water,Water,Forest,Wetland
1606,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1607,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1608,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1609,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1610,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1611,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1612,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1613,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1614,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1615,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1616,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1617,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1618,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1619,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1620,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1621,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
1622,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1623,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1624,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1625,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1626,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1627,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1628,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1629,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1630,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1631,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1632,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1633,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1634,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1635,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1636,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1637,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1638,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1639,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1640,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1641,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1642,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1643,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1644,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1645,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1646,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1647,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1648,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1649,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1650,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1651,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1652,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1653,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1654,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1655,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1656,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1657,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1658,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1659,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1660,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1661,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1662,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1663,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1664,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1665,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1666,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1667,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1668,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1669,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1670,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1671,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1672,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1673,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1674,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1675,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1676,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1677,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1678,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1679,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
1680,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1681,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1682,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1683,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1684,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1685,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1686,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1687,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1688,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1689,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1690,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1691,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1692,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1693,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1694,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1695,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1696,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1697,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1698,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1699,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1700,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
1701,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
1702,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1703,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1704,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1705,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
