Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEJ_M_R
11025,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11026,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
11027,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11028,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11029,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11030,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
11031,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
11032,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11033,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11034,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11035,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11036,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
11037,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11038,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11039,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
11040,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11041,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11042,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11043,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11044,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11045,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11046,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11047,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11048,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11049,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11050,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11051,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11052,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11053,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
11054,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11055,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11056,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11057,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11058,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11059,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11060,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11061,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11062,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
11063,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
11064,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11065,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
11066,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11067,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
11068,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11069,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11070,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11071,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11072,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
11073,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
11074,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11075,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11076,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11077,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
11078,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11079,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
11080,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
11081,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11082,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11083,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11084,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11085,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
11086,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11087,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11088,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
11089,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
11090,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
11091,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
11092,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
11093,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11094,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11095,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11096,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11097,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11098,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11099,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
11100,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11101,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11102,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
11103,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
11104,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11105,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
11106,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
11107,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11108,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11109,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11110,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11111,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11112,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11113,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
11114,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11115,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11116,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11117,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
11118,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11119,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11120,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11121,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
11122,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11123,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11124,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11125,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
11126,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11127,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11128,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11129,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
11130,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11131,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
11132,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11133,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11134,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
11135,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11136,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
11137,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11138,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
11139,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
11140,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
11141,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
11142,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
11143,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
11144,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
11145,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11146,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11147,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
11148,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11149,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11150,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
11151,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
11152,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11153,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11154,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
11155,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
11156,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11157,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
11158,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
11159,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
11160,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
11161,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
11162,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
11163,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11164,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11165,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11166,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
11167,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
11168,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
11169,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
11170,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
11171,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
11172,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
11173,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
11174,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
11175,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
11176,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
11177,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
11178,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
11179,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11180,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
11181,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
11182,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
11183,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
11184,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
11185,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
11186,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
11187,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
11188,Water,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
11189,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
11190,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
11191,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
11192,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
11193,Water,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Water
11194,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Bareland
11195,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
11196,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
11197,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
11198,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
11199,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
11200,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
11201,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
11202,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
11203,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
11204,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
11205,Water,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
11206,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
11207,Water,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
11208,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11209,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11210,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11211,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
11212,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11213,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11214,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11215,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11216,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11217,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
11218,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11219,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
11220,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
11221,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
11222,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
11223,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11224,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
11225,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
11226,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11227,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11228,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11229,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11230,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11231,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11232,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11233,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11234,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11235,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11236,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11237,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
11238,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11239,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11240,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11241,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11242,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11243,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11244,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
11245,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11246,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11247,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11248,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11249,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11250,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11251,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11252,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11253,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11254,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11255,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11256,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
11257,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11258,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11259,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11260,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11261,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11262,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
11263,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11264,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11265,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
11266,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11267,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
11268,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11269,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11270,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11271,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11272,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
11273,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
11274,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
11275,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11276,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11277,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11278,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11279,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11280,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
11281,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11282,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11283,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11284,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11285,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11286,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11287,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11288,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11289,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11290,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
11291,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11292,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
11293,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11294,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11295,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11296,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
11297,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11298,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11299,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11300,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11301,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
11302,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11303,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11304,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11305,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11306,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11307,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11308,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11309,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11310,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11311,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11312,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
11313,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11314,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11315,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11316,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11317,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11318,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11319,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11320,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11321,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11322,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11323,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
11324,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
11325,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11326,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11327,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11328,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
11329,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11330,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11331,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
11332,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11333,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11334,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
11335,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11336,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11337,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11338,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
11339,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
11340,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11341,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11342,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11343,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
11344,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
11345,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
11346,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
11347,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
11348,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
11349,Water,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Bareland
11350,Water,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
11351,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
11352,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11353,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
11354,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
11355,Water,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Water
11356,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11357,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
11358,Water,Cropland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
11359,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
11360,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
11361,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
11362,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
