Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEP_M_R
337,NULL,Water,Water,NULL,Water,Water,Water,Forest
338,NULL,Water,Water,Water,Water,Water,Water,Grassland
339,NULL,Water,Water,Water,Water,Water,Water,Water
340,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
341,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
342,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
344,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
346,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
347,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
348,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
349,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
350,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
351,NULL,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
352,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
353,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
354,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
355,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
356,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
358,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
360,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
361,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
362,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Built-up
364,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
365,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
367,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
368,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
369,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
370,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
371,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
372,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
373,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
374,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
375,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
376,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
377,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
378,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
379,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
380,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Water
381,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
382,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
383,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
384,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
385,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
386,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
389,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
390,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
391,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
392,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
393,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
394,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
396,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
397,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
398,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
399,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
400,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
401,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
402,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
403,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
404,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
405,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
408,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
410,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
411,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
412,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
413,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
414,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
415,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
416,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
419,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
420,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
421,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
422,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
423,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
424,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
425,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
426,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
427,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
428,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
429,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
430,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
431,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
432,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
433,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
434,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
435,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
436,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
437,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
438,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
439,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
440,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
441,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
442,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
443,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
444,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
445,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
446,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
447,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
448,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
449,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
450,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
451,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
452,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
453,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
454,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
455,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
456,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
457,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
458,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
459,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
460,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
461,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
462,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
463,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
464,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
465,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
466,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
467,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
468,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
470,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
471,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
472,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
473,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
476,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
477,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
478,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
479,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
480,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
481,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
482,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
483,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
484,Grassland,NULL,Water,Water,Water,Water,Water,Water
485,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
487,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
488,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
489,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
490,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
491,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
492,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
493,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
494,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
495,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
496,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
497,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
498,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
499,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
500,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
501,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
502,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
503,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
504,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
505,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
506,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
507,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
508,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
509,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
510,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
511,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
514,Grassland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
515,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
516,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Water
517,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
518,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
519,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
520,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
521,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
522,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
523,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
524,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
525,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
526,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
527,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
528,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
529,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
530,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
531,Grassland,Water,Water,Water,Water,Grassland,Wetland,Water
532,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
533,Grassland,Water,Water,Water,Water,Wetland,Water,Water
534,Grassland,Water,Water,Water,Water,Water,Water,Water
535,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
536,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
537,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
538,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
539,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
540,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
541,Grassland,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
542,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
543,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
544,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
545,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
546,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
547,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
548,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
549,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
550,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
551,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
552,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
553,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
554,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
555,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
557,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
558,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
559,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
560,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
561,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
562,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
564,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
566,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
567,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
568,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
570,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
571,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
572,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
573,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
574,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
575,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
576,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
577,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
578,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
579,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
580,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
581,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
582,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
583,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
584,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
585,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
586,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
587,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
588,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
589,Cropland,NULL,Water,Water,Water,Bareland,Water,Grassland
590,Cropland,NULL,Water,Water,Water,Water,Water,Water
591,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
593,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
594,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
595,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
596,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
597,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
598,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
599,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
600,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
603,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
604,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
605,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
606,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
607,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
608,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
609,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
610,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
611,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
612,Cropland,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
613,Cropland,Water,Water,Water,Water,Wetland,Wetland,Grassland
614,Cropland,Water,Water,Water,Water,Water,Water,Water
615,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
616,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
617,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
618,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
619,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
620,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
621,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
622,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
623,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
624,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
625,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
626,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
627,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
628,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
629,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
630,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
631,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
632,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
633,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
634,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
635,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
636,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
637,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
638,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
639,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
640,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
641,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
642,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
643,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
644,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
645,Wetland,NULL,Water,Water,Water,Water,Water,Water
646,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
647,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
648,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
649,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
650,Wetland,Water,Water,Water,Water,Wetland,Water,Water
651,Wetland,Water,Water,Water,Water,Bareland,Water,Water
652,Wetland,Water,Water,Water,Water,Water,Water,Water
653,Wetland,Forest,Water,Water,Water,Water,Water,Water
654,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
655,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
656,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
657,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
658,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
659,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
660,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
661,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
662,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
663,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
664,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
665,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
666,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
667,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
668,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Forest
669,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
670,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
671,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
672,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
673,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
674,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
675,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
676,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
677,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
678,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
679,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
680,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
681,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
682,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
683,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
684,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
685,Bareland,Bareland,Water,Water,Water,Water,Water,Water
686,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
687,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
688,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
689,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
690,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
691,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
692,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
