Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R
4958,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4959,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4960,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4961,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4962,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4963,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4964,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4965,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4966,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4967,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4968,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4969,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
4970,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4971,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4972,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4973,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
4974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4984,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
4985,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4986,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4987,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4988,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4989,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4990,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4991,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4992,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4993,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4994,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4995,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4996,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4997,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4998,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
4999,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
5000,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5001,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5002,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5003,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5004,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5005,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5006,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5007,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5008,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5009,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5010,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5011,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5012,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5013,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5014,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
5015,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5016,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
5017,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5018,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5019,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5020,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5021,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5022,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5023,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5024,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5025,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5026,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5027,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5028,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5029,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
5030,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5031,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
5032,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5033,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5034,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5035,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5036,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5037,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
5038,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5039,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5040,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5041,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
5042,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5043,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5044,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5045,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5046,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
5047,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5048,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5049,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
5050,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5051,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5052,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
5053,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5054,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
5055,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
5056,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
5057,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
5058,Bareland,NULL,Water,Water,Water,Grassland,NULL,Grassland
5059,Bareland,NULL,Water,Water,Water,Grassland,NULL,Forest
5060,Bareland,NULL,Water,Water,Water,Water,NULL,Water
5061,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5062,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5063,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5064,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5065,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5066,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5067,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5068,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5069,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5070,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
5071,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5072,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5073,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5074,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5075,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5076,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5077,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5078,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5079,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5080,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5081,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5082,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5083,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5084,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5085,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5086,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5087,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
5088,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5089,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5090,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5091,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5092,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5093,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5094,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5095,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5096,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5097,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5098,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5099,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5100,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5101,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
5102,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5103,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5104,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5105,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5106,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5107,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5108,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5109,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5110,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5111,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5112,Bareland,Water,Water,Non_Water,Water,Water,NULL,Water
5113,Bareland,Water,Water,Water,Water,Water,NULL,Water
5114,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5115,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5116,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5117,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5118,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5119,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5120,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5121,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5122,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5123,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5124,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5125,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5126,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5127,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
5128,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
5129,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5130,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5131,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
5132,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5133,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5134,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5135,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5136,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5137,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
5138,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
5139,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
5140,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5141,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
5142,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5143,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5144,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5145,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5146,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
5147,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5148,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5149,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5150,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5151,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5152,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5153,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5154,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5155,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
5156,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5157,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5158,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5159,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5160,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
5161,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5162,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5163,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5164,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5165,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
5166,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5167,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5168,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5169,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
5170,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
5171,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
5172,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
5173,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5174,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5175,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5176,Water,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5177,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5178,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5179,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5180,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5181,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5182,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5183,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5184,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5185,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
5186,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
5187,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5188,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5189,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5190,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5191,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5192,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5193,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5194,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
5195,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5196,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5197,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5198,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
5199,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5200,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5201,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
5202,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5203,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5204,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5205,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
5206,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5207,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
5208,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
5209,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
5210,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
5211,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
5212,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
5213,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5214,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5215,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5216,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5217,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5218,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
5219,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
5220,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5221,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5222,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5223,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5224,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5225,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5226,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
5227,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5228,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5229,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
5230,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5231,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5232,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
5233,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
5234,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
5235,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5236,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5237,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5238,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5239,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5240,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5241,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5242,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5243,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5244,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5245,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5246,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
5247,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5248,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5249,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5250,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
5251,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
5252,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
5253,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5254,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
5255,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5256,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5257,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5258,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5259,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5260,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5261,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5262,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5263,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5264,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5265,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5266,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5267,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5268,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5269,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5270,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
5271,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5272,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
5273,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5274,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5275,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
5276,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5277,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
5278,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5279,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5280,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5281,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5282,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5283,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
5284,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
5285,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
5286,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
