Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R
1605,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1607,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1608,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1609,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1610,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1611,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1612,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1613,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1614,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1615,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1616,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1617,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1618,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1619,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1620,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1621,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1622,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1623,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1624,Bareland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1625,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1626,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1627,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1628,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1630,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1631,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1632,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1633,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1634,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1635,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1637,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1638,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1639,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1640,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1643,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1644,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1646,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1647,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1649,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1650,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1651,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1653,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1654,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1655,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1656,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1657,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1658,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1659,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1661,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1662,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1665,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1666,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1667,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1668,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1669,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1670,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1672,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1673,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1674,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1675,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1676,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1677,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1678,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1679,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1680,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1681,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1684,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1685,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1686,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
1687,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1688,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1689,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1690,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1691,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1692,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1693,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1694,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1695,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1696,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1697,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1699,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1700,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1701,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1703,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1704,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1705,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1706,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1707,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1708,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1709,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1710,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1711,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1712,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1713,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1715,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1716,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1717,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1718,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1719,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1720,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1722,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1723,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1724,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1725,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1726,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1727,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1728,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1729,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1730,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1731,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1732,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1733,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1734,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1735,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1736,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1737,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1738,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1739,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1740,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1741,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1742,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1743,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1744,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1745,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1748,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1749,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1750,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1751,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1752,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1753,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1757,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1758,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1759,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1760,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1761,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1762,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1763,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1764,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1765,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1767,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1768,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1769,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1770,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1772,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1774,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1775,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1776,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1777,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1778,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1779,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1780,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1781,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1782,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1783,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1784,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1786,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1788,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1789,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1790,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1791,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1792,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1793,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1794,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1795,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,NULL
1796,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1797,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
1798,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1799,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1800,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1802,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1803,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1804,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1806,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1807,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1808,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1809,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1810,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1811,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1813,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1814,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1815,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1816,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1817,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1818,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1819,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1820,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1821,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1823,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1824,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1825,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1826,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1827,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1828,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1829,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1830,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1831,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1832,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1833,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1834,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1835,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1836,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1837,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1838,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1839,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1840,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1841,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1842,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1843,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1846,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1847,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1848,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1849,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1851,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1852,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1853,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1854,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1855,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1856,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1857,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1858,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1859,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1860,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1861,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1862,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1863,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1864,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1865,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1867,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1868,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1869,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1870,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1871,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1872,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1873,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1874,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1875,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1876,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1877,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1878,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1879,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1880,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1881,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1883,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1884,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1885,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1887,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1888,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1889,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1890,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1891,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1892,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1893,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1894,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1895,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1896,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1897,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1898,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1899,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1900,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1901,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1902,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1903,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1904,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1905,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1906,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1907,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1909,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1910,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1911,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1912,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1913,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1914,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1915,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1916,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1917,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1918,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1919,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1920,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1921,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1922,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1923,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1924,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1926,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1927,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1928,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1929,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1930,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1931,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1932,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
