Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKH_M_R
6200,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6201,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6202,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6203,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6204,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6205,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6206,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6207,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6208,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6209,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6210,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6211,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6212,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6213,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6214,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6215,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6216,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6217,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6218,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6219,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6220,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6221,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6222,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6223,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6224,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
6225,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6226,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6227,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6228,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6229,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
6230,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6231,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6232,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6233,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6234,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6235,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6236,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6237,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6238,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6239,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6240,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6241,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6242,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6243,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6244,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6245,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6246,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6247,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6248,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6249,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6250,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6251,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6252,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6253,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6254,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6255,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6256,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6257,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6258,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6259,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6260,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6261,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6262,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6263,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
6264,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6265,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6266,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
6267,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6268,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6269,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6270,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6271,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6272,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6273,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6274,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6275,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6276,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6277,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6278,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6279,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6280,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6281,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6282,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6283,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6284,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6285,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6286,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6287,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6288,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6289,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6290,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6291,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6292,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6293,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6294,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6295,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6296,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6297,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6298,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6299,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6300,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6301,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6302,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6303,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6304,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6305,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6306,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6307,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6308,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6309,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6310,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6311,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6312,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6313,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6314,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6315,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6316,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6317,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6318,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6319,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6320,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6321,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6322,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6323,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6324,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6325,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6326,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6327,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6328,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6329,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6330,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6331,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6332,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6333,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6334,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6335,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6336,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6337,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6338,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6339,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6340,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6341,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6342,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6343,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6344,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6345,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6346,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6347,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6348,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6349,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6350,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6351,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6352,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6353,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6354,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6355,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6356,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6357,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6358,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6359,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6360,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6361,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
6362,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6363,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6364,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
6365,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6366,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6367,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6368,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6369,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6370,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6371,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6372,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6373,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6374,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6375,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6376,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6377,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6378,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6379,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6380,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6381,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6382,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6383,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6384,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6385,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6386,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6387,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6388,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6389,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6390,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6391,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6392,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6393,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6394,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6395,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6396,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6397,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6398,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6399,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6400,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6401,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6402,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6403,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6404,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6405,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6406,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6407,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6408,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
6409,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6410,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6411,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6412,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6413,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6414,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6415,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6416,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6417,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6418,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6419,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
6420,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6421,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6422,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6423,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6424,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6425,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6426,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6427,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6428,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6429,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
6430,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
6431,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6432,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6433,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6434,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6435,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6436,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6437,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6438,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6439,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6440,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6441,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6442,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6443,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6444,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6445,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6446,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6447,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
6448,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6449,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6450,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6451,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6452,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6453,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6454,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6455,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
6456,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
6457,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6458,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6459,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6460,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6461,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6462,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6463,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6464,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6465,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6466,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6467,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6468,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
6469,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6470,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6471,Cropland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
6472,Cropland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
6473,Cropland,Cropland,Water,NULL,Water,Shrubland,Grassland,NULL
6474,Cropland,Cropland,Water,NULL,Water,Shrubland,Water,Forest
6475,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
6476,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6477,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
6478,Cropland,Cropland,Water,NULL,Water,Cropland,Bareland,Cropland
6479,Cropland,Cropland,Water,NULL,Water,Forest,Shrubland,Grassland
6480,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6481,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6482,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6483,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6484,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6485,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6486,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6487,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6488,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6489,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6490,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6491,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6492,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6493,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6494,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6495,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6496,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6497,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6498,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6499,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6500,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6501,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6502,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6503,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6504,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6505,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6506,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6507,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6508,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6509,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
