Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFH_M_R
690,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
692,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
693,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
694,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
695,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
696,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
697,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
698,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
699,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
700,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
701,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
702,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
703,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
704,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
705,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
706,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
708,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
709,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
710,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
711,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
712,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
713,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
714,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
715,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
716,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
717,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
718,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
719,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
720,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
721,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
722,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
723,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
724,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
726,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
727,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
728,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
729,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
730,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
731,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
732,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
733,Bareland,Water,Water,Water,Water,NULL,NULL,Water
734,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
735,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
736,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
738,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
739,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
740,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
741,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
742,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
743,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
744,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
745,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
746,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
747,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
748,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
749,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
750,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
751,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
752,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
754,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
755,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
756,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
757,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
758,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
759,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
760,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
762,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
763,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
764,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
766,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
767,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
768,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
769,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
772,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
773,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
774,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
775,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
776,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
777,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
778,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
779,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
780,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
781,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
782,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
783,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
784,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
785,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
786,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
787,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
790,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
791,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
792,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
793,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
794,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
795,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
796,Water,NULL,Water,NULL,Water,NULL,NULL,Water
797,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
798,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
799,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
800,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
801,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
802,Water,NULL,Water,Water,Water,NULL,NULL,Water
803,Water,NULL,Water,Water,Water,NULL,NULL,Forest
804,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
805,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
806,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
807,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
808,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
809,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
811,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
813,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
814,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
815,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
817,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
818,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
820,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
821,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
822,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
823,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
824,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
825,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
826,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
827,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
828,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
829,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
830,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
831,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
832,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
833,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
835,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
836,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
838,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
839,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
840,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
841,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
842,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
843,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
844,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
845,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
846,Water,Wetland,Water,Water,Water,NULL,NULL,Water
847,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
848,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
849,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
850,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
851,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
852,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
853,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
854,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
855,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
856,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
857,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
858,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
859,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
860,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
861,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
862,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
863,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
864,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
865,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
866,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
867,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
868,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
869,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
870,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
871,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
872,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
873,Water,Bareland,Water,Water,Water,NULL,NULL,Water
874,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
875,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
876,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
877,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
878,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
879,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
880,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
881,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
882,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
883,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
884,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
886,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
887,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
889,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
890,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
891,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
892,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
894,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
895,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
896,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
897,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
899,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
900,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
901,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
902,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
903,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
904,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
905,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
906,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
908,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
910,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
911,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
912,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
914,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
915,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
917,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
918,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
919,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
920,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
921,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
923,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
924,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
926,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
927,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
928,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
929,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
930,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
931,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
932,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
933,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
934,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
935,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
936,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
937,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
938,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
939,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
940,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
941,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
942,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
943,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
944,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
945,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
946,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
948,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
949,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
950,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
951,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
953,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
954,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
955,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
957,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
958,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
959,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
960,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
961,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
962,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
963,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
965,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
966,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
967,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
968,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
969,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
970,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
971,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
972,Water,Water,Water,NULL,Water,NULL,NULL,Water
973,Water,Water,Water,NULL,Water,NULL,NULL,Forest
974,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
975,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
976,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
977,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
978,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
979,Water,Water,Water,Water,Water,NULL,NULL,Grassland
980,Water,Water,Water,Water,Water,NULL,NULL,Wetland
981,Water,Water,Water,Water,Water,NULL,NULL,Bareland
982,Water,Water,Water,Water,Water,NULL,NULL,Water
983,Water,Water,Water,Water,Water,NULL,NULL,Forest
984,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
985,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
986,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
987,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
988,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
989,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
990,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
992,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
993,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
994,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
995,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
996,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
997,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
998,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
999,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1000,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1002,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1003,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1004,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1005,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1006,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1007,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1008,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1009,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1010,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1011,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1012,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1013,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1014,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1015,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1016,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1017,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1018,Water,Forest,Water,Water,Water,NULL,NULL,Water
1019,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1020,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1022,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1023,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1025,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1026,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1027,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1030,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1032,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1034,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1035,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1037,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1038,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1039,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1040,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1041,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1042,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1043,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1044,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1045,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1047,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1049,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1053,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1054,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1055,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1057,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
