Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBG_M_R
360,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
361,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
362,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
363,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
364,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
365,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
366,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
367,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
368,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
369,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
370,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
371,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
372,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
373,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
374,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
375,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
376,Water,Water,Wetland,Water,Wetland,Water,Water,Water
377,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
378,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
379,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
380,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
381,Water,Water,Water,NULL,Water,NULL,Water,Forest
382,Water,Water,Water,NULL,Water,NULL,Forest,Forest
383,Water,Water,Water,NULL,Water,Water,Wetland,Water
384,Water,Water,Water,NULL,Water,Water,Wetland,Forest
385,Water,Water,Water,NULL,Water,Water,Water,Grassland
386,Water,Water,Water,NULL,Water,Water,Water,Bareland
387,Water,Water,Water,NULL,Water,Water,Water,Water
388,Water,Water,Water,NULL,Water,Water,Water,Forest
389,Water,Water,Water,NULL,Water,Water,Forest,Bareland
390,Water,Water,Water,NULL,Water,Water,Forest,Water
391,Water,Water,Water,NULL,Water,Water,Forest,Forest
392,Water,Water,Water,NULL,Water,Forest,Water,Forest
393,Water,Water,Water,NULL,Water,Forest,Forest,Forest
394,Water,Water,Water,Non_Water,Water,NULL,Water,Water
395,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
396,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
397,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
398,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
399,Water,Water,Water,Non_Water,Water,Water,Water,Water
400,Water,Water,Water,Non_Water,Water,Water,Water,Forest
401,Water,Water,Water,Non_Water,Water,Water,Forest,Water
402,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
403,Water,Water,Water,Water,Water,NULL,Wetland,Water
404,Water,Water,Water,Water,Water,NULL,Wetland,Forest
405,Water,Water,Water,Water,Water,NULL,Water,Water
406,Water,Water,Water,Water,Water,NULL,Water,Forest
407,Water,Water,Water,Water,Water,NULL,Forest,Water
408,Water,Water,Water,Water,Water,NULL,Forest,Forest
409,Water,Water,Water,Water,Water,Grassland,Water,Water
410,Water,Water,Water,Water,Water,Water,Wetland,Grassland
411,Water,Water,Water,Water,Water,Water,Wetland,Bareland
412,Water,Water,Water,Water,Water,Water,Wetland,Water
413,Water,Water,Water,Water,Water,Water,Wetland,Forest
414,Water,Water,Water,Water,Water,Water,Water,Grassland
415,Water,Water,Water,Water,Water,Water,Water,Bareland
416,Water,Water,Water,Water,Water,Water,Water,Water
417,Water,Water,Water,Water,Water,Water,Water,Forest
418,Water,Water,Water,Water,Water,Water,Forest,Grassland
419,Water,Water,Water,Water,Water,Water,Forest,Water
420,Water,Water,Water,Water,Water,Water,Forest,Forest
421,Water,Water,Water,Water,Water,Forest,Wetland,Water
422,Water,Water,Water,Water,Water,Forest,Wetland,Forest
423,Water,Water,Water,Water,Water,Forest,Water,Forest
424,Water,Water,Water,Water,Water,Forest,Forest,Water
425,Water,Water,Water,Water,Water,Forest,Forest,Forest
426,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
427,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
428,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
429,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
430,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
431,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
432,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
433,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
434,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
435,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
436,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
437,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
438,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
439,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
440,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
441,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
442,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
443,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
444,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
445,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
446,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
447,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
448,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
449,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
450,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
451,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
452,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
453,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
454,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
455,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
456,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
457,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
458,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
459,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
460,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
461,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
462,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
463,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
464,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
465,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
466,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
467,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
468,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
469,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
470,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
471,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
472,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
473,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
474,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
475,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
476,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
477,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
478,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
479,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
480,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
481,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
482,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
483,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
484,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
485,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
486,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
487,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
488,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
489,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
490,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
491,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
492,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
493,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
494,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
495,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
496,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
497,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
498,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
499,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
500,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
501,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
502,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
503,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
504,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
505,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
506,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
507,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
508,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
509,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
510,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
511,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
512,Water,Forest,Wetland,Water,Wetland,NULL,Water,Forest
513,Water,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
514,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
515,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
516,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
517,Water,Forest,Water,Water,Water,NULL,Water,Forest
518,Water,Forest,Water,Water,Water,NULL,Forest,Forest
519,Water,Forest,Water,Water,Water,Water,Wetland,Forest
520,Water,Forest,Water,Water,Water,Water,Water,Forest
521,Water,Forest,Water,Water,Water,Forest,Water,Forest
522,Water,Forest,Water,Water,Water,Forest,Forest,Forest
523,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
524,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
525,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
526,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
527,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
528,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
530,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
531,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
532,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
533,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
534,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
535,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
536,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
537,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
538,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
539,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
540,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
541,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
542,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
543,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
544,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
545,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
546,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
547,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
548,Water,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
549,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
550,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
551,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
552,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
553,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
554,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
555,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Forest,Forest
556,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
557,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
558,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water,Forest
559,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Forest
560,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water,Forest
561,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
562,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Forest
563,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
564,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
565,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
566,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
567,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
568,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
569,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
570,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
571,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
572,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
573,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
574,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
575,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
576,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
577,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
578,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
579,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
580,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
581,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
582,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
583,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
584,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
585,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
586,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
588,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
589,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
592,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
594,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
595,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
596,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
597,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
598,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
599,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
600,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
601,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
602,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
603,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
604,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
605,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
606,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
607,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
608,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
609,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
610,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
611,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
612,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
613,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
614,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
615,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
616,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
617,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
618,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
619,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
620,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
621,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
623,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
624,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
625,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
626,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
627,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
628,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
629,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
630,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
631,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
632,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
633,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
634,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
635,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
636,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
637,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
638,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
639,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
640,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
641,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
642,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
643,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
644,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
645,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
646,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
647,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
648,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
649,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
650,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
651,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
652,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
653,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
654,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
655,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
656,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
657,Forest,NULL,Water,Water,Water,NULL,Water,Forest
658,Forest,NULL,Water,Water,Water,Water,Water,Grassland
659,Forest,NULL,Water,Water,Water,Water,Water,Forest
660,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
661,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
662,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
663,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
664,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
665,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
666,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
673,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
674,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
675,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
676,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
680,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
681,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
683,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
684,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
685,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
686,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
687,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
688,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
689,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
690,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
691,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
692,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
693,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
694,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
695,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
696,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
697,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
698,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
699,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
700,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
701,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
702,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
703,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
704,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
705,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
706,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
707,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
708,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
709,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
710,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
711,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
712,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
713,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
714,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
715,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
716,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
717,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
718,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
719,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
720,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
721,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
722,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
723,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
724,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
725,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
726,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
727,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
728,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
729,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
