Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R
343,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
344,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
346,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
350,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
351,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
353,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
354,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
356,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
360,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
363,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
366,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
367,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
369,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
371,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
373,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
376,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
377,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
378,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
379,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
380,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
381,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
382,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
383,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
384,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
385,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
386,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
387,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
388,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
390,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
391,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
401,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
403,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
404,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
405,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
406,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
408,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
409,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
410,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
412,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
413,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
414,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
415,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
416,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
417,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
419,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
420,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
421,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
422,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
425,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
427,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
428,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
431,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
432,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
433,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
434,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
435,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
436,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
437,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
438,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
440,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
441,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
443,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
446,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
448,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
449,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
451,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
452,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
453,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
454,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
456,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
457,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
459,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
460,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
461,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
464,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
465,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
466,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
467,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
468,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
478,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
485,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
488,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
489,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
493,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
494,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
495,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
496,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
497,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
498,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
499,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
501,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
502,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
504,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
505,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
506,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
508,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
510,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
511,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
512,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
513,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
514,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
515,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
516,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
517,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
518,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
519,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
520,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
521,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
522,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
523,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
524,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
526,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
527,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
528,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
529,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
530,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
531,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
532,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
533,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
536,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
538,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
539,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
541,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
542,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
545,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
546,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
548,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
549,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
550,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
551,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
552,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
553,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
554,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
555,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
556,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
557,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
558,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
559,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
560,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
561,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
562,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
563,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
564,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
565,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
566,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
567,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
568,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
569,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
570,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
571,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
573,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
574,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
575,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
578,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
580,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
581,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
582,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
583,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
584,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
585,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
586,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
587,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
588,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
589,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
590,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
591,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
592,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
593,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
594,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
595,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
596,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
598,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
599,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
600,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
601,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
602,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
603,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
604,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
605,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
606,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
607,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
609,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
610,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
612,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
613,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
614,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
615,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
616,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
617,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
618,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
621,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
625,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
626,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
628,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
629,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
630,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
631,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
632,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
633,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
634,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
635,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
636,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
638,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
640,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
641,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
642,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
643,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
644,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
645,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
646,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
647,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
648,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
649,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
650,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
652,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
654,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
662,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
663,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
664,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
665,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
666,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
667,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
668,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
669,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
670,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
671,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
674,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
675,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
677,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
678,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
679,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
681,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
682,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
683,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
684,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
