Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUH_M_R
427,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
428,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
429,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
430,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
431,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
432,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
433,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
434,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
435,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
436,Grassland,Built-up,Water,NULL,Water,Bareland
437,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
438,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
439,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
440,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
441,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
442,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
443,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
444,Grassland,Water,NULL,Water,Non_Wetland,Grassland
445,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
446,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
447,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
448,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
449,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
450,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
451,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
452,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
453,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland
454,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
455,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
456,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
457,Grassland,Water,Grassland,NULL,Non_Wetland,Built-up
458,Grassland,Water,Grassland,NULL,Non_Wetland,Water
459,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
460,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland
461,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
462,Grassland,Water,Grassland,Water,Non_Wetland,Forest
463,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
464,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
465,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
466,Grassland,Water,Wetland,NULL,Wetland,Forest
467,Grassland,Water,Wetland,Non_Water,Wetland,Forest
468,Grassland,Water,Wetland,Water,Wetland,Grassland
469,Grassland,Water,Wetland,Water,Wetland,Forest
470,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
471,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
472,Grassland,Water,Built-up,NULL,Non_Wetland,Forest
473,Grassland,Water,Water,NULL,Water,Grassland
474,Grassland,Water,Water,NULL,Water,Forest
475,Grassland,Water,Water,Non_Water,Water,Grassland
476,Grassland,Water,Water,Water,Water,Grassland
477,Grassland,Water,Water,Water,Water,Forest
478,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
479,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
480,Grassland,Water,Forest,NULL,Non_Wetland,Water
481,Grassland,Water,Forest,NULL,Non_Wetland,Forest
482,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
483,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
484,Grassland,Water,Forest,Water,Non_Wetland,Grassland
485,Grassland,Water,Forest,Water,Non_Wetland,Forest
486,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
487,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up
488,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
489,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
490,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
491,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
492,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
493,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
494,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
495,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
496,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
497,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
498,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
499,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
500,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
501,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
502,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
503,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
504,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
505,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
506,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
507,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
508,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
509,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
510,Grassland,Forest,Wetland,NULL,Wetland,Grassland
511,Grassland,Forest,Wetland,NULL,Wetland,Forest
512,Grassland,Forest,Wetland,Water,Wetland,Grassland
513,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
514,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
515,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
516,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
517,Grassland,Forest,Water,NULL,Water,Grassland
518,Grassland,Forest,Water,NULL,Water,Forest
519,Grassland,Forest,Water,Water,Water,Grassland
520,Grassland,Forest,Water,Water,Water,Forest
521,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
522,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
523,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
524,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
525,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
526,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
527,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
528,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
529,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
530,Grassland,Forest,Forest,Water,Non_Wetland,Forest
531,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
532,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
533,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
534,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
535,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
541,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
542,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
543,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
544,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
545,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
546,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
547,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
548,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
549,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
550,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
551,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
552,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
553,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
554,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
555,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
556,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
557,Cropland,NULL,Water,NULL,Water,Grassland
558,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
559,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
560,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
561,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
562,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
563,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
564,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
565,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
572,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
573,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
574,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
575,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
576,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
577,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
578,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
579,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
580,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
581,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
582,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
583,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
584,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
585,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
586,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
587,Cropland,Cropland,Water,NULL,Water,Grassland
588,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
589,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
590,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
591,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
592,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
593,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
594,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
595,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
596,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
597,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
598,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
599,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
600,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Grassland
601,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
602,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
607,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
608,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
609,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
610,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
611,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
612,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
613,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
614,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
615,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
616,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
617,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
618,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
619,Cropland,Built-up,Water,Water,Water,Grassland
620,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
621,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
622,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
623,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
624,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
625,Cropland,Water,NULL,Water,Non_Wetland,Grassland
626,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
627,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
628,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
629,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
630,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
631,Cropland,Water,Water,NULL,Water,Grassland
632,Cropland,Water,Water,NULL,Water,Forest
633,Cropland,Water,Water,Water,Water,Forest
634,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
635,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
636,Cropland,Water,Forest,NULL,Non_Wetland,Forest
637,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
638,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
639,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
640,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
641,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
642,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
643,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
644,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
645,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
646,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
647,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
648,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
649,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
650,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
651,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
652,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
653,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
654,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
655,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
656,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
657,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
658,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
659,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
660,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
661,Wetland,NULL,Wetland,NULL,Wetland,Grassland
662,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
663,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
664,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
665,Wetland,NULL,Water,NULL,Water,Grassland
666,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
667,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
668,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
669,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
670,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
671,Wetland,Cropland,Water,NULL,Water,Grassland
672,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
673,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
674,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
675,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
676,Wetland,Water,Grassland,NULL,Non_Wetland,Built-up
677,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
678,Wetland,Water,Wetland,Water,Wetland,Forest
679,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
680,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
681,Wetland,Water,Water,NULL,Water,Grassland
682,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
683,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
684,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
685,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
686,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
687,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
688,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
689,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
690,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
691,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
692,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
693,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
694,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
695,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
696,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
697,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
698,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
699,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
700,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
701,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
702,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
703,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
704,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
705,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
706,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
707,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
708,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
709,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
710,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
711,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
712,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
713,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
714,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
715,Bareland,NULL,Water,NULL,Water,Grassland
716,Bareland,NULL,Water,NULL,Water,Bareland
717,Bareland,NULL,Water,NULL,Water,Forest
718,Bareland,NULL,Water,Non_Water,Water,Grassland
719,Bareland,NULL,Water,Non_Water,Water,Forest
720,Bareland,NULL,Water,Water,Water,Forest
721,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
722,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
723,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
724,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
725,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
726,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
727,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
728,Bareland,NULL,Forest,Water,Non_Wetland,Forest
729,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
730,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
731,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
732,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
733,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
734,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
735,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
736,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
737,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
738,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
739,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
740,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
741,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
742,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
743,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
744,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
745,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
746,Bareland,Cropland,Water,NULL,Water,Bareland
747,Bareland,Cropland,Water,NULL,Water,Forest
748,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
749,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
750,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
751,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
752,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
753,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
754,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
755,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
756,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
757,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
758,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
759,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
760,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
761,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
762,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
763,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
764,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
765,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
766,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
767,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
768,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
769,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
770,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
771,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
772,Bareland,Bareland,Wetland,NULL,Wetland,Forest
773,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
774,Bareland,Bareland,Wetland,Water,Wetland,Water
775,Bareland,Bareland,Wetland,Water,Wetland,Forest
776,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
777,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
778,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
779,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
780,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
781,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
782,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
783,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
784,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
785,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
786,Bareland,Bareland,Water,NULL,Water,Grassland
787,Bareland,Bareland,Water,NULL,Water,Bareland
788,Bareland,Bareland,Water,NULL,Water,Water
789,Bareland,Bareland,Water,NULL,Water,Forest
790,Bareland,Bareland,Water,Non_Water,Water,Grassland
791,Bareland,Bareland,Water,Non_Water,Water,Bareland
792,Bareland,Bareland,Water,Non_Water,Water,Forest
793,Bareland,Bareland,Water,Water,Water,Grassland
794,Bareland,Bareland,Water,Water,Water,Bareland
795,Bareland,Bareland,Water,Water,Water,Water
796,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
797,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
798,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
799,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
800,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
801,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
802,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
803,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
804,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
805,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
806,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
807,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
808,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
809,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
810,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
811,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
812,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
813,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
814,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
815,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
816,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
817,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
818,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
819,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
820,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
821,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
822,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
823,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
824,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
825,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
826,Bareland,Built-up,Water,NULL,Water,Grassland
827,Bareland,Built-up,Water,NULL,Water,Bareland
828,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
829,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
830,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
831,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
832,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
833,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
834,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
835,Bareland,Water,NULL,NULL,Non_Wetland,Water
836,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
837,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
838,Bareland,Water,NULL,Water,Non_Wetland,Water
839,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
840,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
841,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
842,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
843,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
844,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
845,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
846,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
847,Bareland,Water,Grassland,NULL,Non_Wetland,Water
848,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
849,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
850,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
851,Bareland,Water,Grassland,Water,Non_Wetland,Forest
852,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
853,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
854,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
