Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHH_M_R
387,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
388,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
389,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
390,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
391,Wetland,Wetland,Water,Water,Water,NULL,Wetland
392,Wetland,Wetland,Water,Water,Water,NULL,Water
393,Wetland,Wetland,Water,Water,Water,NULL,Forest
394,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
395,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
396,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
397,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
398,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
399,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
400,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
401,Wetland,Bareland,Water,Water,Water,NULL,Water
402,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
403,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
404,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
405,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
406,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
407,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
408,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
409,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
410,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
411,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
412,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
413,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
414,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
415,Wetland,Water,Wetland,Water,Wetland,NULL,Bareland
416,Wetland,Water,Wetland,Water,Wetland,NULL,Water
417,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
418,Wetland,Water,Water,NULL,Water,NULL,Water
419,Wetland,Water,Water,NULL,Water,NULL,Forest
420,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
421,Wetland,Water,Water,Water,Water,NULL,Grassland
422,Wetland,Water,Water,Water,Water,NULL,Wetland
423,Wetland,Water,Water,Water,Water,NULL,Water
424,Wetland,Water,Water,Water,Water,NULL,Forest
425,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
426,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
427,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
428,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
429,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
430,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
431,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
432,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
433,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
434,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
435,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
436,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
437,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
438,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
439,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
440,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
441,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
442,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
443,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
444,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
445,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
446,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
447,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
448,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
449,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
450,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
451,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
452,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
453,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
454,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
455,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
456,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
457,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
458,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
459,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
460,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
461,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
462,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
463,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
464,Bareland,Wetland,Water,Water,Water,NULL,Wetland
465,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
466,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
467,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
468,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
469,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
470,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
471,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
472,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
473,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
474,Bareland,Bareland,Water,Water,Water,NULL,Grassland
475,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
476,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
477,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
478,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
479,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
480,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
481,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
482,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
483,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
484,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
485,Bareland,Water,Wetland,Water,Wetland,NULL,Water
486,Bareland,Water,Water,Water,Water,NULL,Water
487,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
488,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
489,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
490,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
491,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
492,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
493,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
494,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
495,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
496,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest
497,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
498,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
499,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
500,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
501,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
502,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
503,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
504,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
505,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
506,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
507,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
508,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
509,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
510,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
511,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
512,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
513,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
514,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
515,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
516,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
517,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
518,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
519,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
520,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
521,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
522,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
523,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
524,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
525,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
526,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
527,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
528,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
529,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
530,Water,NULL,Wetland,NULL,Wetland,NULL,NULL
531,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
532,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
533,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
534,Water,NULL,Wetland,NULL,Wetland,NULL,Water
535,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
536,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
537,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
538,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
539,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
540,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
541,Water,NULL,Wetland,Water,Wetland,NULL,NULL
542,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
543,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
544,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
545,Water,NULL,Wetland,Water,Wetland,NULL,Water
546,Water,NULL,Wetland,Water,Wetland,NULL,Forest
547,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
548,Water,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
549,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
550,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
551,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
552,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
553,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
554,Water,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
555,Water,NULL,Water,NULL,Water,NULL,NULL
556,Water,NULL,Water,NULL,Water,NULL,Grassland
557,Water,NULL,Water,NULL,Water,NULL,Wetland
558,Water,NULL,Water,NULL,Water,NULL,Water
559,Water,NULL,Water,NULL,Water,NULL,Forest
560,Water,NULL,Water,Non_Water,Water,NULL,Grassland
561,Water,NULL,Water,Non_Water,Water,NULL,Wetland
562,Water,NULL,Water,Non_Water,Water,NULL,Water
563,Water,NULL,Water,Non_Water,Water,NULL,Forest
564,Water,NULL,Water,Water,Water,NULL,NULL
565,Water,NULL,Water,Water,Water,NULL,Grassland
566,Water,NULL,Water,Water,Water,NULL,Wetland
567,Water,NULL,Water,Water,Water,NULL,Water
568,Water,NULL,Water,Water,Water,NULL,Forest
569,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
570,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
571,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
572,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
573,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
574,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
575,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
576,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
577,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
578,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
579,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
580,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL
581,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
582,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
583,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
584,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
585,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
586,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
587,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
588,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
589,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
590,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
591,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
592,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
593,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
594,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
595,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
596,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
597,Water,Wetland,Wetland,Water,Wetland,NULL,Water
598,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
599,Water,Wetland,Water,NULL,Water,NULL,Wetland
600,Water,Wetland,Water,NULL,Water,NULL,Forest
601,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
602,Water,Wetland,Water,Non_Water,Water,NULL,Forest
603,Water,Wetland,Water,Water,Water,NULL,Wetland
604,Water,Wetland,Water,Water,Water,NULL,Water
605,Water,Wetland,Water,Water,Water,NULL,Forest
606,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
607,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
608,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
609,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
610,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
611,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
612,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
613,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
614,Water,Bareland,Wetland,Water,Wetland,NULL,Water
615,Water,Bareland,Water,Water,Water,NULL,Bareland
616,Water,Bareland,Water,Water,Water,NULL,Forest
617,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
618,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
619,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
620,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
621,Water,Water,NULL,Water,Non_Wetland,NULL,Water
622,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
623,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
624,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
625,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
626,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
627,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
628,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
629,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
630,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
631,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
632,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
633,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
634,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL
635,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
636,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
637,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
638,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
639,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
640,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
641,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
642,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
643,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
644,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL
645,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
646,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
647,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
648,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
649,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
650,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
651,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
652,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
653,Water,Water,Wetland,NULL,Wetland,NULL,NULL
654,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
655,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
656,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
657,Water,Water,Wetland,NULL,Wetland,NULL,Water
658,Water,Water,Wetland,NULL,Wetland,NULL,Forest
659,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL
660,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
661,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
662,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
663,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
664,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
665,Water,Water,Wetland,Water,Wetland,NULL,NULL
666,Water,Water,Wetland,Water,Wetland,NULL,Grassland
667,Water,Water,Wetland,Water,Wetland,NULL,Wetland
668,Water,Water,Wetland,Water,Wetland,NULL,Bareland
669,Water,Water,Wetland,Water,Wetland,NULL,Water
670,Water,Water,Wetland,Water,Wetland,NULL,Forest
671,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water
672,Water,Water,Water,NULL,Water,NULL,Grassland
673,Water,Water,Water,NULL,Water,NULL,Wetland
674,Water,Water,Water,NULL,Water,NULL,Bareland
675,Water,Water,Water,NULL,Water,NULL,Water
676,Water,Water,Water,NULL,Water,NULL,Forest
677,Water,Water,Water,Non_Water,Water,NULL,Grassland
678,Water,Water,Water,Non_Water,Water,NULL,Wetland
679,Water,Water,Water,Non_Water,Water,NULL,Bareland
680,Water,Water,Water,Non_Water,Water,NULL,Water
681,Water,Water,Water,Non_Water,Water,NULL,Forest
682,Water,Water,Water,Water,Water,NULL,NULL
683,Water,Water,Water,Water,Water,NULL,Grassland
684,Water,Water,Water,Water,Water,NULL,Wetland
685,Water,Water,Water,Water,Water,NULL,Bareland
686,Water,Water,Water,Water,Water,NULL,Water
687,Water,Water,Water,Water,Water,NULL,Forest
688,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
689,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
690,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
691,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
692,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
693,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
694,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
695,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
696,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
697,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
698,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
699,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
700,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
701,Water,Water,Forest,Water,Non_Wetland,NULL,Water
702,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
703,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
704,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water
705,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
706,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
707,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
708,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
709,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
710,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
711,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Water
712,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
713,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
714,Water,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
715,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
716,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
717,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
718,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
719,Water,Forest,Wetland,NULL,Wetland,NULL,Water
720,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
721,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
722,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
723,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
724,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
725,Water,Forest,Wetland,Water,Wetland,NULL,Water
726,Water,Forest,Wetland,Water,Wetland,NULL,Forest
727,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
728,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
729,Water,Forest,Water,NULL,Water,NULL,Forest
730,Water,Forest,Water,Non_Water,Water,NULL,Forest
731,Water,Forest,Water,Water,Water,NULL,Wetland
732,Water,Forest,Water,Water,Water,NULL,Water
733,Water,Forest,Water,Water,Water,NULL,Forest
734,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
735,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
736,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
737,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
738,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
739,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
740,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
741,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
742,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
743,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
744,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
745,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
746,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
747,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
748,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
749,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
750,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
751,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
752,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
753,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
754,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
755,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
756,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
757,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
758,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
759,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
760,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
761,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
762,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
763,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
764,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
765,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
766,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
767,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
768,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
769,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
770,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
773,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
774,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
775,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
776,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
777,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
778,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
779,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
780,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
781,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
782,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL
783,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
784,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
785,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
786,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
787,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
788,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
789,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
790,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
791,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
792,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
793,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
794,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
795,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
796,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
797,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
