Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNG_M_R
796,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
797,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
798,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
799,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
800,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
801,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
802,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
803,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
804,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
805,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
806,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
807,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
808,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
809,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
810,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
811,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
812,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
813,Wetland,NULL,Water,NULL,Water,Wetland,Water,Forest
814,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Wetland
815,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
816,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
817,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
818,Wetland,NULL,Water,NULL,Water,Water,Wetland,Forest
819,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
820,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
821,Wetland,NULL,Water,NULL,Water,Water,Water,Bareland
822,Wetland,NULL,Water,NULL,Water,Water,Water,Water
823,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
824,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
825,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
826,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
827,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
828,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
829,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
830,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
831,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
832,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
833,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
834,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
835,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
836,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
837,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
838,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
839,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
840,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
841,Wetland,NULL,Water,Water,Water,Water,Wetland,Forest
842,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
843,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
844,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
845,Wetland,NULL,Water,Water,Water,Water,Water,Water
846,Wetland,NULL,Water,Water,Water,Water,Water,Forest
847,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
848,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
849,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
850,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
851,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
852,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
853,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
854,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
855,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
856,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
857,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
858,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
859,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
860,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
861,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
862,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
863,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
864,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
865,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
866,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
867,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
868,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
869,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
870,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
871,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
872,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
873,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
874,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
875,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
876,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
877,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
878,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
879,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
880,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
881,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
882,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
883,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
884,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
885,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
886,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
887,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
888,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
889,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
890,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
891,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
892,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
893,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
894,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
895,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
896,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
897,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
898,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
899,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
900,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
901,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
902,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
903,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
904,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
905,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
906,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
907,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
908,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
909,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
910,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
911,Wetland,Wetland,Water,Water,Water,Water,Wetland,Bareland
912,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
913,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
914,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
915,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
916,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
917,Wetland,Wetland,Water,Water,Water,Water,Water,Water
918,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
919,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
920,Wetland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
921,Wetland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
922,Wetland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
923,Wetland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
924,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
925,Wetland,Bareland,Water,Water,Water,Water,Water,Water
926,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
927,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
928,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
929,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
930,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
931,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
932,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
933,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
934,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
935,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
936,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
937,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
938,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
939,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
940,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
941,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
942,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
943,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
944,Wetland,Water,Water,Water,Water,Grassland,Water,Water
945,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
946,Wetland,Water,Water,Water,Water,Wetland,Water,Water
947,Wetland,Water,Water,Water,Water,Water,Water,Grassland
948,Wetland,Water,Water,Water,Water,Water,Water,Wetland
949,Wetland,Water,Water,Water,Water,Water,Water,Water
950,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
951,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
952,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
953,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
954,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
955,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
956,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
957,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
958,Wetland,Forest,Water,Water,Water,Grassland,Water,Grassland
959,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
964,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
965,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
966,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
967,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
968,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
969,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
970,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
971,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
972,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
973,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
974,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
975,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
976,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
977,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
978,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
979,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
980,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
981,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
982,Bareland,Bareland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
983,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
984,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
985,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
986,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
987,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
988,Bareland,Bareland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
989,Bareland,Bareland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
990,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
991,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
992,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
993,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
994,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Wetland,Water
995,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
996,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
997,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
998,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
999,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1000,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1001,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1002,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1003,Bareland,Bareland,Water,Non_Water,Water,Shrubland,Water,Water
1004,Bareland,Bareland,Water,Non_Water,Water,Grassland,Wetland,Water
1005,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1006,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1007,Bareland,Bareland,Water,Water,Water,Shrubland,Wetland,Grassland
1008,Bareland,Bareland,Water,Water,Water,Shrubland,Water,Water
1009,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1010,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Water
1011,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1012,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1013,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
1014,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1015,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
1016,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1017,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
1018,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1019,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1020,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1021,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1022,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1023,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1024,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
1025,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
1026,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1027,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1028,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1029,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1030,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1031,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1032,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1033,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1034,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
1035,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1036,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1037,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1038,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1039,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1040,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1041,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1042,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1043,Bareland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1044,Bareland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
1045,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1046,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1047,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1048,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1049,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1050,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1051,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1052,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1053,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1054,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1055,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1056,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1057,Bareland,Water,Water,NULL,Water,Water,Water,Water
1058,Bareland,Water,Water,Non_Water,Water,Shrubland,Wetland,Grassland
1059,Bareland,Water,Water,Non_Water,Water,Shrubland,Water,Water
1060,Bareland,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1061,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1062,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Water
1063,Bareland,Water,Water,Non_Water,Water,Wetland,Water,Water
1064,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
1065,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1066,Bareland,Water,Water,Water,Water,Shrubland,Water,Water
1067,Bareland,Water,Water,Water,Water,Grassland,Wetland,Grassland
1068,Bareland,Water,Water,Water,Water,Grassland,Wetland,Water
1069,Bareland,Water,Water,Water,Water,Grassland,Water,Water
1070,Bareland,Water,Water,Water,Water,Wetland,Wetland,Water
1071,Bareland,Water,Water,Water,Water,Wetland,Water,Water
1072,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1073,Bareland,Water,Water,Water,Water,Water,Water,Water
1074,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1075,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1076,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1077,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1078,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1079,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1080,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1081,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1082,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1083,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1084,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1085,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1086,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1087,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1088,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
1089,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1090,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1091,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1092,Bareland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1093,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1094,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1095,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1096,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1097,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1098,Bareland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1099,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1100,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1101,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1102,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1103,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1104,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1105,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1106,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1107,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1108,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1109,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1110,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1111,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1112,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1113,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1114,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1115,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1116,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1117,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1118,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1119,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1120,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1121,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1122,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1123,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1124,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1125,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1126,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1127,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1128,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1129,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1130,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1131,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1132,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1133,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1134,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1135,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1136,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1137,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1138,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1139,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1140,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1141,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1142,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1143,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1144,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1145,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1146,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1147,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1148,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1149,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1150,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1151,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1152,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1153,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1154,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1155,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1156,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1157,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1158,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1159,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
