Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZB_M_R
355,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
356,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
357,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
358,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
359,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
360,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
361,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
362,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
363,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
364,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
365,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
366,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
367,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
368,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
369,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
370,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
371,Water,Wetland,Water,NULL,Water,Water,Water,Water
372,Water,Wetland,Water,Non_Water,Water,Water,Water,Bareland
373,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
374,Water,Wetland,Water,Water,Water,Water,Wetland,Water
375,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
376,Water,Wetland,Water,Water,Water,Water,Water,Bareland
377,Water,Wetland,Water,Water,Water,Water,Water,Water
378,Water,Wetland,Water,Water,Water,Water,Water,Forest
379,Water,Wetland,Water,Water,Water,Water,Forest,Water
380,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
381,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
382,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
383,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
384,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
385,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
386,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
387,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
388,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
389,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
390,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
391,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
392,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
393,Water,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
394,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
395,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
396,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
397,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
398,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
399,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
400,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
401,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
402,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
403,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
404,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
405,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
406,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
407,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
408,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
409,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
410,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
411,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
412,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
413,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
414,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
415,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
416,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
417,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
418,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
419,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
420,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
421,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
422,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
423,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
424,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
425,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
426,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
427,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
428,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
429,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
430,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
431,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
432,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
433,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
434,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
435,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
436,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
437,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
438,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
439,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
440,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
441,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
442,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
443,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
444,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
445,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
446,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
447,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
448,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
449,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
450,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
451,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
452,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
453,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
454,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
455,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
456,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
457,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
458,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
459,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
460,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
461,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
462,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
463,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
464,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
465,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
466,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
467,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
468,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
469,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
470,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
471,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
472,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
473,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
474,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
475,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
476,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
477,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
478,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
479,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
480,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
481,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
482,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
483,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
484,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
485,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
486,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
487,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
488,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
489,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
490,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
491,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
492,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
493,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
494,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
495,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
496,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
497,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
498,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
499,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
500,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
501,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
502,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
503,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
504,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
505,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
506,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
507,Water,Water,Wetland,Water,Wetland,Water,Water,Water
508,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
509,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
510,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
511,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
512,Water,Water,Water,NULL,Water,NULL,Wetland,Water
513,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
514,Water,Water,Water,NULL,Water,NULL,Water,Water
515,Water,Water,Water,NULL,Water,NULL,Water,Forest
516,Water,Water,Water,NULL,Water,NULL,Forest,Water
517,Water,Water,Water,NULL,Water,NULL,Forest,Forest
518,Water,Water,Water,NULL,Water,Grassland,Water,Forest
519,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
520,Water,Water,Water,NULL,Water,Wetland,Water,Water
521,Water,Water,Water,NULL,Water,Wetland,Water,Forest
522,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
523,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
524,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
525,Water,Water,Water,NULL,Water,Water,Wetland,Water
526,Water,Water,Water,NULL,Water,Water,Wetland,Forest
527,Water,Water,Water,NULL,Water,Water,Water,Grassland
528,Water,Water,Water,NULL,Water,Water,Water,Bareland
529,Water,Water,Water,NULL,Water,Water,Water,Water
530,Water,Water,Water,NULL,Water,Water,Water,Forest
531,Water,Water,Water,NULL,Water,Water,Forest,Bareland
532,Water,Water,Water,NULL,Water,Water,Forest,Water
533,Water,Water,Water,NULL,Water,Water,Forest,Forest
534,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
535,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
536,Water,Water,Water,Non_Water,Water,NULL,Water,Water
537,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
538,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
539,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
540,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
541,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
542,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
543,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
544,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
545,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
546,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
547,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
548,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
549,Water,Water,Water,Non_Water,Water,Water,Water,Water
550,Water,Water,Water,Non_Water,Water,Water,Water,Forest
551,Water,Water,Water,Non_Water,Water,Water,Forest,Water
552,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
553,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
554,Water,Water,Water,Water,Water,NULL,Wetland,Water
555,Water,Water,Water,Water,Water,NULL,Wetland,Forest
556,Water,Water,Water,Water,Water,NULL,Water,Water
557,Water,Water,Water,Water,Water,NULL,Water,Forest
558,Water,Water,Water,Water,Water,NULL,Forest,Water
559,Water,Water,Water,Water,Water,NULL,Forest,Forest
560,Water,Water,Water,Water,Water,Grassland,Water,Water
561,Water,Water,Water,Water,Water,Grassland,Water,Forest
562,Water,Water,Water,Water,Water,Wetland,Wetland,Water
563,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
564,Water,Water,Water,Water,Water,Wetland,Water,Water
565,Water,Water,Water,Water,Water,Wetland,Water,Forest
566,Water,Water,Water,Water,Water,Wetland,Forest,Forest
567,Water,Water,Water,Water,Water,Bareland,Forest,Forest
568,Water,Water,Water,Water,Water,Water,Wetland,Grassland
569,Water,Water,Water,Water,Water,Water,Wetland,Bareland
570,Water,Water,Water,Water,Water,Water,Wetland,Water
571,Water,Water,Water,Water,Water,Water,Wetland,Forest
572,Water,Water,Water,Water,Water,Water,Water,Grassland
573,Water,Water,Water,Water,Water,Water,Water,Bareland
574,Water,Water,Water,Water,Water,Water,Water,Water
575,Water,Water,Water,Water,Water,Water,Water,Forest
576,Water,Water,Water,Water,Water,Water,Forest,Bareland
577,Water,Water,Water,Water,Water,Water,Forest,Water
578,Water,Water,Water,Water,Water,Water,Forest,Forest
579,Water,Water,Water,Water,Water,Forest,Wetland,Forest
580,Water,Water,Water,Water,Water,Forest,Water,Water
581,Water,Water,Water,Water,Water,Forest,Water,Forest
582,Water,Water,Water,Water,Water,Forest,Forest,Forest
583,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
584,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
585,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
586,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
587,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
588,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
589,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
590,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
591,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
592,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
593,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
594,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
595,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
596,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
597,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
598,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
599,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
600,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
601,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
602,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
603,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
604,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
605,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
606,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
607,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
608,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
609,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
610,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
611,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
612,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
613,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
614,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
615,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
616,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
617,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
618,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
619,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
620,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
621,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
622,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
623,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
624,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
625,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
626,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
627,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
628,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
629,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
630,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
631,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
632,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
633,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
634,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
635,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
636,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
637,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
638,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
639,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
640,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
641,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
642,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
643,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
644,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
645,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
646,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
647,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
648,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
649,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
650,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
651,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
652,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
653,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
654,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
655,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
656,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
657,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
658,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
659,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
660,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
661,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
662,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
663,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
664,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
665,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
666,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
667,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
668,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
669,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
670,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
671,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
672,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
673,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
674,Water,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
675,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
676,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
677,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
678,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
679,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
680,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
681,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
682,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
683,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
684,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
685,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
686,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
687,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
688,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
689,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
690,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
691,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
692,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
693,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
694,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
695,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
696,Water,Forest,Wetland,Water,Wetland,NULL,Water,Forest
697,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
698,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
699,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
700,Water,Forest,Water,NULL,Water,Water,Water,Forest
701,Water,Forest,Water,NULL,Water,Water,Forest,Forest
702,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
703,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
704,Water,Forest,Water,Water,Water,NULL,Water,Forest
705,Water,Forest,Water,Water,Water,NULL,Forest,Forest
706,Water,Forest,Water,Water,Water,Water,Wetland,Forest
707,Water,Forest,Water,Water,Water,Water,Water,Water
708,Water,Forest,Water,Water,Water,Water,Water,Forest
709,Water,Forest,Water,Water,Water,Forest,Water,Forest
710,Water,Forest,Water,Water,Water,Forest,Forest,Forest
711,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
712,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
713,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
714,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
715,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
716,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
717,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
718,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
719,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
720,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
721,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
722,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
723,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
724,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
725,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
726,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
727,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
728,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
729,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
730,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
731,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
732,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
733,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
734,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
735,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
736,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
737,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
738,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
739,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
740,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
741,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
742,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
743,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Forest
744,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water,Water
745,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Forest
746,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water,Water,Water
747,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
748,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Forest
749,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
750,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
