Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXA_M_R
8455,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
8456,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8457,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
8458,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
8459,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
8460,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
8461,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8462,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
8463,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
8464,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8465,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
8466,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8467,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
8468,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8469,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8470,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8471,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8472,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
8473,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
8474,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
8475,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
8476,Wetland,Water,Cropland,Water,Non_Wetland,Forest,Bareland,Grassland
8477,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
8478,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
8479,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
8480,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
8481,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
8482,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
8483,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8484,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Wetland
8485,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
8486,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
8487,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
8488,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
8489,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Built-up
8490,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
8491,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
8492,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
8493,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest,Water
8494,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
8495,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
8496,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
8497,Wetland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
8498,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8499,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8500,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
8501,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
8502,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
8503,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8504,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8505,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
8506,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
8507,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
8508,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Bareland
8509,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Water
8510,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
8511,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
8512,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Bareland
8513,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Built-up
8514,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
8515,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
8516,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
8517,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
8518,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8519,Wetland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8520,Wetland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
8521,Wetland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
8522,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
8523,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
8524,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
8525,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
8526,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Built-up
8527,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
8528,Wetland,Water,Wetland,NULL,Wetland,Cropland,NULL,Grassland
8529,Wetland,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
8530,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8531,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
8532,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
8533,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8534,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8535,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8536,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8537,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8538,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8539,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8540,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
8541,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8542,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8543,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
8544,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
8545,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8546,Wetland,Water,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
8547,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
8548,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
8549,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
8550,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
8551,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8552,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,NULL
8553,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
8554,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
8555,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
8556,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Water
8557,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
8558,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
8559,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
8560,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
8561,Wetland,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
8562,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8563,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
8564,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
8565,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
8566,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
8567,Wetland,Water,Wetland,NULL,Wetland,Water,Built-up,Grassland
8568,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
8569,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8570,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8571,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
8572,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Built-up
8573,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
8574,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
8575,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
8576,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
8577,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8578,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
8579,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
8580,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
8581,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
8582,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
8583,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8584,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
8585,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
8586,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Water
8587,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
8588,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
8589,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
8590,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8591,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8592,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
8593,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8594,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8595,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8596,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
8597,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
8598,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
8599,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
8600,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
8601,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8602,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
8603,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
8604,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
8605,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8606,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8607,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
8608,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8609,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8610,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,NULL
8611,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8612,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
8613,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
8614,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
8615,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
8616,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
8617,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
8618,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8619,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8620,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Built-up
8621,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
8622,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
8623,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
8624,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
8625,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Bareland
8626,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
8627,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
8628,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
8629,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
8630,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Bareland
8631,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
8632,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8633,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
8634,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
8635,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
8636,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8637,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
8638,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
8639,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
8640,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
8641,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
8642,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
8643,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
8644,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,NULL
8645,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8646,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
8647,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8648,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Built-up
8649,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
8650,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
8651,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8652,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8653,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
8654,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
8655,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
8656,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8657,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8658,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
8659,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
8660,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8661,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
8662,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
8663,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
8664,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8665,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
8666,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8667,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8668,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8669,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8670,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8671,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
8672,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
8673,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8674,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8675,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8676,Wetland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
8677,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
8678,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8679,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
8680,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8681,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
8682,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8683,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8684,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8685,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8686,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8687,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
8688,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
8689,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
8690,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
8691,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8692,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
8693,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
8694,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Bareland
8695,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8696,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8697,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
8698,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
8699,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
8700,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8701,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
8702,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
8703,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
8704,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
8705,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
8706,Wetland,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
8707,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
8708,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
8709,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Bareland
8710,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
8711,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
8712,Wetland,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
8713,Wetland,Water,Wetland,Water,Wetland,NULL,Forest,Forest
8714,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
8715,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
8716,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
8717,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
8718,Wetland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
8719,Wetland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Wetland
8720,Wetland,Water,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
8721,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
8722,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
8723,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
8724,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
8725,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
8726,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
8727,Wetland,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
8728,Wetland,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
8729,Wetland,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
8730,Wetland,Water,Wetland,Water,Wetland,Grassland,Bareland,Wetland
8731,Wetland,Water,Wetland,Water,Wetland,Grassland,Bareland,Bareland
8732,Wetland,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
8733,Wetland,Water,Wetland,Water,Wetland,Grassland,Built-up,Water
8734,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
8735,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
8736,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
8737,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
8738,Wetland,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
8739,Wetland,Water,Wetland,Water,Wetland,Cropland,Water,Water
8740,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8741,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8742,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8743,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
8744,Wetland,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
8745,Wetland,Water,Wetland,Water,Wetland,Wetland,Forest,Water
8746,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
8747,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8748,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
8749,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
8750,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
8751,Wetland,Water,Wetland,Water,Wetland,Bareland,Forest,Wetland
8752,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
8753,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Cropland
8754,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Bareland
8755,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
8756,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8757,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
8758,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
8759,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
8760,Wetland,Water,Wetland,Water,Wetland,Water,Water,NULL
8761,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
8762,Wetland,Water,Wetland,Water,Wetland,Water,Water,Cropland
8763,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
8764,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
8765,Wetland,Water,Wetland,Water,Wetland,Water,Water,Built-up
8766,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
8767,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
8768,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
8769,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
8770,Wetland,Water,Wetland,Water,Wetland,Forest,Bareland,Water
8771,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Grassland
8772,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
8773,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Bareland
8774,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
8775,Wetland,Water,Wetland,Water,Wetland,Forest,Forest,Water
8776,Wetland,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8777,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
8778,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8779,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8780,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8781,Wetland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
8782,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
8783,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8784,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Built-up
8785,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8786,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8787,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8788,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
8789,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8790,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
8791,Wetland,Water,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8792,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
8793,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8794,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8795,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8796,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8797,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8798,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
8799,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
8800,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8801,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8802,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8803,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8804,Wetland,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
8805,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
