Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRH_M_R
1596,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1597,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1598,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1599,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1600,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1601,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1602,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1603,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1604,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1605,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1606,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1607,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1608,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1609,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1610,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1611,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1612,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1632,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1633,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1634,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1635,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1636,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1637,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1638,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1639,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1640,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1641,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1642,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1643,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1644,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1645,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1646,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1647,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1648,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1649,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1650,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1651,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1652,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1653,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1654,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1655,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1656,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1657,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1658,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1659,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1660,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1661,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1662,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1663,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1664,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1665,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1666,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1667,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1668,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1669,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1670,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1671,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1672,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1674,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1675,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1676,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1677,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1678,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1679,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1680,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1681,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1682,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1683,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1684,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1685,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1686,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1687,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1688,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1689,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1690,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1691,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1692,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1694,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1695,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1696,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1697,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1698,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1699,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1700,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
1701,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1702,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1703,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1704,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
1705,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1706,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1707,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1708,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1709,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1710,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1711,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1712,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1713,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1714,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1715,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
1716,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1718,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1719,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1720,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1721,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1722,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1723,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1724,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1725,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1726,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1727,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1728,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1729,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1730,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1731,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1732,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1733,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1734,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1735,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1736,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
1737,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1738,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1739,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1740,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1741,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
1742,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1744,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1745,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1746,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1747,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1748,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1749,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1750,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1751,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1752,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1753,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1754,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1755,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1756,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
1757,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1758,Grassland,Wetland,Water,NULL,Water,Grassland,NULL,Grassland
1759,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1760,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1761,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1763,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1765,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1766,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1767,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1768,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1769,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1770,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1771,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1772,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1773,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1774,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1775,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1776,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1777,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1778,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1779,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1780,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1781,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1782,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1783,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1784,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
1785,Grassland,Water,Water,Water,Water,Water,Water,Grassland
1786,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1787,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1788,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1789,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1790,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1791,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1792,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1793,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1794,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1795,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1796,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1797,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1798,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1799,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1800,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1801,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1802,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1803,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1804,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1805,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1806,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1807,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1808,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1809,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1810,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1811,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1812,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1813,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1814,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1815,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1816,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1817,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1818,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1819,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1820,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1821,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1822,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1823,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1824,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1825,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1826,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1827,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1828,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1829,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1830,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1831,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1833,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1834,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1835,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1836,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1837,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1838,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1839,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1840,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1841,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1842,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1843,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1844,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1845,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1846,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1847,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1848,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1849,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1850,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1851,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1852,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1853,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1854,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1855,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1856,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1857,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1858,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1859,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1860,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1862,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1863,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1864,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1865,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1866,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1867,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1868,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1869,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1870,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1871,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1872,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1873,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1874,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1879,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1880,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1881,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1882,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1883,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1884,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1885,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1886,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1887,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1888,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1889,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1890,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1891,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1892,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1893,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1894,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1895,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1896,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1897,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1898,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1899,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1900,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1901,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1902,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1903,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1904,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1905,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1906,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1907,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1908,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1909,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1910,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
