Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVS_M_R
5252,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5253,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5254,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5255,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5256,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5257,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5258,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5259,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5260,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5261,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5262,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5263,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5264,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5265,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5266,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5267,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
5268,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5269,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5270,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5271,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5272,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5273,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
5274,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5275,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
5276,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5277,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5278,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5279,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
5280,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5281,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
5282,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
5283,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
5284,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
5285,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5286,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
5287,Water,Wetland,Water,NULL,Water,NULL,Grassland,Forest
5288,Water,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
5289,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5290,Water,Wetland,Water,NULL,Water,NULL,Water,Water
5291,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
5292,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
5293,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
5294,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
5295,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5296,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
5297,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5298,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
5299,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5300,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
5301,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
5302,Water,Wetland,Water,NULL,Water,Bareland,Water,Wetland
5303,Water,Wetland,Water,NULL,Water,Bareland,Water,Forest
5304,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
5305,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5306,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5307,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
5308,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
5309,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
5310,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
5311,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
5312,Water,Wetland,Water,NULL,Water,Water,Water,Water
5313,Water,Wetland,Water,NULL,Water,Water,Water,Forest
5314,Water,Wetland,Water,NULL,Water,Water,Forest,Grassland
5315,Water,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5316,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
5317,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
5318,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5319,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
5320,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5321,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5322,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
5323,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
5324,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5325,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5326,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5327,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
5328,Water,Wetland,Water,Non_Water,Water,Water,NULL,Forest
5329,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
5330,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
5331,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
5332,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5333,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5334,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5335,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5336,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5337,Water,Wetland,Water,Non_Water,Water,Water,Water,Bareland
5338,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
5339,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
5340,Water,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5341,Water,Wetland,Water,Water,Water,NULL,Wetland,Grassland
5342,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
5343,Water,Wetland,Water,Water,Water,NULL,Water,Water
5344,Water,Wetland,Water,Water,Water,NULL,Water,Forest
5345,Water,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
5346,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
5347,Water,Wetland,Water,Water,Water,Grassland,Water,Water
5348,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
5349,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
5350,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
5351,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5352,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
5353,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5354,Water,Wetland,Water,Water,Water,Wetland,Bareland,Grassland
5355,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
5356,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
5357,Water,Wetland,Water,Water,Water,Wetland,Water,Bareland
5358,Water,Wetland,Water,Water,Water,Wetland,Water,Water
5359,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
5360,Water,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
5361,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
5362,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
5363,Water,Wetland,Water,Water,Water,Bareland,Water,Water
5364,Water,Wetland,Water,Water,Water,Bareland,Water,Forest
5365,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
5366,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
5367,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
5368,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
5369,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
5370,Water,Wetland,Water,Water,Water,Water,Wetland,Bareland
5371,Water,Wetland,Water,Water,Water,Water,Wetland,Water
5372,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
5373,Water,Wetland,Water,Water,Water,Water,Water,Grassland
5374,Water,Wetland,Water,Water,Water,Water,Water,Wetland
5375,Water,Wetland,Water,Water,Water,Water,Water,Bareland
5376,Water,Wetland,Water,Water,Water,Water,Water,Water
5377,Water,Wetland,Water,Water,Water,Water,Water,Forest
5378,Water,Wetland,Water,Water,Water,Water,Forest,Water
5379,Water,Wetland,Water,Water,Water,Water,Forest,Forest
5380,Water,Wetland,Water,Water,Water,Forest,Wetland,Water
5381,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
5382,Water,Wetland,Water,Water,Water,Forest,Water,Grassland
5383,Water,Wetland,Water,Water,Water,Forest,Water,Forest
5384,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5385,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5386,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5387,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5388,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5389,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5390,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5391,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5392,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5393,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5394,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5395,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5396,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5397,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5398,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5399,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5400,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5401,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5402,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5403,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5404,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5405,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5406,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5407,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5408,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5409,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5410,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5411,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5412,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5413,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5414,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5415,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
5416,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5417,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5418,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5419,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5420,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
5421,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5422,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5423,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
5424,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
5425,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5426,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
5427,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5428,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5429,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
5430,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5431,Water,Bareland,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
5432,Water,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5433,Water,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Forest
5434,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5435,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5436,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
5437,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Forest
5438,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
5439,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Wetland
5440,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Forest
5441,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5442,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5443,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5444,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5445,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5446,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5447,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5448,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5449,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5450,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5451,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
5452,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5453,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5454,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
5455,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
5456,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5457,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5458,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5459,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5460,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5461,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
5462,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5463,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5464,Water,Bareland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5465,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5466,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5467,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
5468,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
5469,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5470,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5471,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5472,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5473,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5474,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5475,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5476,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5477,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
5478,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
5479,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5480,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5481,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
5482,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
5483,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
5484,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
5485,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
5486,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
5487,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
5488,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
5489,Water,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Water
5490,Water,Bareland,Wetland,Water,Wetland,Built-up,Water,Grassland
5491,Water,Bareland,Wetland,Water,Wetland,Built-up,Water,Water
5492,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
5493,Water,Bareland,Wetland,Water,Wetland,Water,Grassland,Wetland
5494,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
5495,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
5496,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
5497,Water,Bareland,Wetland,Water,Wetland,Water,Built-up,Water
5498,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
5499,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
5500,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
5501,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
5502,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
5503,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
5504,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5505,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5506,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5507,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5508,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
5509,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5510,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
5511,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Wetland
5512,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
5513,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5514,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
5515,Water,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5516,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5517,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
5518,Water,Bareland,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
5519,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
5520,Water,Bareland,Water,NULL,Water,Wetland,Water,Grassland
5521,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
5522,Water,Bareland,Water,NULL,Water,Water,Water,Water
5523,Water,Bareland,Water,Non_Water,Water,Wetland,Water,Grassland
5524,Water,Bareland,Water,Non_Water,Water,Water,Wetland,Grassland
5525,Water,Bareland,Water,Non_Water,Water,Water,Bareland,Grassland
5526,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
5527,Water,Bareland,Water,Non_Water,Water,Water,Water,Wetland
5528,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
5529,Water,Bareland,Water,Non_Water,Water,Water,Water,Forest
5530,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
5531,Water,Bareland,Water,Water,Water,Wetland,Water,Water
5532,Water,Bareland,Water,Water,Water,Wetland,Water,Forest
5533,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
5534,Water,Bareland,Water,Water,Water,Bareland,Water,Water
5535,Water,Bareland,Water,Water,Water,Built-up,Water,Water
5536,Water,Bareland,Water,Water,Water,Water,Water,Grassland
5537,Water,Bareland,Water,Water,Water,Water,Water,Wetland
5538,Water,Bareland,Water,Water,Water,Water,Water,Bareland
5539,Water,Bareland,Water,Water,Water,Water,Water,Water
5540,Water,Bareland,Water,Water,Water,Water,Water,Forest
5541,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5542,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5543,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5544,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5545,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
5546,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5547,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5548,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5549,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5550,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
5551,Water,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5552,Water,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Water
5553,Water,Built-up,NULL,Water,Non_Wetland,Wetland,Built-up,Grassland
5554,Water,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Water
5555,Water,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Forest
5556,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5557,Water,Built-up,NULL,Water,Non_Wetland,Water,Grassland,Forest
5558,Water,Built-up,NULL,Water,Non_Wetland,Water,Built-up,Water
5559,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Grassland
5560,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
5561,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5562,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5563,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5564,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5565,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
5566,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5567,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
5568,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
5569,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5570,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5571,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5572,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5573,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
5574,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5575,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
5576,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5577,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5578,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
5579,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5580,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
5581,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5582,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
5583,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
5584,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
5585,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5586,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
5587,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
5588,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
5589,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5590,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5591,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
5592,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5593,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5594,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5595,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5596,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5597,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5598,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
5599,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
5600,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
5601,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
5602,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5603,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
5604,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
5605,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
5606,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Grassland
5607,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
5608,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
5609,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
5610,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5611,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
5612,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5613,Water,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
5614,Water,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
