Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R
1943,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1944,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1945,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1946,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1947,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1948,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1949,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1950,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1951,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1952,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
1953,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
1954,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1955,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1956,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1957,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1958,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1959,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1960,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1961,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1962,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1963,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1964,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1965,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1966,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1967,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1968,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1969,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1970,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1971,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1972,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1973,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1974,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1975,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1976,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1977,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1978,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1979,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1980,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1981,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1982,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1983,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1984,NULL,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1985,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1986,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
1987,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
1988,NULL,Water,Water,NULL,Water,Water,NULL,Water
1989,NULL,Water,Water,NULL,Water,Water,Grassland,Water
1990,NULL,Water,Water,NULL,Water,Water,Wetland,Grassland
1991,NULL,Water,Water,NULL,Water,Water,Water,Water
1992,NULL,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1993,NULL,Water,Water,Water,Water,Wetland,NULL,Water
1994,NULL,Water,Water,Water,Water,Wetland,Water,Water
1995,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
1996,NULL,Water,Water,Water,Water,Bareland,Bareland,Bareland
1997,NULL,Water,Water,Water,Water,Bareland,Bareland,Forest
1998,NULL,Water,Water,Water,Water,Bareland,Water,Water
1999,NULL,Water,Water,Water,Water,Water,NULL,Water
2000,NULL,Water,Water,Water,Water,Water,Wetland,Water
2001,NULL,Water,Water,Water,Water,Water,Water,Grassland
2002,NULL,Water,Water,Water,Water,Water,Water,Water
2003,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2004,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2005,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2006,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2007,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2008,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2009,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2010,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2011,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2012,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2013,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2014,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2015,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2016,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2017,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2018,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2019,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2020,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2021,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2022,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2023,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2024,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2025,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2026,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2027,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2028,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2029,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2030,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2031,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2032,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
2033,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2034,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2035,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2036,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2037,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2038,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2039,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2040,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2041,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2042,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2043,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2044,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2045,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2046,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2047,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2048,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2049,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2050,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2051,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2052,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2053,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2054,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2055,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2056,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2057,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2058,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2059,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2060,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2061,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2062,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2063,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2064,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2065,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2066,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2067,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2068,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2069,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2070,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2071,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2072,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2073,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2074,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2075,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2076,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2077,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2078,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2079,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2080,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2081,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2082,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2083,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2084,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2085,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2086,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2087,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2088,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2089,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2090,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2091,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2092,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2093,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2094,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2095,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2096,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2097,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2098,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2099,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2100,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2101,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2102,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2103,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2104,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2105,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2106,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2107,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2108,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2109,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2110,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2111,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2112,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2113,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2114,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2115,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2116,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2117,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2118,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2119,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2120,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2121,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2122,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2123,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2124,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2125,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2126,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2127,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2128,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2129,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2130,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2131,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2132,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2133,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2134,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2135,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
2136,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2137,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2138,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2139,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2140,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2141,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2142,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2143,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2144,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2145,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2146,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2147,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2148,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2149,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2150,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2151,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2152,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2153,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2154,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2155,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2156,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2157,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2158,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2159,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2160,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2161,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2162,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2163,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2164,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2165,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2166,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2167,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2168,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2169,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2170,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2171,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2172,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2173,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2174,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2175,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2176,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2177,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2178,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2179,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2180,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2181,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2182,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2183,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2184,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2185,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2186,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2187,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2188,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2189,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2190,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2191,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2192,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2193,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2194,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2195,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2196,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2197,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2198,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2199,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2200,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2201,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2202,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2203,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2204,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2205,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2206,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2207,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2208,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2209,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2210,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2211,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2212,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2213,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2214,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2215,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2216,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2217,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2218,NULL,Forest,Water,NULL,Water,Wetland,Forest,Forest
2219,NULL,Forest,Water,NULL,Water,Bareland,Shrubland,Built-up
2220,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
2221,NULL,Forest,Water,Water,Water,Grassland,Wetland,Wetland
2222,NULL,Forest,Water,Water,Water,Water,Wetland,Water
2223,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2224,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2225,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2226,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2227,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2228,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2229,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2230,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2231,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2232,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2233,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2234,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2235,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2236,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2237,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2238,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2239,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2240,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2241,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2242,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2243,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2244,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2245,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2246,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2247,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2248,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2249,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2250,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2251,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2252,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2253,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2254,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2255,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2256,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2257,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2258,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2259,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2260,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2261,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2262,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2263,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2264,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2265,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2266,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
2267,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2268,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2269,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2270,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2271,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2272,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2273,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2274,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
