Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R
769,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
770,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
771,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest
772,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
773,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Cropland
774,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
779,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
780,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
781,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
782,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up
783,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
784,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
785,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
786,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
787,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
788,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
789,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
790,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland
791,Cropland,Cropland,Wetland,Water,Wetland,NULL,Forest
792,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
793,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Cropland
794,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
795,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
796,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up
797,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
798,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
799,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
800,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
801,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
802,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
803,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
804,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
805,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
806,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
807,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
808,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
809,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
810,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
811,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
812,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
813,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
814,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
815,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
816,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
817,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
818,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
819,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
820,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
821,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
822,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
823,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
824,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
825,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
826,Cropland,Wetland,Wetland,Water,Wetland,NULL,Grassland
827,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
828,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
829,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
830,Cropland,Wetland,Water,Non_Water,Water,NULL,Grassland
831,Cropland,Wetland,Water,Water,Water,NULL,Grassland
832,Cropland,Wetland,Water,Water,Water,NULL,Wetland
833,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
834,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
835,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
836,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
837,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
838,Cropland,Bareland,Wetland,Water,Wetland,NULL,Grassland
839,Cropland,Bareland,Wetland,Water,Wetland,NULL,Wetland
840,Cropland,Bareland,Wetland,Water,Wetland,NULL,Bareland
841,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
842,Cropland,Bareland,Water,Water,Water,NULL,Bareland
843,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
844,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up
845,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
846,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
847,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
848,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
849,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
850,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
851,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
852,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
853,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
854,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
855,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
856,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
857,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
858,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
859,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
860,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
861,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
862,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
863,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
864,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
865,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
866,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
867,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
868,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
869,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
870,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
871,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Water
872,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
873,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Water
874,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Forest
875,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
876,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
877,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
878,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water
879,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest
880,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
881,Cropland,Water,Wetland,Water,Wetland,NULL,Wetland
882,Cropland,Water,Wetland,Water,Wetland,NULL,Bareland
883,Cropland,Water,Wetland,Water,Wetland,NULL,Water
884,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
885,Cropland,Water,Water,NULL,Water,NULL,Water
886,Cropland,Water,Water,Non_Water,Water,NULL,Forest
887,Cropland,Water,Water,Water,Water,NULL,Wetland
888,Cropland,Water,Water,Water,Water,NULL,Water
889,Cropland,Water,Water,Water,Water,NULL,Forest
890,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Water
891,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
892,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
893,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
894,Cropland,Water,Forest,Water,Non_Wetland,NULL,Forest
895,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
896,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
897,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
898,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
899,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
900,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
901,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
902,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
903,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
904,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
905,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
906,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
907,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
908,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
909,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
910,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
911,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
912,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
913,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
914,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland
915,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
916,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
917,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
918,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
919,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
920,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland
921,Cropland,Forest,Wetland,Water,Wetland,NULL,Bareland
922,Cropland,Forest,Wetland,Water,Wetland,NULL,Water
923,Cropland,Forest,Wetland,Water,Wetland,NULL,Forest
924,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
925,Cropland,Forest,Water,Water,Water,NULL,Grassland
926,Cropland,Forest,Water,Water,Water,NULL,Wetland
927,Cropland,Forest,Water,Water,Water,NULL,Forest
928,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
929,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
930,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
931,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
932,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
933,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Forest
934,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
935,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
936,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
937,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
938,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water
939,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
940,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
941,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
942,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
943,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
944,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
945,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
946,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
947,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
948,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
949,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
950,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
951,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
952,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
953,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
954,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
955,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
956,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
957,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
958,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
959,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
960,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
961,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
962,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
963,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
964,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
965,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
966,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
967,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
968,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
969,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
970,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
971,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
972,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
973,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
974,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
975,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
976,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
977,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
978,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
979,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
980,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
981,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
982,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL
983,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
984,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
985,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
986,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
987,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
988,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
989,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
990,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
991,Wetland,NULL,Wetland,Water,Wetland,NULL,Cropland
992,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
993,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
994,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
995,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
996,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
997,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
998,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
999,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1000,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1001,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1002,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1003,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1004,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1005,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1006,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1007,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
1008,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1009,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1010,Wetland,NULL,Water,NULL,Water,NULL,Grassland
1011,Wetland,NULL,Water,NULL,Water,NULL,Wetland
1012,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
1013,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
1014,Wetland,NULL,Water,Non_Water,Water,NULL,Water
1015,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
1016,Wetland,NULL,Water,Water,Water,NULL,Grassland
1017,Wetland,NULL,Water,Water,Water,NULL,Cropland
1018,Wetland,NULL,Water,Water,Water,NULL,Wetland
1019,Wetland,NULL,Water,Water,Water,NULL,Bareland
1020,Wetland,NULL,Water,Water,Water,NULL,Water
1021,Wetland,NULL,Water,Water,Water,NULL,Forest
1022,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1023,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1024,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1025,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1026,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1027,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1028,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1029,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1030,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1031,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1032,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1033,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1034,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1035,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1036,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1037,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1038,Wetland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1039,Wetland,Cropland,Wetland,Water,Wetland,NULL,Forest
1040,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1041,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1042,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1043,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1044,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1045,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1046,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1047,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1048,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1049,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1050,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1051,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1052,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1053,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1054,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1055,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1056,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1057,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1058,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1059,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1060,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1061,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1062,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1063,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1064,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1065,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1066,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1067,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
1068,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1069,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1070,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1071,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
1072,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1073,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1074,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1075,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1076,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1077,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL
1078,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1079,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1080,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1081,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
1082,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
1083,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
1084,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1085,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
1086,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
1087,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
1088,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
1089,Wetland,Wetland,Water,NULL,Water,NULL,Water
1090,Wetland,Wetland,Water,NULL,Water,NULL,Forest
1091,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1092,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
1093,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1094,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1095,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1096,Wetland,Wetland,Water,Water,Water,NULL,Wetland
1097,Wetland,Wetland,Water,Water,Water,NULL,Water
1098,Wetland,Wetland,Water,Water,Water,NULL,Forest
1099,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1100,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1101,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1102,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1103,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1104,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1105,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1106,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL
1107,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1108,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1109,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1110,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1111,Wetland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1112,Wetland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1113,Wetland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1114,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
1115,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1116,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1117,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1118,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1119,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1120,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1121,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1122,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1123,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1124,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1125,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1126,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1127,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1128,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
1129,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1130,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
1131,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
1132,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1133,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1134,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1135,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1136,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1137,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1138,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1139,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Wetland
1140,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1141,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Water
1142,Wetland,Water,Water,NULL,Water,NULL,Wetland
1143,Wetland,Water,Water,NULL,Water,NULL,Water
1144,Wetland,Water,Water,NULL,Water,NULL,Forest
1145,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
1146,Wetland,Water,Water,Non_Water,Water,NULL,Water
1147,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1148,Wetland,Water,Water,Water,Water,NULL,Grassland
1149,Wetland,Water,Water,Water,Water,NULL,Wetland
1150,Wetland,Water,Water,Water,Water,NULL,Water
1151,Wetland,Water,Water,Water,Water,NULL,Forest
1152,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
