Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R
5162,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5163,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5164,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5165,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5166,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5167,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5168,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5169,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5170,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5171,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5172,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5173,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5174,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5175,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5176,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5177,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5178,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5179,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5180,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5181,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5182,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5183,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5184,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5185,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5186,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5187,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5188,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5189,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5190,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5191,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5192,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
5193,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5194,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5195,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
5196,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
5197,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5198,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5199,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5200,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5201,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5202,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5203,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5204,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5205,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5206,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5207,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5208,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5209,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5210,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5211,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5212,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5213,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5214,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5215,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
5216,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5217,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5218,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
5219,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5220,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
5221,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
5222,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
5223,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5224,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5225,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5226,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5227,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5228,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5229,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5230,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5231,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5232,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5233,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
5234,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5235,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5236,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5237,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5238,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5239,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5240,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5241,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5242,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5243,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5244,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5245,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5246,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5247,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5248,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5249,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5250,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5251,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5252,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5253,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5254,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5255,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5256,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5257,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5258,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5259,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5260,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
5261,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5262,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5263,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5264,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5265,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
5266,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5267,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5268,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5269,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5270,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5271,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5272,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5273,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5274,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5275,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5276,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5277,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5278,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5279,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5280,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5281,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5282,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5283,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5284,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5285,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5286,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5287,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5288,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5289,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5290,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5291,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5292,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5293,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5294,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5295,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5296,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5297,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5298,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5299,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5300,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5301,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5302,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5303,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5304,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5305,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5306,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5307,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5308,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
5309,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5310,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5311,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5312,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5313,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
5314,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5315,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5316,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
5317,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5318,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5319,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5320,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5321,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5322,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5323,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5324,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5325,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5326,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5327,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5328,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5329,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5330,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5331,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5332,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5333,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5334,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5335,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5336,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5337,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5338,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5339,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5340,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5341,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5342,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5343,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5344,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5345,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5346,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5347,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5348,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5349,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5350,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5351,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5352,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5353,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
5354,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5355,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5356,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5357,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5358,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5359,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5360,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5361,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5362,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5363,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5364,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5365,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
5366,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5367,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5368,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5369,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5370,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5371,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5372,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5373,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5374,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5375,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5376,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5377,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5378,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5379,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5380,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5381,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5382,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5383,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5384,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5385,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5386,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5387,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5388,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5389,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5390,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5391,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5392,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5393,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5394,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
5395,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5396,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5397,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5398,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5399,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5400,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5401,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5402,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5403,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5404,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5405,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5406,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5407,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5408,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5409,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5410,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5411,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5412,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5413,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5414,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5415,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5416,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5417,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5418,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5419,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5420,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
5421,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5422,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5423,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5424,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5425,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5426,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5427,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5428,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5429,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5430,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5431,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5432,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5433,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5434,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5435,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5436,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5437,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5438,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5439,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5440,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
5441,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5442,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5443,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5444,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5445,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5446,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5447,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5448,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5449,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5450,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5451,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5452,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5453,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5454,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5455,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5456,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5457,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5458,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5459,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5460,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5461,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5462,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5463,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5464,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5465,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5466,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5467,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5468,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5469,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
5470,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5471,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5472,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5473,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
