Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFN_M_R
361,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
362,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
363,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
364,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
365,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
366,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
367,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
368,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
369,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
370,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
371,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
372,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
374,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
375,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
377,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
378,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
379,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
380,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
381,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
382,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
383,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
385,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
386,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
387,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
388,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
389,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
390,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
391,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
392,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
393,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
394,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
395,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
396,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
397,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
398,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
399,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
400,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
401,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
402,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
403,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
404,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
405,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
406,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
407,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
408,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
409,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
410,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
411,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
412,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
413,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
414,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
415,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
416,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
417,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
418,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
419,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
420,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
421,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
422,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
423,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
424,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
425,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
426,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
427,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
428,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
429,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
430,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
431,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
432,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
433,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
434,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
435,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
436,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
437,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
438,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
439,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
440,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
441,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
442,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
443,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
444,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
445,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
446,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
447,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
448,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
449,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
450,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
451,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
452,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
453,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
454,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
455,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
456,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
457,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
458,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
459,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
460,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
461,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
462,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
463,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
464,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
465,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
466,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
467,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
468,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
469,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
470,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
471,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
472,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
473,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
474,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
475,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
476,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
477,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
478,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
479,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
480,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
481,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
482,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
483,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
484,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
485,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
486,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
487,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
488,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
489,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
490,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
491,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
492,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
493,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
494,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
495,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
496,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
497,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
498,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
499,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
500,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
501,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
502,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
503,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
504,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
505,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
506,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
507,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
508,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
509,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
510,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
511,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
512,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
513,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
514,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
515,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
516,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
517,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
518,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
519,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
520,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
521,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
522,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
523,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
524,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
525,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
526,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
527,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
528,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
529,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
530,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
531,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
532,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
533,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
534,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
535,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
536,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
537,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
538,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
539,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
540,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
541,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
542,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
543,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
544,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
545,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
546,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
547,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
548,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
549,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
550,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
551,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
552,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
553,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
554,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
555,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
556,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
557,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
558,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
559,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
560,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
561,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
562,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
563,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
564,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
565,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
566,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
567,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
568,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
569,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
570,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
571,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
572,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
573,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
574,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
575,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
576,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
577,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
578,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
579,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
580,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
581,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
582,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
583,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
584,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
585,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
586,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
587,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
588,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
589,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
590,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
591,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
592,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
593,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
594,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
595,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
596,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
597,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
598,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
599,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
600,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
601,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
602,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
603,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
604,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
605,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
606,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
607,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
608,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
609,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
610,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
611,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
612,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
613,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
614,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
615,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
616,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
617,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
618,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
619,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
620,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
621,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
622,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
623,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
624,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
625,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
626,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
627,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
628,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
629,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
630,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
631,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
632,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
633,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
634,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
635,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
636,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
637,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
638,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
639,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
640,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
641,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
642,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
643,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
644,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
645,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
646,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
647,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
648,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
649,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
650,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
651,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
652,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
653,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
654,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
655,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
656,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
657,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
658,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
659,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
660,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
661,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
662,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
663,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
664,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
665,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
666,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
667,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
668,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
669,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
670,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
671,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
672,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
673,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
674,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
675,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
676,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
677,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
678,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
679,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
680,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
681,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
682,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
683,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
684,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
685,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
686,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
687,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
688,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
689,Forest,Water,Water,NULL,Water,NULL,Water,Water
690,Forest,Water,Water,NULL,Water,NULL,Water,Forest
691,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
692,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
693,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
694,Forest,Water,Water,NULL,Water,Grassland,Water,Water
695,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
696,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
697,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
698,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
699,Forest,Water,Water,NULL,Water,Wetland,Water,Water
700,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
701,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
702,Forest,Water,Water,NULL,Water,Water,Wetland,Water
703,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
704,Forest,Water,Water,NULL,Water,Water,Water,Water
705,Forest,Water,Water,NULL,Water,Water,Water,Forest
706,Forest,Water,Water,NULL,Water,Water,Forest,Water
707,Forest,Water,Water,NULL,Water,Water,Forest,Forest
708,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
709,Forest,Water,Water,NULL,Water,Forest,Water,Water
710,Forest,Water,Water,NULL,Water,Forest,Water,Forest
711,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
712,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
713,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
714,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
715,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
716,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
717,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
718,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
719,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
720,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
721,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
722,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
723,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
724,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
725,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
726,Forest,Water,Water,Non_Water,Water,Water,Water,Water
