Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R
431,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
432,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
433,Grassland,NULL,Water,NULL,Water,Forest
434,Grassland,NULL,Water,Non_Water,Water,Water
435,Grassland,NULL,Water,Water,Water,Grassland
436,Grassland,NULL,Water,Water,Water,Forest
437,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
438,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
439,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
440,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
441,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
442,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
443,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
444,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
445,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
446,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
447,Grassland,NULL,Forest,Water,Non_Wetland,Forest
448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
455,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
456,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
457,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
461,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
462,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
466,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
467,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
468,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
469,Grassland,Cropland,Wetland,NULL,Wetland,Forest
470,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
471,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
472,Grassland,Cropland,Water,NULL,Water,Forest
473,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
474,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
475,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
476,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
477,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
478,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
479,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
480,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
481,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
482,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
483,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
484,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
485,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
486,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
487,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
488,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
489,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
490,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
491,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
492,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
493,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
494,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
495,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
496,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
497,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
498,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
499,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
500,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
501,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
502,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
503,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
504,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
505,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
506,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
507,Grassland,Water,Wetland,Non_Water,Wetland,Bareland
508,Grassland,Water,Water,NULL,Water,Grassland
509,Grassland,Water,Water,NULL,Water,Forest
510,Grassland,Water,Water,Non_Water,Water,Forest
511,Grassland,Water,Water,Water,Water,Grassland
512,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
513,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
514,Grassland,Water,Forest,NULL,Non_Wetland,Forest
515,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
516,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
517,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
518,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
519,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
520,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
521,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
522,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
523,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
524,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
525,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
526,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
527,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
528,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
529,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
530,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
531,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
532,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
533,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
534,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
535,Grassland,Forest,Wetland,NULL,Wetland,Forest
536,Grassland,Forest,Wetland,Water,Wetland,Water
537,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
538,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
539,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
540,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
541,Grassland,Forest,Water,NULL,Water,Forest
542,Grassland,Forest,Water,Non_Water,Water,Grassland
543,Grassland,Forest,Water,Water,Water,Forest
544,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
545,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
546,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
547,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
548,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
549,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
550,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
551,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
552,Grassland,Forest,Forest,Water,Non_Wetland,Forest
553,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
554,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
555,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
556,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
557,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
560,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
561,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
562,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
563,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
564,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
565,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
566,Cropland,NULL,Shrubland,Water,Non_Wetland,Built-up
567,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
568,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
569,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
570,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
571,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
572,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
573,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
574,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
575,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
576,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
577,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
578,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
579,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
580,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
581,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
582,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
583,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
584,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
585,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
586,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
587,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
588,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
589,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
590,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
591,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
592,Cropland,NULL,Cropland,Water,Non_Wetland,Water
593,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
594,Cropland,NULL,Wetland,NULL,Wetland,Forest
595,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
596,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
597,Cropland,NULL,Wetland,Water,Wetland,Grassland
598,Cropland,NULL,Wetland,Water,Wetland,Bareland
599,Cropland,NULL,Wetland,Water,Wetland,Water
600,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
601,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
602,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
603,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
604,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
605,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
606,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
607,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
608,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
609,Cropland,NULL,Bareland,Water,Non_Wetland,Water
610,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
611,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
612,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
613,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
614,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
615,Cropland,NULL,Built-up,Water,Non_Wetland,Forest
616,Cropland,NULL,Water,NULL,Water,Bareland
617,Cropland,NULL,Water,Non_Water,Water,Bareland
618,Cropland,NULL,Water,Non_Water,Water,Water
619,Cropland,NULL,Water,Non_Water,Water,Forest
620,Cropland,NULL,Water,Water,Water,Grassland
621,Cropland,NULL,Water,Water,Water,Water
622,Cropland,NULL,Water,Water,Water,Forest
623,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
624,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
625,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
626,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
627,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
628,Cropland,NULL,Forest,NULL,Non_Wetland,Water
629,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
630,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
631,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
632,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
633,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
634,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
635,Cropland,NULL,Forest,Water,Non_Wetland,Water
636,Cropland,NULL,Forest,Water,Non_Wetland,Forest
637,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
638,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
639,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
640,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
641,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
644,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
645,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
646,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
647,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
648,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
649,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
650,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
651,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
652,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
653,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
654,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
655,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
656,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
657,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
658,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
659,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
660,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
661,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
662,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
663,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
664,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
665,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
666,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
667,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
668,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
669,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
670,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
671,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
672,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
673,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
674,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
675,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
676,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
677,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
678,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
679,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
680,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
681,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
682,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
683,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
684,Cropland,Cropland,Wetland,NULL,Wetland,Forest
685,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
686,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
687,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
688,Cropland,Cropland,Wetland,Water,Wetland,Bareland
689,Cropland,Cropland,Wetland,Water,Wetland,Water
690,Cropland,Cropland,Wetland,Water,Wetland,Forest
691,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
692,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
693,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
694,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
695,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
696,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
697,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
698,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
699,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
700,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
701,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
702,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
703,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
704,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
705,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
707,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
708,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
709,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
710,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
711,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
712,Cropland,Cropland,Built-up,Water,Non_Wetland,Forest
713,Cropland,Cropland,Water,NULL,Water,Cropland
714,Cropland,Cropland,Water,NULL,Water,Water
715,Cropland,Cropland,Water,NULL,Water,Forest
716,Cropland,Cropland,Water,Non_Water,Water,Grassland
717,Cropland,Cropland,Water,Non_Water,Water,Cropland
718,Cropland,Cropland,Water,Non_Water,Water,Bareland
719,Cropland,Cropland,Water,Non_Water,Water,Water
720,Cropland,Cropland,Water,Non_Water,Water,Forest
721,Cropland,Cropland,Water,Water,Water,Grassland
722,Cropland,Cropland,Water,Water,Water,Cropland
723,Cropland,Cropland,Water,Water,Water,Bareland
724,Cropland,Cropland,Water,Water,Water,Water
725,Cropland,Cropland,Water,Water,Water,Forest
726,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
727,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
728,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
729,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
730,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
731,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
732,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
733,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
734,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
735,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
736,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
737,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
738,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
739,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
740,Cropland,Cropland,Forest,Water,Non_Wetland,Water
741,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
742,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
743,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
744,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
745,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
746,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
747,Cropland,Bareland,Wetland,Water,Wetland,Bareland
748,Cropland,Bareland,Wetland,Water,Wetland,Forest
749,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
750,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
751,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
752,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
753,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
754,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
755,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
756,Cropland,Bareland,Water,Water,Water,Forest
757,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
758,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
759,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
760,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Forest
761,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
762,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
763,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
764,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
765,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
766,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
767,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
768,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
769,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
770,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
771,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
772,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
773,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
774,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
775,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
776,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
777,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
778,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
779,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
780,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
781,Cropland,Built-up,Wetland,Water,Wetland,Water
782,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
783,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
784,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
785,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
786,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
787,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
788,Cropland,Built-up,Water,NULL,Water,Forest
789,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
790,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
791,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
792,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
793,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
794,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
795,Cropland,Built-up,Forest,Water,Non_Wetland,Water
796,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
797,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
798,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
799,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
800,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
801,Cropland,Water,Shrubland,Water,Non_Wetland,Water
802,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
803,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
804,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
805,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
806,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
807,Cropland,Water,Cropland,NULL,Non_Wetland,Water
808,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
809,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
810,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
811,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
812,Cropland,Water,Cropland,Water,Non_Wetland,Water
813,Cropland,Water,Cropland,Water,Non_Wetland,Forest
814,Cropland,Water,Wetland,NULL,Wetland,Forest
815,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
816,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
817,Cropland,Water,Wetland,Non_Water,Wetland,Forest
818,Cropland,Water,Wetland,Water,Wetland,Water
819,Cropland,Water,Wetland,Water,Wetland,Forest
820,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
821,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
822,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
823,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
824,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
825,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
826,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
827,Cropland,Water,Bareland,Water,Non_Wetland,Water
828,Cropland,Water,Built-up,Water,Non_Wetland,Forest
829,Cropland,Water,Water,NULL,Water,Built-up
830,Cropland,Water,Water,Non_Water,Water,Water
831,Cropland,Water,Water,Non_Water,Water,Forest
832,Cropland,Water,Water,Water,Water,Grassland
833,Cropland,Water,Water,Water,Water,Water
834,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
835,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
836,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
837,Cropland,Water,Forest,NULL,Non_Wetland,Water
838,Cropland,Water,Forest,NULL,Non_Wetland,Forest
839,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
840,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
841,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
842,Cropland,Water,Forest,Water,Non_Wetland,Water
843,Cropland,Water,Forest,Water,Non_Wetland,Forest
844,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
845,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
846,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
847,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
848,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
849,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
850,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
851,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
852,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
853,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
854,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
855,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
856,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
857,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
