Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R
342,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
343,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
344,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
346,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
348,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
349,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
350,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
352,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
353,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
354,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
360,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
362,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
363,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
365,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
366,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
367,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
369,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
372,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
373,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
374,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
375,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
376,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
378,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
380,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
381,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
382,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
383,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
384,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
385,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
386,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
387,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
388,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
389,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
390,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
391,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
392,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
393,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
394,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
396,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
397,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
399,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
400,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
402,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
403,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
405,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
406,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
407,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
408,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
409,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
410,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
411,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
412,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
413,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
414,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
415,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
417,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
418,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
419,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
421,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
422,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
424,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
425,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
426,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
428,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
429,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
430,Grassland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
431,Grassland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
432,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
433,Grassland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
436,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
437,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
439,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
440,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
441,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
442,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
444,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
448,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
450,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
453,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
455,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
457,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
458,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
460,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
461,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
462,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
463,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
464,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
465,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
466,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
467,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
468,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
469,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
473,Grassland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
475,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
476,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
477,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
478,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
479,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
480,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
481,Grassland,Water,Water,Water,Water,NULL,NULL,Water
482,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
483,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
484,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
485,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
487,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
488,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
490,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
492,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
494,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
495,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
496,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
497,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
498,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
500,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
501,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
505,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
510,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
511,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
512,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
513,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
514,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
515,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
516,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
517,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
518,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
519,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
522,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
523,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
527,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
529,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
530,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
531,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
532,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
533,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
534,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
535,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
536,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
537,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
538,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
539,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
541,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
542,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
546,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
547,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
548,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
549,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
550,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
552,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
553,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
556,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
560,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
561,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
562,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
563,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
566,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
567,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
568,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
570,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
574,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
578,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
582,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
583,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
584,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
587,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
589,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
591,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
592,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
593,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
594,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
595,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
596,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
601,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
602,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
604,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
605,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
607,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
608,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
609,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
612,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
615,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
616,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
617,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
619,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
620,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
621,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
623,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
624,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
625,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
626,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
627,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
628,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
629,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
630,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
631,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
632,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
633,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
635,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
636,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
637,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
638,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
639,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
640,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
641,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
642,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
643,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
644,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
645,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
646,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
647,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
648,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
650,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
652,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
654,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
656,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
657,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
658,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
659,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
660,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
661,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
662,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
663,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
664,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
665,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
666,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
667,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
668,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
669,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
670,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
671,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
674,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
676,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
677,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
679,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
680,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
682,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
683,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
684,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
685,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
686,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
687,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
688,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
