Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXR_M_R
5788,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5789,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5790,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5791,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5792,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5793,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5794,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5795,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5796,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5797,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5798,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5799,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5800,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5801,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5802,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
5803,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5804,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5805,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5806,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5807,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
5808,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5809,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5810,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5811,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5812,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5813,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5814,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
5815,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
5816,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5817,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5818,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5819,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
5820,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5821,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5822,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5823,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5824,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5825,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5826,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5827,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
5828,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5829,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5830,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5831,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5832,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5833,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5834,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5835,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5836,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5837,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5838,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5839,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
5840,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5841,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5842,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
5843,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5844,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5845,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5846,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5847,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5848,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5849,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5850,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
5851,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5852,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
5853,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
5854,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5855,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
5856,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5857,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
5858,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5859,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
5860,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5861,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
5862,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5863,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
5864,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5865,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
5866,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5867,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5868,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
5869,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5870,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5871,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5872,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5873,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5874,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
5875,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
5876,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5877,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5878,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5879,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
5880,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
5881,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5882,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
5883,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
5884,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5885,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5886,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5887,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5888,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5889,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
5890,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
5891,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
5892,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
5893,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
5894,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5895,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
5896,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
5897,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
5898,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
5899,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
5900,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
5901,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
5902,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
5903,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
5904,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
5905,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
5906,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5907,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
5908,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5909,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
5910,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
5911,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
5912,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
5913,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5914,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
5915,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
5916,Cropland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
5917,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5918,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
5919,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
5920,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5921,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5922,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5923,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5924,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5925,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5926,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5927,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5928,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5929,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5930,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5931,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5932,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5933,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5934,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5935,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5936,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5937,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5938,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5939,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5940,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5941,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5942,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
5943,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
5944,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5945,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5946,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5947,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5948,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
5949,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5950,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5951,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
5952,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5953,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5954,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5955,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5956,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
5957,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5958,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5959,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5960,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5961,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5962,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5963,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5964,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5965,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5966,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5967,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5968,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5969,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5970,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5971,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5972,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5973,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5974,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5975,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5976,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5977,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5978,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5979,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5980,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5981,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5982,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5983,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5984,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5985,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5986,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5987,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5988,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5989,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5990,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
5991,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5992,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5993,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5994,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5995,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5996,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
5997,Cropland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
5998,Cropland,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
5999,Cropland,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
6000,Cropland,NULL,Water,Water,Water,Shrubland,Water,Wetland
6001,Cropland,NULL,Water,Water,Water,Grassland,NULL,Water
6002,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6003,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6004,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6005,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6006,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6007,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6008,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6009,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6010,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6011,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6012,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6013,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6014,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6015,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6016,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6017,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6018,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6019,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6020,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6021,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6022,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6023,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6024,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6025,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6026,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6027,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6028,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6029,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6030,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6031,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6032,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
6033,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
6034,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6035,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6036,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6037,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6038,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6039,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6040,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6041,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6042,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6043,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6044,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6045,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6046,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6047,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6048,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6049,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6050,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6051,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6052,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6053,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6054,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6055,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6056,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6057,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6058,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6059,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6060,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6061,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6062,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
6063,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6064,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6065,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6066,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6067,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6068,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6069,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6070,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6071,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6072,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6073,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6074,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6075,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6076,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6077,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6078,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
6079,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
6080,Cropland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
6081,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6082,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6083,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6084,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6085,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6086,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6087,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6088,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6089,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6090,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6091,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6092,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6093,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6094,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6095,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6096,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6097,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6098,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6099,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6100,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6101,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6102,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6103,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6104,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6105,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6106,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
