Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXU_M_R
12922,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
12923,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12924,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
12925,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12926,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
12927,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
12928,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
12929,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
12930,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12931,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
12932,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
12933,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
12934,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
12935,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
12936,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
12937,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
12938,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
12939,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12940,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
12941,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
12942,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
12943,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12944,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12945,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12946,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
12947,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12948,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
12949,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12950,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12951,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
12952,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
12953,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
12954,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12955,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12956,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
12957,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
12958,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
12959,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12960,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
12961,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
12962,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
12963,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12964,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
12965,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12966,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
12967,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
12968,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
12969,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
12970,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12971,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
12972,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
12973,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
12974,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12975,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
12976,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12977,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
12978,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12979,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
12980,Wetland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Bareland
12981,Wetland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Water
12982,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
12983,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
12984,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
12985,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
12986,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
12987,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
12988,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
12989,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
12990,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
12991,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
12992,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
12993,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12994,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Cropland
12995,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
12996,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
12997,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
12998,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
12999,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
13000,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
13001,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
13002,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
13003,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Cropland
13004,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
13005,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Built-up
13006,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
13007,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
13008,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
13009,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
13010,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
13011,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Cropland
13012,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
13013,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
13014,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
13015,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
13016,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
13017,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
13018,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
13019,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Built-up
13020,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
13021,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13022,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
13023,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
13024,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Water
13025,Wetland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Grassland
13026,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
13027,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
13028,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Built-up
13029,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Water
13030,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
13031,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
13032,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
13033,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Cropland
13034,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
13035,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Built-up
13036,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
13037,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
13038,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
13039,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13040,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
13041,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13042,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
13043,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13044,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
13045,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
13046,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
13047,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
13048,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
13049,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
13050,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
13051,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
13052,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
13053,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
13054,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
13055,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13056,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
13057,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13058,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
13059,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
13060,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
13061,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
13062,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
13063,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
13064,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
13065,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
13066,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13067,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
13068,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
13069,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
13070,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
13071,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
13072,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
13073,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
13074,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13075,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
13076,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
13077,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
13078,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
13079,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
13080,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
13081,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
13082,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
13083,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
13084,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
13085,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
13086,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
13087,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13088,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
13089,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
13090,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
13091,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
13092,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
13093,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13094,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
13095,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
13096,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
13097,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
13098,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
13099,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
13100,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13101,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
13102,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
13103,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
13104,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
13105,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Water
13106,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
13107,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
13108,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
13109,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
13110,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
13111,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
13112,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
13113,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
13114,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
13115,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13116,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
13117,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13118,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
13119,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
13120,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
13121,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
13122,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
13123,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
13124,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
13125,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
13126,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
13127,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
13128,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
13129,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
13130,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
13131,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
13132,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
13133,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
13134,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
13135,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
13136,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
13137,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
13138,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
13139,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
13140,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Cropland
13141,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13142,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
13143,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
13144,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
13145,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
13146,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
13147,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13148,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
13149,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
13150,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
13151,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
13152,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13153,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
13154,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
13155,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Water
13156,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13157,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
13158,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
13159,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
13160,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
13161,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
13162,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
13163,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
13164,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
13165,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13166,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
13167,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
13168,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
13169,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
13170,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
13171,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
13172,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
13173,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Cropland
13174,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
13175,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
13176,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
13177,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
13178,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
13179,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
13180,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
13181,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,NULL
13182,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
13183,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
13184,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
13185,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,NULL
13186,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
13187,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Cropland
13188,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
13189,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Water
13190,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
13191,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
13192,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
13193,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
13194,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
13195,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
13196,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
13197,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
13198,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
13199,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13200,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
13201,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
13202,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
13203,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
13204,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
13205,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
13206,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
13207,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
13208,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Forest,NULL
13209,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
13210,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
13211,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
13212,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
13213,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
13214,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
13215,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
13216,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Cropland
13217,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
13218,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Bareland
13219,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
13220,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
13221,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
13222,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
13223,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
13224,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
13225,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
13226,Wetland,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
13227,Wetland,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
13228,Wetland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
13229,Wetland,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
13230,Wetland,NULL,Wetland,Water,Wetland,Cropland,Forest,Grassland
13231,Wetland,NULL,Wetland,Water,Wetland,Cropland,Forest,Wetland
13232,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
13233,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
13234,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
13235,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
13236,Wetland,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
13237,Wetland,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
13238,Wetland,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
13239,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
13240,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
13241,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
13242,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
13243,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Water
13244,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
13245,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
13246,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Cropland
13247,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
13248,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
13249,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
13250,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
13251,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
13252,Wetland,NULL,Wetland,Water,Wetland,Water,Water,NULL
13253,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
13254,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
13255,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
13256,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
13257,Wetland,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
13258,Wetland,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
13259,Wetland,NULL,Wetland,Water,Wetland,Water,Forest,Water
13260,Wetland,NULL,Wetland,Water,Wetland,Water,Forest,Forest
13261,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
13262,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
13263,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
13264,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
13265,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
13266,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Cropland
