Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R
695,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
696,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
697,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
698,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
699,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
700,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
701,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
702,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
703,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
704,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
705,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
707,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
708,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
709,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
710,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
711,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
712,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
713,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
714,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
715,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
716,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
717,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
718,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
719,Forest,Water,Water,Water,Water,NULL,NULL,Forest
720,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
721,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
722,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
724,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
725,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
726,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
727,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
728,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
729,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
730,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
731,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
732,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
733,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
735,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
736,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
737,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
738,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
740,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
741,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
742,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
743,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
745,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
747,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
748,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
749,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
750,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
751,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
752,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
754,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
755,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
756,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
757,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
758,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
759,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
761,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
763,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
764,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
765,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
766,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
767,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
768,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
769,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
770,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
771,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
772,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
773,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
774,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
775,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
776,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
777,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
778,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
779,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
780,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
781,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
