Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFH_M_R
763,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
764,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
765,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL
766,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
767,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Cropland
768,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
769,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
770,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
771,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL
772,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
773,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
774,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
775,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
776,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
777,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
778,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
779,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
780,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
781,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
782,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL
783,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
784,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
785,Grassland,Wetland,Wetland,Water,Wetland,NULL,Bareland
786,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
787,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
788,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
789,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
790,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,Bareland
791,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL
792,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
793,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland
794,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
795,Grassland,Wetland,Water,Water,Water,NULL,Grassland
796,Grassland,Wetland,Water,Water,Water,NULL,Water
797,Grassland,Wetland,Water,Water,Water,NULL,Forest
798,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
799,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
800,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
801,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
802,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL
803,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
804,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
805,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
806,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
807,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
808,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
809,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
810,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
811,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
812,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
813,Grassland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
814,Grassland,Bareland,Wetland,NULL,Wetland,NULL,Water
815,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
816,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
817,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
818,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
819,Grassland,Bareland,Wetland,Water,Wetland,NULL,Grassland
820,Grassland,Bareland,Wetland,Water,Wetland,NULL,Bareland
821,Grassland,Bareland,Wetland,Water,Wetland,NULL,Water
822,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
823,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
824,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
825,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
826,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
827,Grassland,Bareland,Water,Water,Water,NULL,Bareland
828,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
829,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
830,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
831,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Forest
832,Grassland,Built-up,Wetland,Water,Wetland,NULL,Water
833,Grassland,Built-up,Water,Non_Water,Water,NULL,Grassland
834,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
835,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
836,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
837,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
838,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL
839,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
840,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
841,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
842,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
843,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Water
844,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
845,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL
846,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
847,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Water
848,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
849,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL
850,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
851,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
852,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
853,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
854,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Water
855,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Forest
856,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
857,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
858,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
859,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
860,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
861,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
862,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
863,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
864,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL
865,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
866,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Cropland
867,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
868,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
869,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water
870,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
871,Grassland,Water,Wetland,Water,Wetland,NULL,NULL
872,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
873,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
874,Grassland,Water,Wetland,Water,Wetland,NULL,Bareland
875,Grassland,Water,Wetland,Water,Wetland,NULL,Water
876,Grassland,Water,Wetland,Water,Wetland,NULL,Forest
877,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
878,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
879,Grassland,Water,Water,NULL,Water,NULL,Forest
880,Grassland,Water,Water,Non_Water,Water,NULL,Wetland
881,Grassland,Water,Water,Non_Water,Water,NULL,Water
882,Grassland,Water,Water,Water,Water,NULL,Grassland
883,Grassland,Water,Water,Water,Water,NULL,Wetland
884,Grassland,Water,Water,Water,Water,NULL,Water
885,Grassland,Water,Water,Water,Water,NULL,Forest
886,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
887,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Cropland
888,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
889,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
890,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
891,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
892,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
893,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
894,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
895,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
896,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
897,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
898,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
899,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
900,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
901,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
902,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
903,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
904,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
905,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
906,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
907,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
908,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
909,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
910,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL
911,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
912,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
913,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
914,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
915,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Water
916,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL
917,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
918,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water
919,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
920,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL
921,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
922,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Cropland
923,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water
924,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
925,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
926,Grassland,Forest,Wetland,Water,Wetland,NULL,Cropland
927,Grassland,Forest,Wetland,Water,Wetland,NULL,Bareland
928,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
929,Grassland,Forest,Wetland,Water,Wetland,NULL,Forest
930,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
931,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
932,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
933,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Cropland
934,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
935,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,Water
936,Grassland,Forest,Water,Non_Water,Water,NULL,Forest
937,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
938,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
939,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
940,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL
941,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
942,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
943,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
944,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
945,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
946,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
947,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
948,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
949,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
950,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
951,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
952,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
953,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
954,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
955,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
956,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
957,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
958,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
959,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
960,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
961,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
962,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
963,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
964,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
965,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
966,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
967,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
968,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
969,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
970,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
971,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
972,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
973,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
974,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
975,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
976,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
977,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
978,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
979,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Water
980,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
981,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
982,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
983,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
984,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
985,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL
986,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
987,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
988,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
989,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
990,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
991,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
992,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
993,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
994,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water
995,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
996,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL
997,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
998,Cropland,NULL,Wetland,Water,Wetland,NULL,Cropland
999,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
1000,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland
1001,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
1002,Cropland,NULL,Wetland,Water,Wetland,NULL,Forest
1003,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1004,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
1005,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1006,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1007,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1008,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1009,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1010,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1011,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1012,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1013,Cropland,NULL,Water,NULL,Water,NULL,Grassland
1014,Cropland,NULL,Water,Non_Water,Water,NULL,NULL
1015,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland
1016,Cropland,NULL,Water,Non_Water,Water,NULL,Cropland
1017,Cropland,NULL,Water,Non_Water,Water,NULL,Forest
1018,Cropland,NULL,Water,Water,Water,NULL,Water
1019,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1020,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1021,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1022,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
1023,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1024,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1025,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1026,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Water
1027,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1028,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL
1029,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1030,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1031,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1032,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1033,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1034,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1035,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1036,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1037,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1038,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
1039,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1040,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1041,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1042,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL
1043,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1044,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1045,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1046,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1047,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1048,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1049,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
1050,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL
1051,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1052,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL
1053,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1054,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1055,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland
1056,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
1057,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1058,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1059,Cropland,Cropland,Wetland,Water,Wetland,NULL,Cropland
1060,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1061,Cropland,Cropland,Wetland,Water,Wetland,NULL,Bareland
1062,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water
1063,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1064,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up
1065,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1066,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
1067,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1068,Cropland,Cropland,Water,Non_Water,Water,NULL,Grassland
1069,Cropland,Cropland,Water,Water,Water,NULL,Grassland
1070,Cropland,Cropland,Water,Water,Water,NULL,Water
1071,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1072,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1073,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1074,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
1075,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water
1076,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1077,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1078,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1079,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1080,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1081,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1082,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1083,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1084,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1085,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1086,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1087,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1088,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1089,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1090,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1091,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1092,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1093,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1094,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1095,Cropland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1096,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1097,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
1098,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
1099,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1100,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1101,Cropland,Wetland,Water,Water,Water,NULL,Forest
1102,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1103,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1104,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1105,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1106,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1107,Cropland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1108,Cropland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1109,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
1110,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1111,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1112,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1113,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1114,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1115,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1116,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1117,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1118,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1119,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1120,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1121,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
1122,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1123,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water
1124,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
1125,Cropland,Water,Wetland,Water,Wetland,NULL,Wetland
1126,Cropland,Water,Wetland,Water,Wetland,NULL,Water
1127,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1128,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1129,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1130,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1131,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1132,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1133,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1134,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1135,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1136,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1137,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1138,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1139,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1140,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
1141,Cropland,Forest,Wetland,Water,Wetland,NULL,Water
