Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDR_M_R
4523,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4524,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
4525,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4526,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
4527,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
4528,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
4529,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
4530,Water,Water,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
4531,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
4532,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4533,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4534,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
4535,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Grassland
4536,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
4537,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
4538,Water,Water,Water,NULL,Water,NULL,Wetland,Water
4539,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4540,Water,Water,Water,NULL,Water,NULL,Water,Water
4541,Water,Water,Water,NULL,Water,NULL,Water,Forest
4542,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4543,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4544,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4545,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4546,Water,Water,Water,NULL,Water,Wetland,Water,Water
4547,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4548,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
4549,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
4550,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
4551,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
4552,Water,Water,Water,NULL,Water,Bareland,Water,Water
4553,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
4554,Water,Water,Water,NULL,Water,Built-up,Water,Water
4555,Water,Water,Water,NULL,Water,Water,NULL,Forest
4556,Water,Water,Water,NULL,Water,Water,Grassland,Water
4557,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
4558,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4559,Water,Water,Water,NULL,Water,Water,Wetland,Water
4560,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4561,Water,Water,Water,NULL,Water,Water,Bareland,Forest
4562,Water,Water,Water,NULL,Water,Water,Built-up,Water
4563,Water,Water,Water,NULL,Water,Water,Water,Grassland
4564,Water,Water,Water,NULL,Water,Water,Water,Wetland
4565,Water,Water,Water,NULL,Water,Water,Water,Water
4566,Water,Water,Water,NULL,Water,Water,Water,Forest
4567,Water,Water,Water,NULL,Water,Water,Forest,Water
4568,Water,Water,Water,NULL,Water,Water,Forest,Forest
4569,Water,Water,Water,NULL,Water,Forest,Water,Water
4570,Water,Water,Water,NULL,Water,Forest,Water,Forest
4571,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
4572,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
4573,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4574,Water,Water,Water,Non_Water,Water,NULL,Water,Water
4575,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
4576,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
4577,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4578,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4579,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4580,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4581,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4582,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4583,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4584,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
4585,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4586,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
4587,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
4588,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
4589,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
4590,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4591,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4592,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4593,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4594,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4595,Water,Water,Water,Non_Water,Water,Water,Water,Water
4596,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4597,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4598,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
4599,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
4600,Water,Water,Water,Non_Water,Water,Forest,Water,Water
4601,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
4602,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
4603,Water,Water,Water,Water,Water,NULL,Wetland,Water
4604,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4605,Water,Water,Water,Water,Water,NULL,Water,Grassland
4606,Water,Water,Water,Water,Water,NULL,Water,Wetland
4607,Water,Water,Water,Water,Water,NULL,Water,Water
4608,Water,Water,Water,Water,Water,NULL,Water,Forest
4609,Water,Water,Water,Water,Water,NULL,Forest,Water
4610,Water,Water,Water,Water,Water,NULL,Forest,Forest
4611,Water,Water,Water,Water,Water,Grassland,Wetland,Water
4612,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4613,Water,Water,Water,Water,Water,Grassland,Water,Water
4614,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
4615,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4616,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4617,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4618,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4619,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4620,Water,Water,Water,Water,Water,Wetland,Water,Water
4621,Water,Water,Water,Water,Water,Wetland,Water,Forest
4622,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
4623,Water,Water,Water,Water,Water,Bareland,Wetland,Water
4624,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
4625,Water,Water,Water,Water,Water,Bareland,Water,Grassland
4626,Water,Water,Water,Water,Water,Bareland,Water,Wetland
4627,Water,Water,Water,Water,Water,Bareland,Water,Water
4628,Water,Water,Water,Water,Water,Bareland,Water,Forest
4629,Water,Water,Water,Water,Water,Built-up,Water,Grassland
4630,Water,Water,Water,Water,Water,Built-up,Water,Water
4631,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4632,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4633,Water,Water,Water,Water,Water,Water,Wetland,Water
4634,Water,Water,Water,Water,Water,Water,Wetland,Forest
4635,Water,Water,Water,Water,Water,Water,Bareland,Water
4636,Water,Water,Water,Water,Water,Water,Bareland,Forest
4637,Water,Water,Water,Water,Water,Water,Built-up,Water
4638,Water,Water,Water,Water,Water,Water,Water,Grassland
4639,Water,Water,Water,Water,Water,Water,Water,Wetland
4640,Water,Water,Water,Water,Water,Water,Water,Water
4641,Water,Water,Water,Water,Water,Water,Water,Forest
4642,Water,Water,Water,Water,Water,Water,Forest,Water
4643,Water,Water,Water,Water,Water,Water,Forest,Forest
4644,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
4645,Water,Water,Water,Water,Water,Forest,Wetland,Water
4646,Water,Water,Water,Water,Water,Forest,Wetland,Forest
4647,Water,Water,Water,Water,Water,Forest,Water,Water
4648,Water,Water,Water,Water,Water,Forest,Water,Forest
4649,Water,Water,Water,Water,Water,Forest,Forest,Water
4650,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4651,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4652,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4653,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4654,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4655,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4656,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4657,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4658,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4659,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4660,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4661,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4662,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4663,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4664,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4665,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4666,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4667,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4668,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4669,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4670,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4671,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4672,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4673,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4674,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4675,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4676,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4677,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4678,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
4679,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4680,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4681,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4682,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4683,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4684,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4685,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4686,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4687,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4688,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4689,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4690,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4691,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4692,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4693,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4694,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4695,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4696,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4697,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4698,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4699,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4700,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4701,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4702,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
4703,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4704,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4705,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
4706,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
4707,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Water
4708,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4709,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4710,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4711,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4712,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4713,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4714,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4715,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4716,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4717,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
4718,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4719,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4720,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4721,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4722,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4723,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4724,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4725,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4726,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4727,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4728,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4729,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
4730,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
4731,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4732,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4733,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4734,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4735,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4736,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4737,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4738,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4739,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4740,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4741,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4742,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4743,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4744,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4745,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4746,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4747,Water,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
4748,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4749,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4750,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4751,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4752,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4753,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4754,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4755,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4756,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4757,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4758,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4759,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4760,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4761,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4762,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
4763,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4764,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4765,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4766,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4767,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
4768,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4769,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
4770,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4771,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4772,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4773,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
4774,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4775,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4776,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4777,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4778,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
4779,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4780,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
4781,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4782,Water,Forest,Wetland,Water,Wetland,NULL,Water,Water
4783,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4784,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4785,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
4786,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4787,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
4788,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4789,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
4790,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4791,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
4792,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4793,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4794,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4795,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4796,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4797,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4798,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4799,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
4800,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4801,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
4802,Water,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4803,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4804,Water,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4805,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4806,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4807,Water,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
4808,Water,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
4809,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4810,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
4811,Water,Forest,Water,NULL,Water,Water,Wetland,Water
4812,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
4813,Water,Forest,Water,NULL,Water,Water,Water,Water
4814,Water,Forest,Water,NULL,Water,Water,Water,Forest
4815,Water,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
4816,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
4817,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
4818,Water,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
4819,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
4820,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
4821,Water,Forest,Water,Non_Water,Water,Water,Water,Water
4822,Water,Forest,Water,Non_Water,Water,Water,Forest,Water
4823,Water,Forest,Water,Water,Water,NULL,Wetland,Grassland
4824,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
4825,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
4826,Water,Forest,Water,Water,Water,Wetland,Water,Water
4827,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
4828,Water,Forest,Water,Water,Water,Water,Wetland,Water
4829,Water,Forest,Water,Water,Water,Water,Wetland,Forest
4830,Water,Forest,Water,Water,Water,Water,Water,Grassland
4831,Water,Forest,Water,Water,Water,Water,Water,Water
4832,Water,Forest,Water,Water,Water,Water,Water,Forest
4833,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
4834,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4835,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4836,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4837,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4838,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4839,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4840,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4841,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4842,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4843,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
4844,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4845,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
4846,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4847,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Water
4848,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4849,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4850,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4851,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4852,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4853,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4854,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4855,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4856,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4857,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4858,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4859,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4860,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4861,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4862,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4863,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4864,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4865,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4866,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4867,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4868,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4869,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4870,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4871,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4872,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4873,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4874,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
4875,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4876,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4877,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4878,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4879,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4880,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4881,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4882,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4883,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4884,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4885,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4886,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4887,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4888,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4889,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4890,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4891,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4892,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4893,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4894,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4895,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4896,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4897,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4898,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4899,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4900,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4901,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4902,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4903,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
