Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYT_M_R
8019,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8020,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8021,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8022,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8023,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
8024,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8025,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8026,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8027,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8028,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8029,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
8030,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
8031,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8032,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8033,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8034,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8035,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8036,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
8037,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8038,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8039,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8040,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8041,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
8042,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
8043,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
8044,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
8045,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8046,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
8047,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8048,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8049,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8050,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
8051,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8052,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8053,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8054,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
8055,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8056,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8057,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8058,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8059,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8060,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8061,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8062,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
8063,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8064,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8065,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8066,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
8067,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8068,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8069,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
8070,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8071,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8072,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
8073,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8074,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8075,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
8076,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8077,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8078,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
8079,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
8080,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8081,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
8082,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
8083,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8084,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
8085,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8086,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8087,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
8088,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
8089,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
8090,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
8091,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
8092,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8093,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
8094,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
8095,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
8096,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Cropland
8097,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
8098,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
8099,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
8100,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
8101,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8102,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8103,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8104,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8105,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8106,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8107,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8108,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8109,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
8110,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8111,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
8112,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8113,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8114,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8115,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
8116,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Cropland
8117,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
8118,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
8119,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8120,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8121,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8122,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8123,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8124,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8125,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
8126,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8127,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8128,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
8129,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8130,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8131,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
8132,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8133,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8134,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8135,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8136,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8137,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
8138,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8139,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
8140,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8141,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8142,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
8143,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8144,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8145,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8146,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8147,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8148,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
8149,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8150,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8151,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8152,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8153,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8154,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
8155,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8156,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8157,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8158,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8159,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8160,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8161,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
8162,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8163,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
8164,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
8165,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
8166,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Water
8167,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
8168,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8169,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
8170,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
8171,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
8172,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
8173,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
8174,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
8175,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8176,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
8177,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
8178,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Cropland
8179,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Cropland
8180,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
8181,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
8182,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
8183,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8184,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8185,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8186,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
8187,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8188,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
8189,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,NULL
8190,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
8191,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
8192,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8193,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
8194,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8195,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8196,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
8197,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
8198,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
8199,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
8200,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
8201,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,NULL
8202,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
8203,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
8204,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
8205,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
8206,Cropland,Cropland,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
8207,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
8208,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
8209,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
8210,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
8211,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
8212,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Forest
8213,Cropland,Cropland,Water,NULL,Water,NULL,Water,Forest
8214,Cropland,Cropland,Water,NULL,Water,NULL,Forest,Forest
8215,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
8216,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
8217,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Water
8218,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
8219,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
8220,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
8221,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
8222,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Cropland
8223,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Water
8224,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Forest
8225,Cropland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
8226,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
8227,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
8228,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,NULL
8229,Cropland,Cropland,Water,NULL,Water,Wetland,Water,Cropland
8230,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
8231,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
8232,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Water
8233,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Forest
8234,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Cropland
8235,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
8236,Cropland,Cropland,Water,NULL,Water,Bareland,Wetland,Water
8237,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Water
8238,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Bareland
8239,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Water
8240,Cropland,Cropland,Water,NULL,Water,Water,NULL,Grassland
8241,Cropland,Cropland,Water,NULL,Water,Water,NULL,Cropland
8242,Cropland,Cropland,Water,NULL,Water,Water,NULL,Water
8243,Cropland,Cropland,Water,NULL,Water,Water,NULL,Forest
8244,Cropland,Cropland,Water,NULL,Water,Water,Water,Water
8245,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
8246,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
8247,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
8248,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Cropland
8249,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,NULL
8250,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
8251,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,Wetland
8252,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,Water
8253,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,Forest
8254,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
8255,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
8256,Cropland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
8257,Cropland,Cropland,Water,Non_Water,Water,Grassland,Water,Cropland
8258,Cropland,Cropland,Water,Non_Water,Water,Grassland,Water,Water
8259,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
8260,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
8261,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Cropland
8262,Cropland,Cropland,Water,Non_Water,Water,Bareland,Water,Water
8263,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Water
8264,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Forest
8265,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
8266,Cropland,Cropland,Water,Water,Water,NULL,Water,Water
8267,Cropland,Cropland,Water,Water,Water,Shrubland,Water,Water
8268,Cropland,Cropland,Water,Water,Water,Grassland,NULL,Water
8269,Cropland,Cropland,Water,Water,Water,Grassland,Water,Water
8270,Cropland,Cropland,Water,Water,Water,Wetland,NULL,Cropland
8271,Cropland,Cropland,Water,Water,Water,Wetland,Water,Water
8272,Cropland,Cropland,Water,Water,Water,Bareland,NULL,Water
8273,Cropland,Cropland,Water,Water,Water,Bareland,Water,Water
8274,Cropland,Cropland,Water,Water,Water,Water,NULL,Grassland
8275,Cropland,Cropland,Water,Water,Water,Water,NULL,Bareland
8276,Cropland,Cropland,Water,Water,Water,Water,NULL,Water
8277,Cropland,Cropland,Water,Water,Water,Water,Water,Water
8278,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8279,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8280,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8281,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8282,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8283,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
8284,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8285,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8286,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8287,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8288,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
8289,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8290,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8291,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8292,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8293,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8294,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
8295,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8296,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8297,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8298,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
8299,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8300,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8301,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8302,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8303,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8304,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,NULL
8305,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8306,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
8307,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
8308,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
8309,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8310,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8311,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8312,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8313,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8314,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8315,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8316,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
8317,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8318,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8319,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8320,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8321,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8322,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8323,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8324,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8325,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8326,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8327,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
8328,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8329,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8330,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8331,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8332,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8333,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8334,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8335,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8336,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
8337,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8338,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
8339,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8340,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8341,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8342,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8343,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
