Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKT_M_R
1448,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1449,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1450,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1451,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1452,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1453,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1454,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1455,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1456,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1457,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1458,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1459,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1460,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1461,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1462,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1463,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1464,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1465,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1466,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1467,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1468,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1469,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1470,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1471,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1472,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1473,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1474,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1475,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
1476,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1477,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1478,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1479,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1480,Cropland,NULL,Cropland,Water,Non_Wetland,Built-up,Wetland,Grassland
1481,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
1482,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1483,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1484,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1485,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1486,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1487,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1488,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1489,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1490,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1491,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1492,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1493,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1494,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1495,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1496,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1497,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1498,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1499,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1500,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1501,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1502,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1503,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1504,Cropland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1505,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1506,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1507,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1508,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1509,Cropland,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
1510,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1511,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1512,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1513,Cropland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
1514,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1515,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1516,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1517,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1518,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1519,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1520,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1521,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1522,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1523,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1524,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1526,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1527,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1528,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1529,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1530,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1531,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1532,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1533,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1534,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1535,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1536,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1537,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1538,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1539,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1540,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1541,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1542,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
1543,Cropland,NULL,Water,Water,Water,Water,Water,Water
1544,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1545,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1546,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1547,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1548,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1549,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1550,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1551,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1552,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1553,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1554,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1555,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1556,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1557,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1558,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1559,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1560,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1561,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1562,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1563,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1564,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1565,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1566,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1567,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1568,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1569,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1570,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1571,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1572,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1573,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1574,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1575,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1576,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
1577,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1578,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1579,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1583,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1584,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1585,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1586,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1587,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1588,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1589,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1590,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1591,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1592,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1593,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1594,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1595,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1596,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1597,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1598,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1599,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1600,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1601,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1602,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1603,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1604,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1605,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1606,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1607,Cropland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1608,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1609,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1610,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1611,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1612,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1613,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1614,Cropland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1615,Cropland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1616,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1617,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1618,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1619,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1620,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1621,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1622,Cropland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1623,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1624,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1625,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1626,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1627,Cropland,Bareland,Water,Water,Water,Bareland,Water,Water
1628,Cropland,Bareland,Water,Water,Water,Water,Grassland,Water
1629,Cropland,Bareland,Water,Water,Water,Water,Water,Water
1630,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1631,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1632,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1633,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1634,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1635,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1636,Cropland,Built-up,NULL,Water,Non_Wetland,Wetland,Built-up,Grassland
1637,Cropland,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Forest
1638,Cropland,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
1639,Cropland,Built-up,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1640,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1641,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1642,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1643,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1644,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1645,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1646,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1647,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1648,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1649,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1650,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1651,Cropland,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1652,Cropland,Built-up,Bareland,Water,Non_Wetland,Wetland,Built-up,Forest
1653,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1654,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1655,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1656,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1657,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1658,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1659,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1660,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1661,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1662,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1663,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
1664,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1665,Cropland,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Grassland
1666,Cropland,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1667,Cropland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1668,Cropland,Built-up,Water,Water,Water,Grassland,Bareland,Grassland
1669,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1670,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1671,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1672,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1673,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1674,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1675,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1676,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1677,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1678,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1679,Cropland,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
1680,Cropland,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1681,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1682,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1683,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1684,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1685,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1686,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1687,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1688,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1689,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1690,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1691,Cropland,Water,Water,Water,Water,Water,Water,Water
1692,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1693,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1694,Cropland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1695,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1696,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1697,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1698,Cropland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1699,Cropland,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1700,Cropland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1701,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1702,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1703,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1704,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1705,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1706,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1707,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1708,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1709,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1710,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1711,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1712,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1713,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1714,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1715,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1716,Cropland,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1717,Cropland,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
1718,Cropland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1719,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1720,Cropland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
1721,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1722,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1723,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1725,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1726,Cropland,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
1727,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1728,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1729,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1730,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1731,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1732,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1733,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1734,Cropland,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1735,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1736,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1737,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1738,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1739,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1740,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1741,Wetland,NULL,Water,Water,Water,Water,Water,Water
1742,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1743,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1744,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1745,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1746,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1747,Wetland,Water,Water,Water,Water,Water,Water,Water
1748,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1749,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1750,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1751,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1752,Bareland,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
1753,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1754,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1755,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1756,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1757,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1758,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1759,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1760,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1761,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1762,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1763,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1764,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1765,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1766,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1767,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1768,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1769,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1770,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1771,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1772,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1773,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1774,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
