Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWB_M_R
328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
331,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
332,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
333,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
342,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
343,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
344,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
345,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
350,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
351,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
352,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
353,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
354,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
355,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
356,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
357,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
358,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
359,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
360,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
361,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
362,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
363,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
364,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
365,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
366,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
368,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
369,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
370,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
371,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
372,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
373,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
374,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
375,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
376,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
377,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
378,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
379,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
380,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
381,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
382,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
383,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
384,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
385,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
386,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
387,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
388,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
389,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
390,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
391,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
392,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
393,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
394,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
395,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
396,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
397,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
398,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
399,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
400,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
401,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
402,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
403,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
404,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
405,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
406,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
407,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
408,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
409,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
410,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
411,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
412,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
413,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
414,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
415,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
416,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
417,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
418,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
420,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
421,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
422,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
423,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
424,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
425,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
426,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
427,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
428,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
429,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
430,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
431,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
432,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
433,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
434,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
435,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
436,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
437,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
439,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
440,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
441,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
442,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
443,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
445,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
446,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
447,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
448,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
449,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
450,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
451,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
452,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
453,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
454,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
455,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
456,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
457,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
459,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
460,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
461,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
463,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
464,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
467,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
470,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
472,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
473,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
474,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
476,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
477,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
478,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
479,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
480,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
481,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
482,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
483,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
484,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
485,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
486,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
487,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
488,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
489,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
490,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
491,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
492,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
493,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
494,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
495,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
496,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
497,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
498,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
499,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
500,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
501,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
502,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
503,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
504,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
505,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
506,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
507,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
508,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
509,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
510,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
511,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
512,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
513,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
514,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
515,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
516,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
517,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
518,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
519,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
520,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
521,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
522,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
523,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
524,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
525,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
526,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
527,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
528,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
529,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
530,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
531,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
532,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
533,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
534,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
535,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
536,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
537,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
538,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
539,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
540,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
541,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
542,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
543,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
544,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
545,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
546,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
547,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
548,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
549,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
550,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
551,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
552,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
553,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
554,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
555,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
556,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
557,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
558,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
559,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
560,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
561,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
571,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
572,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
573,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
574,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
575,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
576,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
577,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
578,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
580,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
581,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
582,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
583,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
584,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
585,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
587,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
588,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
590,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
591,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
592,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
593,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
594,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
595,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
596,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
597,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
598,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
599,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
600,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
601,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
602,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
603,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
604,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
605,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
606,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
607,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
608,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
609,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
610,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
611,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
612,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
613,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
614,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
615,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
616,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
617,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
618,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
619,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
620,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
621,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
622,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
623,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
624,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
625,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
626,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
627,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
628,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
629,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
630,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
631,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
632,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
633,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
634,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
635,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
636,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
637,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
638,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
639,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
640,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
641,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
642,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
643,Wetland,NULL,Water,Water,Water,Water,Water,Water
644,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
646,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
647,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
648,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
649,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
650,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
651,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
652,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
653,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
654,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
655,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
656,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
657,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
658,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
