Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPL_M_R
4817,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4818,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4819,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
4820,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4821,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4822,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4823,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4824,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4825,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4826,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4827,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4828,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4830,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4831,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4832,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4833,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4834,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4835,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4836,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4837,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4838,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4839,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4840,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4841,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4842,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4843,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4844,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4845,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4846,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4847,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4848,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4849,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
4850,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
4851,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4852,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4853,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4854,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4855,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4856,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
4857,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4858,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4859,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4860,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4861,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4862,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4863,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
4864,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
4865,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
4866,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4867,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4868,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4869,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4870,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4871,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4872,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4873,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4874,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4875,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4876,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4877,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4878,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4879,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4880,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4881,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4882,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4883,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4884,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4885,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4886,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4887,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4888,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4889,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4890,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4891,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4892,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4893,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4896,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
4897,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4898,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4899,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4900,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
4901,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4902,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4903,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4904,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4905,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4906,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4907,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4908,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4909,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4910,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4911,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4912,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4913,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4914,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4915,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4916,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4917,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4918,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4919,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4920,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4921,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4922,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4923,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4924,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4925,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4926,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4927,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4928,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4929,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4930,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4931,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4932,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4933,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4934,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4935,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4936,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4937,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4938,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4939,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4940,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4941,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4942,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4943,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4944,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4945,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
4946,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4947,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4948,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4949,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4950,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4951,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4952,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4953,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4954,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4955,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4956,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4957,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4958,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4959,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4960,Cropland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4961,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4962,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4963,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4964,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4965,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4966,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4967,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4968,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4969,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4970,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4971,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4972,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4973,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4974,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4975,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4976,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4977,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4978,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4979,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4980,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4981,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4982,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4983,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4984,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4985,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
4986,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4987,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4988,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4989,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4990,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4991,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4992,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4993,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
4994,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4995,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
4996,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
4997,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4998,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4999,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5000,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
5001,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5002,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5003,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5004,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
5005,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5006,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5007,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
5008,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
5009,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
5010,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5011,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5012,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5013,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
5014,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
5015,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5016,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
5017,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
5018,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
5019,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
5020,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
5021,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5022,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5023,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5024,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5025,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5026,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5027,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5028,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5029,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
5030,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5031,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5032,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5033,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5034,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
5035,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
5036,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5037,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
5038,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5039,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5040,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
5041,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
5042,Wetland,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
5043,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
5044,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5045,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
5046,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5047,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
5048,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
5049,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5050,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5051,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5052,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5053,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5054,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5055,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5056,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5057,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Wetland
5058,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5059,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5060,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
5061,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5062,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
5063,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
5064,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5065,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5066,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5067,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
5068,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
5069,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5070,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5071,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5072,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
5073,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5074,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
5075,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
5076,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5077,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
5078,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
5079,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5080,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5081,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5082,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
5083,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5084,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
5085,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5086,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
5087,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
5088,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5089,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
5090,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
5091,Wetland,Wetland,Water,Water,Water,Forest,Shrubland,Wetland
5092,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5093,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5094,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5095,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5096,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5097,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5098,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5099,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
5100,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5101,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5102,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5103,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5104,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5105,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5106,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5107,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
5108,Wetland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5109,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
5110,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
5111,Wetland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5112,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
5113,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5114,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5115,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5116,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5117,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
5118,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5119,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5120,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
5121,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
5122,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5123,Wetland,Water,Water,Water,Water,NULL,Water,Water
5124,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5125,Wetland,Water,Water,Water,Water,Water,Water,Water
5126,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5127,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5128,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5129,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5130,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Wetland
5131,Wetland,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5132,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5133,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5134,Wetland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5135,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
5136,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
