Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKG_M_R
5169,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5170,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5171,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5172,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
5173,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5174,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5175,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5176,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5177,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5178,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5179,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5180,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5181,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5182,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5183,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
5184,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5185,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5186,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
5187,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5188,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
5189,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
5190,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5191,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5192,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5193,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5194,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5195,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5196,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
5197,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
5198,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
5199,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5200,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5201,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5202,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5203,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5204,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5205,Wetland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
5206,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5207,Wetland,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
5208,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5209,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
5210,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5211,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
5212,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
5213,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5214,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5215,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5216,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5217,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5218,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5219,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5220,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
5221,Wetland,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
5222,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
5223,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
5224,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
5225,Wetland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
5226,Wetland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
5227,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
5228,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
5229,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
5230,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5231,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
5232,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
5233,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
5234,Wetland,NULL,Water,NULL,Water,Bareland,NULL,Wetland
5235,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
5236,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
5237,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
5238,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
5239,Wetland,NULL,Water,NULL,Water,Bareland,Water,NULL
5240,Wetland,NULL,Water,NULL,Water,Bareland,Water,Wetland
5241,Wetland,NULL,Water,NULL,Water,Bareland,Water,Water
5242,Wetland,NULL,Water,NULL,Water,Bareland,Water,Forest
5243,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
5244,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
5245,Wetland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
5246,Wetland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
5247,Wetland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
5248,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
5249,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
5250,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5251,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5252,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
5253,Wetland,NULL,Water,Non_Water,Water,Bareland,NULL,Wetland
5254,Wetland,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
5255,Wetland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
5256,Wetland,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
5257,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,NULL
5258,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
5259,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
5260,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Water
5261,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
5262,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
5263,Wetland,NULL,Water,Water,Water,NULL,Water,Water
5264,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
5265,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Water
5266,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5267,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
5268,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
5269,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
5270,Wetland,NULL,Water,Water,Water,Bareland,Shrubland,Wetland
5271,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
5272,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
5273,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
5274,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
5275,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
5276,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5277,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5278,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5279,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5280,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5281,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
5282,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5283,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5284,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5285,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5286,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5287,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5288,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5289,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5290,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5291,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5292,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5293,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5294,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5295,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5296,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5297,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5298,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5299,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5300,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5301,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5302,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5303,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5304,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5305,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5306,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5307,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5308,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5309,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5310,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5311,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
5312,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5313,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5314,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5315,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
5316,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5317,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5318,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5319,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5320,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
5321,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5322,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5323,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5324,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5325,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
5326,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5327,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
5328,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5329,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5330,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5331,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5332,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5333,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5334,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5335,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
5336,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5337,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
5338,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5339,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5340,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5341,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5342,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5343,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5344,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5345,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5346,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
5347,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5348,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5349,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5350,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5351,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5352,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5353,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5354,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5355,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5356,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5357,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5358,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
5359,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5360,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5361,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5362,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
5363,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5364,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5365,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
5366,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
5367,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
5368,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
5369,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5370,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5371,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5372,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
5373,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
5374,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
5375,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
5376,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5377,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
5378,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5379,Wetland,Cropland,Water,NULL,Water,Bareland,Grassland,Wetland
5380,Wetland,Cropland,Water,Non_Water,Water,Bareland,NULL,Wetland
5381,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5382,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5383,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
5384,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5385,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5386,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5387,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
5388,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5389,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
5390,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5391,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
5392,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5393,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5394,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5395,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5396,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5397,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5398,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5399,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
5400,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5401,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
5402,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
5403,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
5404,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
5405,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5406,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5407,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5408,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5409,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5410,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5411,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5412,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5413,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5414,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
5415,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5416,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
5417,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5418,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5419,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5420,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5421,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5422,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5423,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5424,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5425,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5426,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5427,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5428,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
5429,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5430,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5431,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5432,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
5433,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5434,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5435,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5436,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5437,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5438,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5439,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
5440,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5441,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5442,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
5443,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5444,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5445,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5446,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
5447,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5448,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
5449,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
5450,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5451,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5452,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
5453,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
5454,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
5455,Wetland,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
5456,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5457,Wetland,Wetland,Water,Non_Water,Water,Bareland,Shrubland,Wetland
5458,Wetland,Wetland,Water,Non_Water,Water,Bareland,Wetland,Wetland
5459,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
5460,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
5461,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
5462,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5463,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
5464,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
5465,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
5466,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5467,Wetland,Wetland,Water,Water,Water,Bareland,Water,Grassland
5468,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
5469,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
5470,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
5471,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5472,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5473,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5474,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5475,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5476,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5477,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5478,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5479,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5480,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5481,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5482,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5483,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5484,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5485,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5486,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
5487,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5488,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
5489,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5490,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5491,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5492,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5493,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
5494,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
5495,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5496,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
