Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDU_M_R
356,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
357,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
358,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
359,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
360,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
361,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
362,Water,Built-up,Water,Water,Water,NULL,NULL,Water
363,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
364,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
365,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
366,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
367,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
368,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
369,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
370,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
371,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
372,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
373,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
374,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
375,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
376,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
377,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
378,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
379,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
380,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
381,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
382,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
383,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
384,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
385,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
386,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
387,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
388,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
389,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
390,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
391,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
392,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
393,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
394,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
395,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
396,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
397,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
398,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
399,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
400,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
401,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
402,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
403,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
404,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
405,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
406,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
407,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
409,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
411,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
412,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
413,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
414,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
415,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
416,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
417,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
418,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
419,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
420,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
421,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
422,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
423,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
424,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
425,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
426,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
427,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
428,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
429,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
430,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
431,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
432,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
433,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
434,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
435,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
436,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
437,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
438,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
439,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
440,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
441,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
442,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
443,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
444,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
445,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
446,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
447,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
448,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
449,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
450,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
451,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
452,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
453,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
454,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
455,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
456,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
457,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
458,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
459,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
460,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
461,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
462,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
463,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
464,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
465,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
466,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
467,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
468,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
469,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
470,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
471,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
472,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
473,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
474,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
475,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
476,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
477,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
478,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
479,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
480,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
481,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
482,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
483,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
484,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
485,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
486,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
487,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
488,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
489,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
490,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
491,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
492,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
493,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
494,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
495,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
496,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
497,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
498,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
499,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
500,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
501,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
502,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
503,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
504,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
505,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
506,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
507,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
508,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
509,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
510,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
511,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
512,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
513,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
514,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
515,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
516,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
517,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
518,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
519,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
520,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
521,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
522,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
523,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
524,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
525,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
526,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
527,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
528,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
529,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
530,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
531,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
532,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
533,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
534,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
535,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
536,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
537,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
538,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
539,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
540,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
541,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
542,Water,Water,Wetland,Water,Wetland,Water,Water,Water
543,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
544,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
545,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
546,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
547,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
548,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
549,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
550,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
551,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
552,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
553,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
554,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
555,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
556,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
557,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
558,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
559,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
560,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
561,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
562,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
563,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
564,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
565,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
566,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
567,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
568,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
569,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
570,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
571,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
572,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
573,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
574,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
575,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
577,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
578,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
579,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
580,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
581,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
582,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
583,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
584,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
585,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
586,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
587,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
588,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
589,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
590,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
591,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
592,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
593,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
594,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
595,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
596,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
597,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
598,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
599,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
600,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
601,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
602,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
603,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
604,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
605,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
606,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
607,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
608,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
609,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
610,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
611,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
612,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
613,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
614,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
615,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
616,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
617,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
618,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
619,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
620,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
621,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
622,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
623,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
624,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
625,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
626,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
627,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
628,Water,Water,Water,NULL,Water,NULL,NULL,Water
629,Water,Water,Water,NULL,Water,NULL,NULL,Forest
630,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
631,Water,Water,Water,NULL,Water,NULL,Water,Water
632,Water,Water,Water,NULL,Water,NULL,Water,Forest
633,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
634,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
635,Water,Water,Water,NULL,Water,Wetland,NULL,Water
636,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
637,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
638,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
639,Water,Water,Water,NULL,Water,Wetland,Water,Water
640,Water,Water,Water,NULL,Water,Wetland,Water,Forest
641,Water,Water,Water,NULL,Water,Water,NULL,Grassland
642,Water,Water,Water,NULL,Water,Water,NULL,Water
643,Water,Water,Water,NULL,Water,Water,NULL,Forest
644,Water,Water,Water,NULL,Water,Water,Wetland,Water
645,Water,Water,Water,NULL,Water,Water,Wetland,Forest
646,Water,Water,Water,NULL,Water,Water,Water,Grassland
647,Water,Water,Water,NULL,Water,Water,Water,Water
648,Water,Water,Water,NULL,Water,Water,Water,Forest
649,Water,Water,Water,NULL,Water,Water,Forest,Water
650,Water,Water,Water,NULL,Water,Forest,NULL,Water
651,Water,Water,Water,NULL,Water,Forest,NULL,Forest
652,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
653,Water,Water,Water,NULL,Water,Forest,Water,Forest
654,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
655,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
656,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
657,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
658,Water,Water,Water,Non_Water,Water,NULL,Water,Water
659,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
660,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
661,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
662,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
663,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
664,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
665,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
666,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
667,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
668,Water,Water,Water,Non_Water,Water,Water,NULL,Water
669,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
670,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
671,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
672,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
673,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
674,Water,Water,Water,Non_Water,Water,Water,Water,Water
675,Water,Water,Water,Non_Water,Water,Water,Water,Forest
676,Water,Water,Water,Non_Water,Water,Water,Forest,Water
677,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
678,Water,Water,Water,Non_Water,Water,Forest,Water,Water
679,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
680,Water,Water,Water,Water,Water,NULL,NULL,Grassland
681,Water,Water,Water,Water,Water,NULL,NULL,Water
682,Water,Water,Water,Water,Water,NULL,NULL,Forest
683,Water,Water,Water,Water,Water,NULL,Wetland,Forest
684,Water,Water,Water,Water,Water,NULL,Water,Grassland
685,Water,Water,Water,Water,Water,NULL,Water,Water
686,Water,Water,Water,Water,Water,NULL,Water,Forest
687,Water,Water,Water,Water,Water,Grassland,Water,Water
688,Water,Water,Water,Water,Water,Wetland,NULL,Water
689,Water,Water,Water,Water,Water,Wetland,NULL,Forest
690,Water,Water,Water,Water,Water,Wetland,Water,Water
691,Water,Water,Water,Water,Water,Wetland,Water,Forest
692,Water,Water,Water,Water,Water,Water,NULL,Grassland
693,Water,Water,Water,Water,Water,Water,NULL,Water
694,Water,Water,Water,Water,Water,Water,NULL,Forest
695,Water,Water,Water,Water,Water,Water,Wetland,Grassland
696,Water,Water,Water,Water,Water,Water,Wetland,Water
697,Water,Water,Water,Water,Water,Water,Wetland,Forest
698,Water,Water,Water,Water,Water,Water,Water,Grassland
699,Water,Water,Water,Water,Water,Water,Water,Water
700,Water,Water,Water,Water,Water,Water,Water,Forest
701,Water,Water,Water,Water,Water,Water,Forest,Water
702,Water,Water,Water,Water,Water,Water,Forest,Forest
703,Water,Water,Water,Water,Water,Forest,NULL,Water
704,Water,Water,Water,Water,Water,Forest,NULL,Forest
705,Water,Water,Water,Water,Water,Forest,Water,Water
706,Water,Water,Water,Water,Water,Forest,Water,Forest
707,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
708,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
709,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
710,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
711,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
712,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
713,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
714,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
715,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
716,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
717,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
718,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
719,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
720,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
721,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
722,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
723,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
724,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
725,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
726,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
727,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
728,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
729,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
730,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
731,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
732,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
733,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
734,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
735,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
736,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
737,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
738,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
739,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
740,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
741,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
742,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
743,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
745,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
746,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
747,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
748,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
749,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
750,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
751,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
752,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
