Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQU_M_R
425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
427,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
428,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
429,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
430,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
431,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
432,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
433,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
434,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
435,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
436,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
437,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
438,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
439,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
440,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
441,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
442,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
443,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
444,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
445,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
446,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
447,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
448,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
449,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
450,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
451,Grassland,NULL,Wetland,NULL,Wetland,Forest
452,Grassland,NULL,Wetland,Water,Wetland,Wetland
453,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
454,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
455,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
456,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
457,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
458,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
459,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
460,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
461,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
462,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
463,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
464,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
465,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
466,Grassland,NULL,Water,NULL,Water,NULL
467,Grassland,NULL,Water,NULL,Water,Grassland
468,Grassland,NULL,Water,NULL,Water,Cropland
469,Grassland,NULL,Water,NULL,Water,Wetland
470,Grassland,NULL,Water,NULL,Water,Bareland
471,Grassland,NULL,Water,NULL,Water,Water
472,Grassland,NULL,Water,NULL,Water,Forest
473,Grassland,NULL,Water,Non_Water,Water,NULL
474,Grassland,NULL,Water,Non_Water,Water,Grassland
475,Grassland,NULL,Water,Water,Water,Grassland
476,Grassland,NULL,Water,Water,Water,Cropland
477,Grassland,NULL,Water,Water,Water,Wetland
478,Grassland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
479,Grassland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
480,Grassland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
481,Grassland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
482,Grassland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
483,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
484,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
485,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
486,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
487,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
488,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
489,Grassland,NULL,Forest,NULL,Non_Wetland,Water
490,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
491,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
492,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
493,Grassland,NULL,Forest,Water,Non_Wetland,NULL
494,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
495,Grassland,NULL,Forest,Water,Non_Wetland,Forest
496,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
497,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
504,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
505,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
507,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
508,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
509,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
510,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
511,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
512,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
513,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
514,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
515,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
516,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
517,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
518,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
519,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
520,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
521,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
522,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
523,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
524,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
525,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
526,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
527,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
528,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
529,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
530,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
531,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
532,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
533,Grassland,Cropland,Water,NULL,Water,Grassland
534,Grassland,Cropland,Water,NULL,Water,Cropland
535,Grassland,Cropland,Water,NULL,Water,Forest
536,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
537,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
538,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
539,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
540,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
541,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
542,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
543,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
544,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
545,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
546,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
547,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
548,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
549,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
550,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
551,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
552,Grassland,Wetland,Built-up,NULL,Non_Wetland,Built-up
553,Grassland,Wetland,Water,NULL,Water,Cropland
554,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
555,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
556,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
557,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
558,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
559,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
560,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
561,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
562,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
563,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up
564,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
565,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
566,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
567,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
568,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
569,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
570,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
571,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
572,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
573,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
574,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
575,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
576,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
577,Grassland,Built-up,Shrubland,Water,Non_Wetland,Grassland
578,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
579,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
580,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
581,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
582,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
583,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
584,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
585,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
586,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
587,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
588,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
589,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
590,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
591,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
592,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
593,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
594,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
595,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
596,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
597,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
598,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
599,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
600,Grassland,Built-up,Built-up,NULL,Non_Wetland,Water
601,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
602,Grassland,Built-up,Water,NULL,Water,Grassland
603,Grassland,Built-up,Water,NULL,Water,Forest
604,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
605,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
606,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
607,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
608,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
609,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest
610,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
611,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
612,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
613,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
614,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
615,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
616,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
617,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
618,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
619,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
620,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
621,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
622,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
623,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
624,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
625,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
626,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
627,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
628,Grassland,Water,Water,NULL,Water,Grassland
629,Grassland,Water,Water,NULL,Water,Cropland
630,Grassland,Water,Water,NULL,Water,Forest
631,Grassland,Water,Water,Non_Water,Water,Grassland
632,Grassland,Water,Water,Water,Water,Grassland
633,Grassland,Water,Forest,NULL,Non_Wetland,NULL
634,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
635,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
636,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
637,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
638,Grassland,Water,Forest,NULL,Non_Wetland,Water
639,Grassland,Water,Forest,NULL,Non_Wetland,Forest
640,Grassland,Water,Forest,Water,Non_Wetland,Grassland
641,Grassland,Water,Forest,Water,Non_Wetland,Forest
642,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
643,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
647,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
648,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
649,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
650,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
651,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
652,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
653,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
654,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
655,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
656,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
657,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
658,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
659,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
660,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
661,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
662,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
663,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
664,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
665,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
666,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
667,Grassland,Forest,Water,NULL,Water,Grassland
668,Grassland,Forest,Water,NULL,Water,Forest
669,Grassland,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
670,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
671,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
672,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
673,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
674,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
675,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
676,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
677,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
678,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
679,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
680,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
681,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
682,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
683,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
684,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
685,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
686,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
687,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
688,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
689,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
690,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
691,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
692,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
693,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
694,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
695,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
696,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
697,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
698,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
699,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
700,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
701,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
702,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
703,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
704,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
705,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
706,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
707,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
708,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
709,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
710,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
711,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
712,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
713,Cropland,NULL,Water,NULL,Water,Grassland
714,Cropland,NULL,Water,NULL,Water,Forest
715,Cropland,NULL,Water,Water,Water,Grassland
716,Cropland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
717,Cropland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
718,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
719,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
720,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
721,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
722,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
723,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
724,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
725,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
726,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
727,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
728,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
729,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
730,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
731,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
733,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
734,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
735,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
736,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
737,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
738,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
739,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
740,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
741,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
742,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
743,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
744,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
745,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
746,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
747,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
748,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
751,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
752,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
753,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
754,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
755,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
756,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
757,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
758,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
759,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
760,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
761,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
762,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
763,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
764,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
765,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
766,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
767,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
768,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
769,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
770,Cropland,Cropland,Water,NULL,Water,Grassland
771,Cropland,Cropland,Water,NULL,Water,Cropland
772,Cropland,Cropland,Water,NULL,Water,Bareland
773,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
774,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
775,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
776,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
777,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
778,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
779,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
780,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Built-up
781,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
782,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
783,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
784,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
785,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
786,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
787,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
788,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
789,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
790,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
791,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
792,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
793,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
794,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
795,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
796,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
797,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
798,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
799,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
800,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
801,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
802,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
803,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
804,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
805,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
806,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
807,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
808,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
809,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
810,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
811,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
812,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
813,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
814,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
815,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
816,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
817,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
818,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
819,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
820,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
821,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
822,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
823,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
824,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
825,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
826,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
827,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
828,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
829,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
830,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
831,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
832,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
833,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
834,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
835,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
836,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
837,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
838,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
839,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
840,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
841,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
842,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
