Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHL_M_R
331,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
332,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
333,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
334,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
335,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
337,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
339,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
340,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
341,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
342,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
343,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
344,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
345,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
347,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
348,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
349,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
350,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
351,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
352,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
354,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
355,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
356,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
358,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
360,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
362,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
363,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
364,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
365,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
366,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
367,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
369,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
370,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
371,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
372,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
374,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
375,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
376,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
377,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
378,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
379,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
380,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
381,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
382,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
383,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
384,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
385,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
386,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
388,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
394,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
396,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
397,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
398,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
399,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
400,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
401,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
402,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
403,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
405,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
406,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
407,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
408,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
409,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
413,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
414,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
415,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
416,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
417,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
418,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
419,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
420,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
421,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
422,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
423,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
425,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
426,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
427,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
429,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
430,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
432,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
433,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
434,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
436,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
437,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
438,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
439,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
440,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
441,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
442,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
443,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
445,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
446,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
447,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
448,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
449,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
450,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
451,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
452,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
453,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
454,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
455,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
456,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
458,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
459,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
460,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
461,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
463,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
464,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
465,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
467,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
468,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
469,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
471,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
477,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
478,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
480,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
481,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
482,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
484,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
485,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
486,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
487,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
488,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
489,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
491,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
493,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
495,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
496,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
497,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
498,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
499,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
500,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
501,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
502,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
503,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
504,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
506,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
507,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
508,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
510,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
511,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
513,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
517,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
519,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
520,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
521,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
523,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
524,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
525,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
526,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
528,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
529,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
530,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
532,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
534,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
535,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
536,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
537,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
538,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
539,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
540,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
541,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
542,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
543,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
544,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
545,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
546,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
547,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
548,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
549,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
550,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
551,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
552,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
553,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
555,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
556,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
558,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
560,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
562,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
563,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
564,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
565,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
566,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
567,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
569,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
570,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
571,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
572,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
573,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
576,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
578,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
579,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
580,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
581,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
582,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
583,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
584,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
585,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
586,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
587,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
589,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
590,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
592,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
593,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
594,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
595,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
596,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
597,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
598,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
599,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
600,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
601,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
602,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
603,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
604,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
605,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
606,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
609,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
611,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
612,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
614,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
615,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
616,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
617,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
618,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
619,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
620,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
624,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
625,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
626,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
627,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
628,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
631,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
632,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
633,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
634,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
635,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
636,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
637,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
638,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
639,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
640,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
641,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
642,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
644,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
646,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
647,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
648,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
649,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
651,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
652,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
653,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
654,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
655,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
656,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
657,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
