Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R
17298,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
17299,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17300,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
17301,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
17302,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
17303,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
17304,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
17305,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17306,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
17307,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
17308,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17309,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
17310,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
17311,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
17312,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
17313,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
17314,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
17315,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
17316,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17317,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17318,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
17319,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17320,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
17321,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
17322,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
17323,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
17324,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
17325,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
17326,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
17327,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
17328,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
17329,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
17330,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
17331,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
17332,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
17333,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
17334,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
17335,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
17336,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
17337,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
17338,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
17339,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17340,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
17341,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
17342,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
17343,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
17344,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
17345,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
17346,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
17347,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
17348,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
17349,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
17350,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
17351,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
17352,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
17353,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
17354,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
17355,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
17356,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
17357,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17358,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
17359,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
17360,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
17361,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
17362,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
17363,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
17364,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
17365,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17366,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
17367,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
17368,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
17369,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
17370,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
17371,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
17372,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
17373,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
17374,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
17375,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
17376,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17377,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17378,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
17379,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
17380,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
17381,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Water
17382,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
17383,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
17384,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
17385,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
17386,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
17387,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
17388,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
17389,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
17390,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
17391,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
17392,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
17393,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
17394,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
17395,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
17396,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
17397,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
17398,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
17399,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
17400,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
17401,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
17402,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
17403,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
17404,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
17405,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
17406,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
17407,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
17408,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
17409,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
17410,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
17411,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
17412,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
17413,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
17414,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
17415,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
17416,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
17417,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
17418,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
17419,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
17420,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
17421,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
17422,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
17423,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
17424,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
17425,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
17426,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
17427,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
17428,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
17429,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
17430,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
17431,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
17432,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
17433,Water,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Water
17434,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
17435,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
17436,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
17437,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
17438,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
17439,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
17440,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17441,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17442,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
17443,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
17444,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17445,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17446,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
17447,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
17448,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
17449,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17450,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
17451,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
17452,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
17453,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17454,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
17455,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
17456,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17457,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17458,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
17459,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
17460,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
17461,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
17462,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17463,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
17464,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
17465,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
17466,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17467,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
17468,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
17469,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
17470,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17471,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17472,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17473,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
17474,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
17475,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17476,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17477,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
17478,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17479,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
17480,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Water
17481,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
17482,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
17483,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
17484,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
17485,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
17486,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
17487,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
17488,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
17489,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
17490,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
17491,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17492,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
17493,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
17494,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
17495,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
17496,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17497,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17498,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17499,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
17500,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
17501,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17502,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17503,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
17504,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
17505,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
17506,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
17507,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17508,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
17509,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
17510,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
17511,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
17512,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
17513,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
17514,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
17515,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
17516,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
17517,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
17518,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
17519,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
17520,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
17521,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
17522,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
17523,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
17524,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
17525,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
17526,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
17527,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
17528,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
17529,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
17530,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
17531,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
17532,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
17533,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17534,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
17535,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
17536,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
17537,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
17538,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
17539,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
17540,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
17541,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
17542,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17543,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
17544,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
17545,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
17546,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
17547,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
17548,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17549,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
17550,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17551,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17552,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
17553,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17554,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
17555,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
17556,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
17557,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
17558,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
17559,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17560,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
17561,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17562,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
17563,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
17564,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
17565,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
17566,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
17567,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
17568,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
17569,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
17570,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
17571,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
17572,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
17573,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
17574,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
17575,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
17576,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
17577,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
17578,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
17579,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
17580,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
17581,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
17582,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
17583,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
17584,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
17585,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
17586,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
17587,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
17588,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
17589,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
17590,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
17591,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
17592,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
17593,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
17594,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
17595,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
17596,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
17597,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
17598,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
17599,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
17600,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
17601,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
17602,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
17603,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
17604,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
17605,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
17606,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
17607,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
17608,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
17609,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
17610,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17611,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
17612,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
17613,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
17614,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
17615,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
17616,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
17617,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
17618,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
17619,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
17620,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
17621,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17622,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
17623,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17624,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17625,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
17626,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
17627,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
17628,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
17629,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
17630,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
17631,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
17632,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
17633,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17634,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
17635,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17636,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17637,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17638,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
17639,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
17640,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
17641,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
