Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTQ_M_R
9730,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
9731,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9732,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Cropland
9733,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9734,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest,NULL,Wetland
9735,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9736,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9737,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9738,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
9739,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9740,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9741,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9742,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9743,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9744,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9745,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9746,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9747,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9748,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
9749,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
9750,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
9751,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
9752,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
9753,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9754,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9755,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9756,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9757,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9758,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9760,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9761,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9762,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9763,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9764,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9765,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9766,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9767,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
9768,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9769,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9770,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9771,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9772,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9773,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9774,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9775,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9776,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9777,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9778,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9779,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
9780,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9781,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9782,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
9783,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9784,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9785,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9786,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9787,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
9788,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9789,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
9790,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Wetland
9791,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9792,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9793,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
9795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9797,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
9798,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9799,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9800,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9801,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9802,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
9803,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9804,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9805,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9806,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
9807,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9808,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9809,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9810,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9811,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9812,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9813,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9814,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9815,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9816,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9817,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9818,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9819,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9820,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9821,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9822,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9823,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9824,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9825,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
9826,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
9827,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9828,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
9829,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
9830,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
9831,Cropland,Cropland,Grassland,Water,Non_Wetland,Shrubland,NULL,Cropland
9832,Cropland,Cropland,Grassland,Water,Non_Wetland,Shrubland,NULL,Wetland
9833,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
9834,Cropland,Cropland,Grassland,Water,Non_Wetland,Water,NULL,Wetland
9835,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9836,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9837,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9838,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9839,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9840,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9841,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9842,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9843,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9844,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9845,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9846,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9847,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9848,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9849,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9850,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9851,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9852,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9853,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9854,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9855,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9856,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9857,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9858,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9859,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9860,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9861,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9862,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9863,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9864,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9865,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9866,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9867,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9874,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9875,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9881,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9882,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9883,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9884,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9885,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9886,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9887,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9888,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9889,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
9891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9899,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9900,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9901,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9906,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9907,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9908,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9909,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9910,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9911,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9912,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9913,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9914,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
9915,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9916,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9917,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9918,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9919,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9920,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9921,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9922,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9923,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
9924,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9925,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
9926,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9927,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9928,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9929,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9930,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9931,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9932,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
9933,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9934,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
9935,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9936,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9937,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9938,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9939,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9940,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
9941,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9942,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9943,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9944,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9945,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9946,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9947,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9948,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9949,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9950,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9957,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9958,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9959,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
9961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9962,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9963,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9964,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9965,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9966,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9967,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
9969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
9972,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
9973,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9974,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9975,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9976,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9977,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9978,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9979,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9980,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9981,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9982,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9983,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9984,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9985,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9986,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9987,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
9988,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9989,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9990,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9991,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
9992,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9993,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9994,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9995,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
9996,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9997,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
9998,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9999,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
10000,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
10001,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10002,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
10003,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10004,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10005,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10006,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10007,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
10008,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
10009,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10010,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10011,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10012,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
10013,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10014,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10015,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
10016,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10017,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
10018,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
10019,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10020,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10021,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10022,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10023,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10024,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10025,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
10026,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10027,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10028,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10029,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
10030,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
10031,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
10032,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
10033,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10034,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10035,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
