Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R
7131,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7132,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7133,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7134,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7135,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
7136,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7137,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
7138,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7139,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7140,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7141,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7142,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7143,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7144,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7145,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7146,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7147,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
7148,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7149,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7150,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7151,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7152,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
7153,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7154,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7155,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7156,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7157,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7158,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7159,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7160,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7161,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7162,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7163,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7164,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7165,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7166,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7167,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7168,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7169,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
7170,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7171,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7172,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
7173,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7174,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
7175,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7176,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
7177,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
7178,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7179,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7180,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
7181,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7182,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7183,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7184,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
7185,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7186,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7187,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7188,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
7189,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7190,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
7191,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7192,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7193,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
7194,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
7195,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
7196,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
7197,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
7198,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
7199,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7200,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
7201,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
7202,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
7203,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7204,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7205,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
7206,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
7207,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7208,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7209,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7210,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
7211,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7212,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
7213,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7214,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7215,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7216,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7217,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
7218,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7219,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
7220,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7221,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
7222,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
7223,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
7224,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
7225,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
7226,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
7227,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
7228,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
7229,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
7230,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
7231,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
7232,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
7233,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
7234,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
7235,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
7236,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
7237,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
7238,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
7239,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7240,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
7241,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
7242,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7243,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
7244,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
7245,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7246,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7247,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7248,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7249,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7250,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
7251,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
7252,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7253,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7254,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7255,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
7256,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7257,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7258,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7259,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
7260,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7261,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
7262,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7263,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7264,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
7265,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
7266,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7267,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
7268,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7269,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7270,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
7271,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
7272,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
7273,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7274,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
7275,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7276,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7277,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
7278,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
7279,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
7280,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
7281,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7282,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
7283,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
7284,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
7285,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
7286,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
7287,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
7288,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
7289,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
7290,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
7291,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Water
7292,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
7293,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
7294,Water,NULL,Bareland,Water,Non_Wetland,Water,Forest,Water
7295,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7296,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7297,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7298,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7299,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7300,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7301,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7302,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
7303,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7304,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7305,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7306,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7307,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7308,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
7309,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7310,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7311,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
7312,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
7313,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7314,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7315,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7316,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7317,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7318,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7319,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
7320,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7321,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7322,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7323,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
7324,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
7325,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
7326,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
7327,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
7328,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7329,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
7330,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
7331,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7332,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Water
7333,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
7334,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7335,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Cropland
7336,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7337,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
7338,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
7339,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
7340,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
7341,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
7342,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7343,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
7344,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
7345,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
7346,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
7347,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
7348,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
7349,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7350,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
7351,Water,NULL,Built-up,Water,Non_Wetland,Water,NULL,Water
7352,Water,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Water
7353,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
7354,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
7355,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
7356,Water,NULL,Water,NULL,Water,NULL,NULL,Water
7357,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
7358,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
7359,Water,NULL,Water,NULL,Water,NULL,Grassland,Bareland
7360,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
7361,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
7362,Water,NULL,Water,NULL,Water,NULL,Wetland,Water
7363,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
7364,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
7365,Water,NULL,Water,NULL,Water,NULL,Water,Water
7366,Water,NULL,Water,NULL,Water,NULL,Water,Forest
7367,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
7368,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
7369,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
7370,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7371,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
7372,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
7373,Water,NULL,Water,NULL,Water,Bareland,Forest,Forest
7374,Water,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
7375,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
7376,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
7377,Water,NULL,Water,NULL,Water,Water,NULL,Water
7378,Water,NULL,Water,NULL,Water,Water,NULL,Forest
7379,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
7380,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
7381,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
7382,Water,NULL,Water,NULL,Water,Water,Water,Grassland
7383,Water,NULL,Water,NULL,Water,Water,Water,Bareland
7384,Water,NULL,Water,NULL,Water,Water,Water,Water
7385,Water,NULL,Water,NULL,Water,Water,Water,Forest
7386,Water,NULL,Water,NULL,Water,Water,Forest,Water
7387,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
7388,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
7389,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
7390,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
7391,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
7392,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
7393,Water,NULL,Water,Non_Water,Water,NULL,Water,Cropland
7394,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
7395,Water,NULL,Water,Non_Water,Water,NULL,Water,Forest
7396,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
7397,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
7398,Water,NULL,Water,Non_Water,Water,Water,NULL,Bareland
7399,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
7400,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7401,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
7402,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
7403,Water,NULL,Water,Water,Water,NULL,NULL,Water
7404,Water,NULL,Water,Water,Water,NULL,NULL,Forest
7405,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
7406,Water,NULL,Water,Water,Water,NULL,Water,Grassland
7407,Water,NULL,Water,Water,Water,NULL,Water,Bareland
7408,Water,NULL,Water,Water,Water,NULL,Water,Water
7409,Water,NULL,Water,Water,Water,NULL,Water,Forest
7410,Water,NULL,Water,Water,Water,NULL,Forest,Water
7411,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
7412,Water,NULL,Water,Water,Water,Grassland,Water,Forest
7413,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
7414,Water,NULL,Water,Water,Water,Wetland,Water,Water
7415,Water,NULL,Water,Water,Water,Water,NULL,Grassland
7416,Water,NULL,Water,Water,Water,Water,NULL,Wetland
7417,Water,NULL,Water,Water,Water,Water,NULL,Water
7418,Water,NULL,Water,Water,Water,Water,NULL,Forest
7419,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
7420,Water,NULL,Water,Water,Water,Water,Grassland,Water
7421,Water,NULL,Water,Water,Water,Water,Grassland,Forest
7422,Water,NULL,Water,Water,Water,Water,Water,Grassland
7423,Water,NULL,Water,Water,Water,Water,Water,Bareland
7424,Water,NULL,Water,Water,Water,Water,Water,Water
7425,Water,NULL,Water,Water,Water,Water,Water,Forest
7426,Water,NULL,Water,Water,Water,Water,Forest,Water
7427,Water,NULL,Water,Water,Water,Forest,NULL,Grassland
7428,Water,NULL,Water,Water,Water,Forest,NULL,Forest
7429,Water,NULL,Water,Water,Water,Forest,Forest,Forest
7430,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7431,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7432,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7433,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
7434,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7435,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7436,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
7437,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7438,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7439,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7440,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7441,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7442,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7443,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7444,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
7445,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
7446,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
7447,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7448,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7449,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7450,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7451,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7452,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7453,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7454,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7455,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7456,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7457,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7458,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7459,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7460,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7461,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7462,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7463,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7464,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7465,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7466,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7467,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7468,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7469,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
7470,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7471,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7472,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7473,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7474,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7475,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7476,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7477,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
7478,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
7479,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
7480,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7481,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7482,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
7483,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
7484,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Cropland
7485,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
7486,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
7487,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7488,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
7489,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
7490,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7491,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
7492,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7493,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7494,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7495,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7496,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
7497,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7498,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
