Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLN_M_R
700,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
701,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
702,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
703,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
704,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
705,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
706,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
707,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
708,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
709,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
710,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
711,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
712,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
713,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
714,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
715,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
716,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
717,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
718,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
719,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
720,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
721,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
722,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
723,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
724,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
725,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
726,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
727,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
728,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
729,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
730,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
731,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
732,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
733,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
734,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
735,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
736,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
737,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
738,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
739,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
740,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
741,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
742,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
743,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
744,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
745,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
746,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
747,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
748,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
749,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
750,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
751,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
752,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
753,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
754,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
755,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
756,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
757,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
758,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
759,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
760,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
761,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
762,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
763,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
764,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
765,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
766,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
767,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
768,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
769,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
770,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
771,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
772,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
773,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
774,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
775,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
776,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
777,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
778,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
779,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
780,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
781,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
782,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
783,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
784,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
785,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
786,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
787,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
788,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
789,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
790,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
791,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
792,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
793,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
794,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
795,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
796,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
797,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
798,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
799,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
800,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
801,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
802,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
803,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
804,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
805,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
806,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
807,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
808,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
809,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
810,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
811,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
812,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
813,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
814,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
815,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
816,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
817,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
819,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
820,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
827,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
828,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
829,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
830,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
831,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
832,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
833,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
834,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
835,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
836,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
837,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
838,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
839,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
840,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
841,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
842,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
843,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
844,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
845,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
846,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
847,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
848,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
849,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
850,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
851,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
852,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
853,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
854,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
855,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
856,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
857,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
858,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
859,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
860,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
861,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
862,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
863,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
864,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
865,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
866,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
867,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
868,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
869,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
870,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
871,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
872,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
873,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
874,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
875,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
876,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
877,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
878,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
879,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
880,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
881,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
882,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
883,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
884,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
885,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
886,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
887,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
888,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
889,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
890,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
891,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
892,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
893,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
894,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
895,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
896,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
897,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
898,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
899,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
900,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
901,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
902,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
903,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
904,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
905,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
906,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
907,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
908,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
909,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
910,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
911,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
912,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
913,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
914,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
915,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
916,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
917,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
918,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
919,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
920,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
921,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
922,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
923,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
924,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
925,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
926,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
927,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
928,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
929,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
930,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
931,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
932,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
933,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
934,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
940,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
941,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
942,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
943,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
944,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
945,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
946,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
947,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
948,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
949,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
950,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
951,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
952,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
955,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
957,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
958,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
959,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
960,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
961,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
962,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
963,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
964,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
965,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
966,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
967,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
968,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
969,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
970,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
971,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
972,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
973,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
974,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
975,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
976,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
977,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
978,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
979,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
980,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
981,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
982,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
983,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
984,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
985,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
986,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
987,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
988,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
989,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
990,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
991,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
992,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
993,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
994,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
995,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
996,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
997,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
998,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
999,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1000,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1001,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1002,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1003,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1004,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1005,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1006,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1007,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1008,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1009,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1010,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1011,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1012,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1013,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1014,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1015,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1016,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1017,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1018,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1019,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1020,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1021,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1022,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1023,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1024,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1025,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1026,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1027,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1028,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1029,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1030,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1031,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1032,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1033,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1034,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1035,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1036,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1037,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1038,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
