Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNV_M_R
11791,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
11792,Bareland,Water,NULL,Water,Non_Wetland,Water,NULL,Water
11793,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
11794,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
11795,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11796,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11797,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11798,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11799,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11800,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11801,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11802,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11803,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
11804,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11805,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11806,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
11807,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11808,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11809,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11810,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11811,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11812,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11813,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11814,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11815,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11816,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11817,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11818,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11819,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11820,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11821,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11822,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11823,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
11824,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
11825,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11826,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11827,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11828,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11829,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11830,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
11831,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
11832,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11833,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
11834,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11835,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11836,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11837,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11838,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11839,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11840,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11841,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11842,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11843,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11844,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11845,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11846,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11847,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11848,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11849,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11850,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11851,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11852,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11853,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11854,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11855,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11856,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11857,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11858,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11859,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11860,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11861,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
11862,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11863,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11864,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11865,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
11866,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
11867,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11868,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
11869,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11870,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11871,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11872,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11873,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
11874,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
11875,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11876,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
11877,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
11878,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
11879,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
11880,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11881,Bareland,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
11882,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
11883,Bareland,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
11884,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
11885,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Water
11886,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest,Bareland
11887,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
11888,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
11889,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11890,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
11891,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
11892,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11893,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11894,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11895,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
11896,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
11897,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
11898,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
11899,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
11900,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11901,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
11902,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11903,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11904,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
11905,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
11906,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
11907,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
11908,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11909,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
11910,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Cropland
11911,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
11912,Bareland,Water,Wetland,Water,Wetland,NULL,Forest,Water
11913,Bareland,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
11914,Bareland,Water,Wetland,Water,Wetland,Grassland,NULL,Water
11915,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
11916,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
11917,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
11918,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
11919,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
11920,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
11921,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
11922,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Bareland
11923,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
11924,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
11925,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
11926,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
11927,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11928,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
11929,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
11930,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
11931,Bareland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
11932,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
11933,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11934,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
11935,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
11936,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
11937,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
11938,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11939,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
11940,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
11941,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11942,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11943,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11944,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11945,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11946,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11947,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11948,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11949,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11950,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
11951,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
11952,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
11953,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
11954,Bareland,Water,Water,NULL,Water,Water,Water,Water
11955,Bareland,Water,Water,Water,Water,NULL,NULL,Water
11956,Bareland,Water,Water,Water,Water,NULL,Water,Bareland
11957,Bareland,Water,Water,Water,Water,NULL,Water,Water
11958,Bareland,Water,Water,Water,Water,Grassland,Water,Bareland
11959,Bareland,Water,Water,Water,Water,Bareland,Water,Water
11960,Bareland,Water,Water,Water,Water,Water,NULL,Water
11961,Bareland,Water,Water,Water,Water,Water,Water,Water
11962,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11963,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11964,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11965,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
11966,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
11967,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Bareland
11968,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11969,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11970,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11971,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11972,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11973,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11974,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11975,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
11976,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
11977,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11978,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11979,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11980,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
11981,Bareland,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Bareland
11982,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11983,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11984,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11985,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11986,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11987,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11988,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11989,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11990,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11991,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11992,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11993,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11994,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11995,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11996,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11997,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11998,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
11999,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12000,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12001,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12002,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12003,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12004,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12005,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12006,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12007,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12008,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12009,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12010,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12011,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
12012,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12013,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12014,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12015,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12016,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12017,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12018,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12019,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
12020,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12021,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12022,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12023,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12024,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12025,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12026,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12027,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12028,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
12029,Bareland,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
12030,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
12031,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
12032,Bareland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12033,Bareland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12034,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12035,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12036,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12037,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12038,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12039,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12040,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12041,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12042,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12043,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12044,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12045,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12046,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12047,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12048,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12049,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12050,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12051,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12052,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12053,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12054,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12055,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12056,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12057,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12058,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
12059,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
12060,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
12061,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12062,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
12063,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12064,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
12065,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
12066,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
12067,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12068,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12069,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12070,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
12071,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
12072,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
12073,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
12074,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12075,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
12076,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12077,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12078,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12079,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12080,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12081,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
12082,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
12083,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
12084,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12085,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12086,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12087,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
12088,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12089,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12090,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12091,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12092,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
12093,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12094,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12095,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
12096,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12097,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12098,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12099,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12100,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12101,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12102,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12103,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12104,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
12105,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12106,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12107,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
12108,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12109,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12110,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12111,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12112,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12113,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12114,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12115,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12116,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12117,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12118,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
12119,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12120,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12121,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
12122,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12123,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12124,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12125,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
12126,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
12127,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12128,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12129,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
12130,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12131,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
