Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R
6221,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6222,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6223,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6224,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6225,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6226,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6227,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6228,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6229,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6230,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6231,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6232,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6233,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6234,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6235,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6236,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6237,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6238,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6239,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6240,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6241,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6242,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6243,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6244,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6245,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6246,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6247,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6248,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6249,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6250,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6251,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6252,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6253,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6254,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6255,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6256,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6257,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6258,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6259,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6260,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6261,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6262,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6263,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6264,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6265,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6266,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6267,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6268,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6269,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6270,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6271,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6272,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6273,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6274,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6275,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6276,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6277,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6278,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6279,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6280,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6281,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6282,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6283,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6284,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6285,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6286,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6287,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6288,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6289,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6290,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6291,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6292,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6293,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6294,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6295,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6296,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6297,Cropland,Forest,Water,NULL,Water,Shrubland,Water,Grassland
6298,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6299,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6300,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6301,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6302,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6303,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6304,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6305,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6306,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6307,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6308,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6309,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6310,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6311,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6312,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6313,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6314,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6315,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6316,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6317,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6318,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6319,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6320,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6321,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6322,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
6323,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
6324,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6325,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6326,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6327,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6328,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6329,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6330,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6331,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
6332,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
6333,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
6334,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6335,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6336,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6337,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6338,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6339,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6340,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6341,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6342,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6343,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
6344,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6345,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6346,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6347,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6348,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6349,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6350,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6351,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6352,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
6353,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6354,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6355,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6356,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6357,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
6358,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
6359,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
6360,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
6361,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
6362,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
6363,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6364,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6365,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6366,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6367,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6368,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6369,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6370,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6371,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6372,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6373,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
6374,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
6375,Wetland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
6376,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6377,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6378,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6379,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6380,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
6381,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6382,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
6383,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6384,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6385,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6386,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
6387,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
6388,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6389,Wetland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
6390,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Water
6391,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
6392,Wetland,NULL,Water,Water,Water,NULL,Water,Water
6393,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
6394,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
6395,Wetland,NULL,Water,Water,Water,Shrubland,Water,Wetland
6396,Wetland,NULL,Water,Water,Water,Shrubland,Water,Water
6397,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
6398,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
6399,Wetland,NULL,Water,Water,Water,Water,Water,Water
6400,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6401,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6402,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6403,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6404,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6405,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6406,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6407,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6408,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6409,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6410,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6411,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6412,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6413,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6414,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6415,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6416,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6417,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6418,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6419,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
6420,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6421,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6422,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
6423,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
6424,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
6425,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
6426,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
6427,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6428,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6429,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6430,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6431,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6432,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6433,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6434,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6435,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6436,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
6437,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6438,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6439,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
6440,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
6441,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6442,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
6443,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6444,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6445,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6446,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6447,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
6448,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6449,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6450,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6451,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
6452,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6453,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
6454,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Cropland
6455,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
6456,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
6457,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
6458,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6459,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6460,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6461,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6462,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
6463,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6464,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6465,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
6466,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
6467,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
6468,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6469,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6470,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6471,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6472,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6473,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6474,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
6475,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6476,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6477,Wetland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6478,Wetland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6479,Wetland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
6480,Wetland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
6481,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
6482,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6483,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
6484,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6485,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
6486,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
6487,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Wetland
6488,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Water
6489,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
6490,Wetland,Wetland,Water,Water,Water,Water,Water,Water
6491,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6492,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6493,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6494,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6495,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6496,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6497,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6498,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6499,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6500,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
6501,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6502,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6503,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
6504,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,NULL
6505,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
6506,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
6507,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Water
6508,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
6509,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
6510,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6511,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
6512,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
6513,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6514,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6515,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
6516,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
6517,Wetland,Water,Water,Water,Water,Water,Water,Water
6518,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6519,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6520,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6521,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6522,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
6523,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
6524,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6525,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6526,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6527,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6528,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6529,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
6530,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6531,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6532,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
6533,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6534,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6535,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
6536,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6537,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6538,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6539,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
