Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRD_M_R
9314,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
9315,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
9316,Water,NULL,Water,Non_Water,Water,Forest,Shrubland,Wetland
9317,Water,NULL,Water,Non_Water,Water,Forest,Water,Water
9318,Water,NULL,Water,Water,Water,NULL,NULL,Water
9319,Water,NULL,Water,Water,Water,NULL,Shrubland,Water
9320,Water,NULL,Water,Water,Water,NULL,Shrubland,Forest
9321,Water,NULL,Water,Water,Water,NULL,Grassland,Wetland
9322,Water,NULL,Water,Water,Water,NULL,Grassland,Water
9323,Water,NULL,Water,Water,Water,NULL,Water,Grassland
9324,Water,NULL,Water,Water,Water,NULL,Water,Water
9325,Water,NULL,Water,Water,Water,NULL,Water,Forest
9326,Water,NULL,Water,Water,Water,Shrubland,NULL,Water
9327,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Water
9328,Water,NULL,Water,Water,Water,Shrubland,Grassland,Water
9329,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
9330,Water,NULL,Water,Water,Water,Shrubland,Water,Water
9331,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
9332,Water,NULL,Water,Water,Water,Grassland,Grassland,Cropland
9333,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
9334,Water,NULL,Water,Water,Water,Grassland,Water,Water
9335,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
9336,Water,NULL,Water,Water,Water,Water,NULL,Water
9337,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
9338,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
9339,Water,NULL,Water,Water,Water,Water,Shrubland,Water
9340,Water,NULL,Water,Water,Water,Water,Grassland,Water
9341,Water,NULL,Water,Water,Water,Water,Water,Grassland
9342,Water,NULL,Water,Water,Water,Water,Water,Wetland
9343,Water,NULL,Water,Water,Water,Water,Water,Bareland
9344,Water,NULL,Water,Water,Water,Water,Water,Water
9345,Water,NULL,Water,Water,Water,Water,Water,Forest
9346,Water,NULL,Water,Water,Water,Forest,Shrubland,Water
9347,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9348,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9349,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9350,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9351,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
9352,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9353,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9354,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9355,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
9356,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9357,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9358,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9359,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9360,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9361,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9362,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9363,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9364,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
9365,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
9366,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
9367,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
9368,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9369,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9370,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9371,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9372,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9373,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9374,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9375,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9376,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9377,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9378,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
9379,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9380,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
9381,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9382,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9383,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9384,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9385,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
9386,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9387,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
9388,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
9389,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9390,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
9391,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9392,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
9393,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9394,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9395,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
9396,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9397,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
9398,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
9399,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
9400,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
9401,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9402,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9403,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
9404,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9405,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9406,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9407,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9408,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9409,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
9410,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
9411,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9412,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
9413,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9414,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9415,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9416,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9417,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
9418,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
9419,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
9420,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9421,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
9422,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9423,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
9424,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
9425,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9426,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
9427,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
9428,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9429,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9430,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9431,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
9432,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
9433,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
9434,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
9435,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
9436,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
9437,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
9438,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9439,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
9440,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
9441,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
9442,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
9443,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
9444,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
9445,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
9446,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Water
9447,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9448,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,NULL
9449,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9450,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
9451,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
9452,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
9453,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
9454,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
9455,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
9456,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
9457,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
9458,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
9459,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
9460,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9461,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9462,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
9463,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
9464,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
9465,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9466,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
9467,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
9468,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9469,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9470,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9471,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9472,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9473,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9474,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9475,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9476,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9477,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9478,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9479,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
9480,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
9481,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9482,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9483,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9484,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9485,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9486,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9487,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9488,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9489,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9490,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9491,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9492,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9493,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
9494,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9495,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9496,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9497,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
9498,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
9499,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9500,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
9501,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
9502,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
9503,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
9504,Water,Cropland,Wetland,Water,Wetland,Water,Water,Forest
9505,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
9506,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9507,Water,Cropland,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
9508,Water,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
9509,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Bareland
9510,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9511,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9512,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
9513,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9514,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
9515,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9516,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
9517,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9518,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9519,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Cropland
9520,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9521,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
9522,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9523,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9524,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9525,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9526,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9527,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
9528,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
9529,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9530,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9531,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9532,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9533,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Water
9534,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9535,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9536,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9537,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9538,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9539,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9540,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9541,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9542,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9543,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9544,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9545,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9546,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Water
9547,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9548,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Water
9549,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
9550,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
9551,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
9552,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9553,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Water
9554,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Water
9555,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
9556,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
9557,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9558,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9559,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
9560,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
9561,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9562,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
9563,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
9564,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
9565,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
9566,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
9567,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
9568,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9569,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9570,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
9571,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
9572,Water,Wetland,Water,Non_Water,Water,NULL,Shrubland,Wetland
9573,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
9574,Water,Wetland,Water,Water,Water,NULL,Water,Water
9575,Water,Wetland,Water,Water,Water,Bareland,Grassland,Bareland
9576,Water,Wetland,Water,Water,Water,Bareland,Water,Water
9577,Water,Wetland,Water,Water,Water,Water,Water,Water
9578,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9579,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9580,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9581,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9582,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9583,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
9584,Water,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9585,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
9586,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water,Water
9587,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water,Water
9588,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9589,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9590,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
9591,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9592,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
9593,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
9594,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9595,Water,Bareland,Water,NULL,Water,Water,Water,Water
9596,Water,Bareland,Water,Water,Water,Water,Water,Water
9597,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9598,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9599,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9600,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9601,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
9602,Water,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9603,Water,Built-up,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9604,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
9605,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9606,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9607,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9608,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9609,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9610,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9611,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
9612,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9613,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9614,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9615,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9616,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
9617,Water,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9618,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
9619,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9620,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9621,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9622,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9623,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9624,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
9625,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9626,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9627,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9628,Water,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Grassland
9629,Water,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9630,Water,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
9631,Water,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
9632,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
9633,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9634,Water,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9635,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
9636,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9637,Water,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9638,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
9639,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Built-up,Water
9640,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
9641,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
9642,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9643,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
9644,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9645,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
9646,Water,Built-up,Water,NULL,Water,NULL,Shrubland,Forest
9647,Water,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
9648,Water,Built-up,Water,NULL,Water,Water,Grassland,Grassland
9649,Water,Built-up,Water,Non_Water,Water,NULL,Water,Grassland
9650,Water,Built-up,Water,Water,Water,Shrubland,NULL,Grassland
9651,Water,Built-up,Water,Water,Water,Grassland,Water,Grassland
9652,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9653,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9654,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9655,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9656,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9657,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9658,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9659,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9660,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9661,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9662,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
9663,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
