Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRL_M_R
852,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
853,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
854,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
855,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
856,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
857,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
858,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
859,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
860,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
861,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
862,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
863,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
864,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
865,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
866,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
867,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
869,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
870,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
871,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
872,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
873,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
874,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
875,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
876,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
877,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
878,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
879,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
880,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
881,NULL,Water,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
882,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
883,NULL,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
884,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
885,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
886,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
887,NULL,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
888,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
889,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
890,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Water
891,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
892,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
893,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Bareland
894,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
895,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
896,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
897,NULL,Water,Wetland,Water,Wetland,Water,NULL,Forest
898,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
899,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
900,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
901,NULL,Water,Water,NULL,Water,NULL,NULL,Water
902,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
903,NULL,Water,Water,NULL,Water,Water,Water,Grassland
904,NULL,Water,Water,NULL,Water,Water,Water,Water
905,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
906,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
907,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
908,NULL,Water,Water,Water,Water,NULL,NULL,Water
909,NULL,Water,Water,Water,Water,NULL,NULL,Forest
910,NULL,Water,Water,Water,Water,Grassland,Grassland,Grassland
911,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
912,NULL,Water,Water,Water,Water,Wetland,NULL,Water
913,NULL,Water,Water,Water,Water,Water,NULL,Water
914,NULL,Water,Water,Water,Water,Water,Grassland,Bareland
915,NULL,Water,Water,Water,Water,Water,Water,Water
916,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
917,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
918,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
919,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
920,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
921,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
922,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
923,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
924,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
925,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
926,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
927,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
928,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
929,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
930,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
931,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
932,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
933,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
934,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
935,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
936,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
937,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
938,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
939,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
940,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
941,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
942,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
943,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
944,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
945,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
946,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
947,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
948,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
949,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
950,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
951,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
952,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
953,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
954,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
955,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
956,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
957,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
958,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
959,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
960,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
961,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
962,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
963,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
964,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
965,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
966,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
967,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
968,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
969,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
970,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
971,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
972,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
973,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
974,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
975,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
976,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
977,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
978,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
979,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
980,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
981,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
982,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
983,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
984,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
985,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
986,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
987,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
988,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
989,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
990,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
991,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
992,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
993,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
994,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
995,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
996,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
997,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
998,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
999,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1001,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1002,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1003,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
1004,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Water
1005,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1006,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1007,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1008,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1009,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1010,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1011,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1012,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1013,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1014,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1015,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1016,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1017,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1018,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1019,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1020,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1021,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1022,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1023,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1024,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1025,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1026,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1027,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1028,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1029,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1030,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1031,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1032,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1033,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1034,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1035,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1036,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1037,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1038,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1039,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1040,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1041,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1042,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1043,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1045,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1047,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1048,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1049,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1050,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1051,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1052,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1053,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1054,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1055,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1056,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1057,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1058,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1059,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1060,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1061,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1062,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1063,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1064,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1065,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1068,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1069,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1081,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1082,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1083,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1084,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1085,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1086,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1087,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1088,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1089,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1090,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1091,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1135,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1137,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1138,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1139,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1140,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1141,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1142,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1143,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1144,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1145,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1146,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1147,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1148,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1149,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1150,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1151,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
1152,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1153,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1154,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
1155,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
1156,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1157,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1158,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1159,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
1160,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1161,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1162,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1163,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1164,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1165,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1166,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1167,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1168,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1169,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1172,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1173,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1174,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1175,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1176,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1177,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1178,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1179,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1180,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1181,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1182,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1183,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1184,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1185,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1186,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1187,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
