Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPU_M_R
1734,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1735,Wetland,Forest,Water,Water,Water,NULL,NULL,Cropland
1736,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1737,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1738,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1739,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1741,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1742,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1743,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1744,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1745,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1746,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1747,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1748,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1749,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1750,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1751,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1752,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1753,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1754,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1755,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1756,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1757,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1758,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1759,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1760,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1761,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1764,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1765,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1766,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1767,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1768,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1769,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1770,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1772,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1774,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1775,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1776,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1777,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1778,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1779,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1780,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1781,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1782,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1783,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1784,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1785,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1786,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1788,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1789,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1790,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1791,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1792,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1794,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1795,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1796,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1797,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1799,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1800,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1801,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1802,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1803,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1804,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1805,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1806,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1807,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1808,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1809,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1810,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1812,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1813,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1814,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1815,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1816,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1817,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1818,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1819,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1820,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1821,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1822,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1823,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1824,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1825,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1826,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1827,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1828,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1829,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1830,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1831,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1832,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1833,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1834,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1836,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1837,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1838,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1839,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1840,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1841,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1842,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1843,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1844,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1845,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1846,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1847,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1848,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1849,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1850,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1851,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1852,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1853,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1854,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1855,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1856,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1857,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1858,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1859,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1860,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1861,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1862,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1863,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1864,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1865,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1867,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1868,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1869,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1870,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1871,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1872,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1873,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1874,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1875,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1876,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1877,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1878,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1879,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1880,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1881,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1882,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1883,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1884,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1885,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1886,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1887,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1888,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1889,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1890,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1891,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1892,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1893,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1894,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1895,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1896,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1897,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1898,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1899,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1900,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1901,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1902,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1903,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1904,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1905,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1907,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1909,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1910,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1911,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1912,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1913,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1914,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1915,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1916,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1917,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1918,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1919,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1920,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1921,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1922,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1923,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1924,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1925,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1926,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1927,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1928,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1929,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1930,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1931,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1932,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1933,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1934,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1935,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1936,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1937,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1938,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1939,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1940,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1941,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1942,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1943,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1944,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1945,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1946,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1947,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1948,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1949,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1950,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1951,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1952,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1953,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1954,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1955,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1956,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1957,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1958,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1959,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1960,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1961,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1962,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1963,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1964,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1965,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1966,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1967,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1968,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1969,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1970,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1971,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1972,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1973,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1974,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1975,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1976,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1977,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1978,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1979,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1980,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1981,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1982,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1983,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1984,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1985,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1986,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1987,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1988,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1989,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1990,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1991,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1992,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1993,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1994,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1995,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1996,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1997,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1998,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1999,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2000,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2001,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2002,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2003,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2004,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2005,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2006,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2007,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2008,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2009,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2010,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
2011,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2012,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2013,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2014,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2015,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2016,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2017,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2018,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2019,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2020,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2021,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2022,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2023,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2024,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2025,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2026,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2027,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2028,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2029,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2030,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2031,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2032,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2033,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2034,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2035,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2036,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2037,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2038,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2039,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2040,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
2041,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2042,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2043,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2044,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2045,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2046,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2047,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2048,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2049,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2050,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2051,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2052,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2053,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2054,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2055,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2056,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2057,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2058,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2059,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2060,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2061,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2062,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2063,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2064,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2065,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2066,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2067,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2068,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2069,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2070,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2071,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
