Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R
426,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
427,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
428,NULL,Water,Cropland,Water,Non_Wetland,Grassland
429,NULL,Water,Cropland,Water,Non_Wetland,Bareland
430,NULL,Water,Wetland,Water,Wetland,Bareland
431,NULL,Water,Wetland,Water,Wetland,Water
432,NULL,Water,Wetland,Water,Wetland,Forest
433,NULL,Water,Bareland,NULL,Non_Wetland,NULL
434,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
435,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
436,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
437,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
438,NULL,Water,Bareland,NULL,Non_Wetland,Water
439,NULL,Water,Bareland,NULL,Non_Wetland,Forest
440,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
441,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
442,NULL,Water,Bareland,Water,Non_Wetland,Grassland
443,NULL,Water,Bareland,Water,Non_Wetland,Cropland
444,NULL,Water,Bareland,Water,Non_Wetland,Bareland
445,NULL,Water,Bareland,Water,Non_Wetland,Water
446,NULL,Water,Bareland,Water,Non_Wetland,Forest
447,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
448,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
449,NULL,Water,Water,NULL,Water,Grassland
450,NULL,Water,Water,NULL,Water,Cropland
451,NULL,Water,Water,NULL,Water,Water
452,NULL,Water,Water,Water,Water,Grassland
453,NULL,Water,Water,Water,Water,Cropland
454,NULL,Water,Water,Water,Water,Bareland
455,NULL,Water,Water,Water,Water,Water
456,NULL,Water,Forest,NULL,Non_Wetland,NULL
457,NULL,Water,Forest,NULL,Non_Wetland,Grassland
458,NULL,Water,Forest,NULL,Non_Wetland,Cropland
459,NULL,Water,Forest,NULL,Non_Wetland,Water
460,NULL,Water,Forest,NULL,Non_Wetland,Forest
461,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
462,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
463,NULL,Water,Forest,Water,Non_Wetland,Forest
464,NULL,Forest,NULL,NULL,Non_Wetland,NULL
465,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
466,NULL,Forest,NULL,NULL,Non_Wetland,Forest
467,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
468,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
469,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
472,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
473,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
474,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
475,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
476,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
477,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
478,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
479,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
480,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
481,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
482,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
483,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
484,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
485,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
486,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
487,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
488,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
489,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
490,NULL,Forest,Cropland,Water,Non_Wetland,Forest
491,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
492,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
493,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
494,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
495,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
496,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
497,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
498,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
499,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
500,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
501,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
502,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
503,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
504,NULL,Forest,Forest,NULL,Non_Wetland,NULL
505,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
506,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
507,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
508,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
509,NULL,Forest,Forest,NULL,Non_Wetland,Forest
510,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
511,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
512,NULL,Forest,Forest,Water,Non_Wetland,Forest
513,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
514,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
522,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
524,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
525,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
526,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
527,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
528,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
529,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
530,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
531,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
532,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
533,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
534,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
535,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
536,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
537,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
540,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
541,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
542,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
543,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
544,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
545,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
546,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
547,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
548,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
549,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
550,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
551,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
552,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
553,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
554,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
555,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
556,Grassland,NULL,Forest,Water,Non_Wetland,Forest
557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
560,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
561,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
562,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
563,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
564,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
565,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
566,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
567,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
568,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
569,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
570,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
571,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
572,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
573,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
574,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
575,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
576,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
577,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
578,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
579,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
580,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
581,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
582,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
583,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
584,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
585,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
586,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
587,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
588,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
589,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
590,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
591,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
592,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
593,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
594,Grassland,Water,Forest,NULL,Non_Wetland,Forest
595,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
596,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
597,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
598,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
599,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
600,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
601,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
602,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
603,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
604,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
605,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
606,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
607,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
608,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
609,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
610,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
611,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
612,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
613,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
614,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
615,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
616,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
617,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
618,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
619,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
620,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
621,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
628,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
629,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
630,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
631,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
632,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
633,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
634,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
635,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
636,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
637,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
638,Cropland,NULL,Shrubland,Water,Non_Wetland,Built-up
639,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
640,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
641,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
642,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
643,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
644,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
645,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
646,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
647,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
648,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
649,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
650,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
651,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
652,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
653,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
654,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
655,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
656,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
657,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
658,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
659,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
660,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
661,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
662,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
663,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
664,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
665,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
666,Cropland,NULL,Wetland,NULL,Wetland,Forest
667,Cropland,NULL,Wetland,Water,Wetland,Grassland
668,Cropland,NULL,Wetland,Water,Wetland,Forest
669,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
670,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
671,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
672,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
673,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
674,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
675,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
676,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
677,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
678,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
679,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
680,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
681,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
682,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
683,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
684,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
685,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
686,Cropland,NULL,Bareland,Water,Non_Wetland,Water
687,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
688,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
689,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
690,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
691,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
692,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
693,Cropland,NULL,Water,NULL,Water,Grassland
694,Cropland,NULL,Water,NULL,Water,Cropland
695,Cropland,NULL,Water,NULL,Water,Forest
696,Cropland,NULL,Water,Non_Water,Water,Grassland
697,Cropland,NULL,Water,Water,Water,Grassland
698,Cropland,NULL,Water,Water,Water,Bareland
699,Cropland,NULL,Water,Water,Water,Water
700,Cropland,NULL,Water,Water,Water,Forest
701,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
702,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
703,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
704,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
705,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
706,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
707,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
708,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
709,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
710,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
711,Cropland,NULL,Forest,Non_Water,Non_Wetland,Built-up
712,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
713,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
714,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
715,Cropland,NULL,Forest,Water,Non_Wetland,Forest
716,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
717,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
718,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
719,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
722,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
723,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
724,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
725,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
726,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
727,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
728,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
729,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
730,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
731,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
732,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
733,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
734,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
735,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
736,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
737,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
738,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
739,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
740,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
741,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
742,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
743,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
744,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
745,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
746,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
747,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
748,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
751,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
752,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
753,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
754,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
755,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
756,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
757,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
758,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
759,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
760,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
761,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
762,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
763,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
764,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
765,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
766,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
767,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
768,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
769,Cropland,Cropland,Wetland,Water,Wetland,Cropland
770,Cropland,Cropland,Wetland,Water,Wetland,Bareland
771,Cropland,Cropland,Wetland,Water,Wetland,Water
772,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
773,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
774,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
775,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
776,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
777,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
778,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
779,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
780,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
781,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
782,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
783,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
784,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
785,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
786,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
787,Cropland,Cropland,Bareland,Water,Non_Wetland,Built-up
788,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
789,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
790,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
791,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
792,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
793,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
794,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
795,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
796,Cropland,Cropland,Water,NULL,Water,Grassland
797,Cropland,Cropland,Water,NULL,Water,Cropland
798,Cropland,Cropland,Water,NULL,Water,Forest
799,Cropland,Cropland,Water,Non_Water,Water,Cropland
800,Cropland,Cropland,Water,Non_Water,Water,Forest
801,Cropland,Cropland,Water,Water,Water,Cropland
802,Cropland,Cropland,Water,Water,Water,Forest
803,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
804,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
805,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
806,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
807,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
808,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
809,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
810,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
811,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
812,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
813,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
814,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
815,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
816,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
817,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
818,Cropland,Wetland,Cropland,Water,Non_Wetland,Built-up
819,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
820,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
821,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
822,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
823,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
824,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
825,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
826,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
827,Cropland,Bareland,Shrubland,Water,Non_Wetland,Cropland
828,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
829,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
830,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
831,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
832,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
833,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
834,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
835,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
836,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
837,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
838,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
839,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
840,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
841,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
842,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
843,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
844,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
845,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
846,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
847,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
848,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
849,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
850,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
