Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
14058,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
14059,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
14060,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
14061,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
14062,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14063,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
14064,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
14065,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
14066,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
14067,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
14068,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
14069,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
14070,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
14071,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
14072,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
14073,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
14074,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
14075,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
14076,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
14077,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
14078,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
14079,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
14080,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
14081,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14082,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14083,Water,NULL,Shrubland,Water,Non_Wetland,Built-up,Forest,Water
14084,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
14085,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
14086,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
14087,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
14088,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
14089,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
14090,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
14091,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
14092,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
14093,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
14094,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14095,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
14096,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
14097,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
14098,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
14099,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
14100,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
14101,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14102,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14103,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14104,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14105,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14106,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14107,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14108,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14109,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14110,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14111,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14112,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
14113,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
14114,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14115,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
14116,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14117,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
14118,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14119,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
14120,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
14121,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
14122,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14123,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14124,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14125,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14126,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14127,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14128,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
14129,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14130,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14131,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14132,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14133,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14134,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14135,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
14136,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14137,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14138,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
14139,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14140,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
14141,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
14142,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14143,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14144,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14145,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14146,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14147,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14148,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14149,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14150,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14151,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14152,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
14153,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
14154,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14155,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
14156,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14157,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14158,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
14159,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14160,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
14161,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
14162,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
14163,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14164,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14165,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
14166,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14167,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14168,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14169,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14170,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14171,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14172,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14173,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14174,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14175,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
14176,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
14177,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14178,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14179,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14180,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14181,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
14182,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14183,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
14184,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
14185,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14186,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14187,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14188,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
14189,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
14190,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
14191,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14192,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
14193,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
14194,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14195,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14196,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
14197,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14198,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14199,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14200,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
14201,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
14202,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
14203,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
14204,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
14205,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
14206,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14207,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14208,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14209,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
14210,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
14211,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
14212,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
14213,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
14214,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
14215,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
14216,Water,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,NULL
14217,Water,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
14218,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
14219,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14220,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
14221,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14222,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
14223,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
14224,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
14225,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14226,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
14227,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
14228,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14229,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14230,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14231,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14232,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14233,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
14234,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14235,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14236,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
14237,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
14238,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14239,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
14240,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
14241,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14242,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14243,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14244,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14245,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14246,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14247,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14248,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14249,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14250,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
14251,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
14252,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14253,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14254,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
14255,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14256,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
14257,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14258,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14259,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14260,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14261,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14262,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14263,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14264,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14265,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
14266,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
14267,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
14268,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
14269,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14270,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
14271,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
14272,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
14273,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
14274,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14275,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14276,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
14277,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
14278,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14279,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14280,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14281,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
14282,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
14283,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
14284,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
14285,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
14286,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
14287,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
14288,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
14289,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
14290,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
14291,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
14292,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
14293,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
14294,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
14295,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
14296,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
14297,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
14298,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14299,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
14300,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
14301,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
14302,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
14303,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
14304,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
14305,Water,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
14306,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Water
14307,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
14308,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
14309,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
14310,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
14311,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
14312,Water,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
14313,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
14314,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14315,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
14316,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14317,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
14318,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
14319,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
14320,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
14321,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
14322,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
14323,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14324,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14325,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
14326,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
14327,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14328,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14329,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14330,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
14331,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14332,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
14333,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
14334,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
14335,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
14336,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
14337,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
14338,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
14339,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
14340,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
14341,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14342,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
14343,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14344,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
14345,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
14346,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
14347,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
14348,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
14349,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14350,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14351,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
14352,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
14353,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
14354,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
14355,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
14356,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
14357,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
14358,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
14359,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
14360,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Cropland
14361,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
14362,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
14363,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14364,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
14365,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
14366,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14367,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
14368,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
14369,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
14370,Water,NULL,Wetland,Water,Wetland,Bareland,Built-up,Water
14371,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
14372,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
14373,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
14374,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
14375,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
14376,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
14377,Water,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
14378,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
14379,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
14380,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
14381,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
14382,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
14383,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Cropland
14384,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
14385,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
14386,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
14387,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
14388,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
14389,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
14390,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
14391,Water,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
14392,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
14393,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
14394,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14395,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
14396,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
14397,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
14398,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
14399,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
14400,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
14401,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
14402,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
