Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQP_M_R
8838,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8841,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8842,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8843,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8844,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8845,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8846,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8847,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8850,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8851,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
8865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
8867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
8871,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8872,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
8876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8882,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8883,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8884,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8885,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8886,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8887,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8888,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8889,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8890,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8891,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8892,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8893,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8894,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
8895,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
8896,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8897,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8898,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8899,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8900,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8901,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8902,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8904,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8905,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
8906,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8912,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
8913,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8914,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
8915,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
8916,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
8918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8921,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
8922,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8923,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8927,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8928,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
8929,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8930,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8931,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
8932,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8933,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8934,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8935,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
8936,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8937,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8938,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
8939,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8940,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8941,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8942,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8943,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
8944,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
8945,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8946,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8947,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8948,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
8949,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
8950,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
8951,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8952,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8953,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
8954,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8955,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
8956,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8957,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8958,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
8959,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8960,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8961,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8962,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8963,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8964,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8965,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8966,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8967,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8968,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8969,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
8970,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8971,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8972,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8973,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
8974,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8975,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8976,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Water
8977,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8978,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
8979,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
8980,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8981,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8982,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8983,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8984,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8985,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8986,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8987,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8988,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
8989,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Cropland
8990,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
8991,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8992,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8993,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8994,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8995,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8996,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8997,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8998,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8999,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9000,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9001,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9002,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9003,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9004,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9005,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9006,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9007,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9008,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9009,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9010,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9011,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9012,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9013,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9014,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9015,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9016,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9017,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9018,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9019,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9020,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9021,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9022,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9023,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9024,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9025,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9026,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9027,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9028,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9029,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9030,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9031,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9032,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9033,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9034,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9035,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9036,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9037,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9038,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9039,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9040,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9041,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9042,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9043,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9044,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
9045,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9046,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
9047,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
9048,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9049,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
9050,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9051,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9052,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9053,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9054,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
9055,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9056,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9057,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9058,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9059,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9060,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9061,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9062,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9063,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9064,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9065,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9066,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
9067,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9068,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9069,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9070,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9071,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9072,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
9073,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9074,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
9075,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
9076,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9077,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9078,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
9079,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9080,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9081,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
9082,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
9083,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
9084,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9085,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9086,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9087,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
9088,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9089,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
9090,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9091,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
9092,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9093,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9094,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9095,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
9096,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
9097,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9098,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9099,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
9100,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
9101,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
9102,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
9103,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
9104,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
9105,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
9106,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
9107,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
9108,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
9109,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9110,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
9111,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
9112,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9113,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
9114,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
9115,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9116,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
9117,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
9118,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
9119,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
9120,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9121,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9122,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
9123,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9124,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
9125,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
9126,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9127,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Bareland
9128,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9129,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9130,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9131,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
9132,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
9133,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
9134,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9135,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9136,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
9137,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
9138,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
9139,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
9140,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
9141,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
9142,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
9143,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
9144,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9145,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9146,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9147,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
9148,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9149,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
9150,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
9151,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9152,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9153,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
