Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R
14027,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14028,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
14029,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
14030,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14031,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
14032,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
14033,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
14034,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14035,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
14036,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
14037,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
14038,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
14039,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
14040,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
14041,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
14042,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
14043,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
14044,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
14045,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
14046,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
14047,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
14048,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
14049,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
14050,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
14051,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,Water,Bareland
14052,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,Water,Water
14053,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14054,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
14055,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
14056,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
14057,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
14058,Water,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Water
14059,Water,Cropland,Cropland,Water,Non_Wetland,Forest,Water,Water
14060,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
14061,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
14062,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
14063,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14064,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
14065,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
14066,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
14067,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
14068,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
14069,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14070,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
14071,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
14072,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
14073,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Water
14074,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14075,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
14076,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
14077,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
14078,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
14079,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
14080,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
14081,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
14082,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
14083,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
14084,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
14085,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
14086,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
14087,Water,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
14088,Water,Cropland,Wetland,NULL,Wetland,Forest,Water,Forest
14089,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14090,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14091,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14092,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
14093,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
14094,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14095,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
14096,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14097,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
14098,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
14099,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
14100,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
14101,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
14102,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
14103,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
14104,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
14105,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
14106,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
14107,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14108,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
14109,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
14110,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
14111,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
14112,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
14113,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14114,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
14115,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
14116,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14117,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14118,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
14119,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14120,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
14121,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14122,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
14123,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
14124,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
14125,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
14126,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
14127,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
14128,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
14129,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
14130,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
14131,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
14132,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,NULL
14133,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
14134,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Forest
14135,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
14136,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
14137,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Cropland
14138,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
14139,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
14140,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
14141,Water,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
14142,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
14143,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
14144,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
14145,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
14146,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
14147,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
14148,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
14149,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
14150,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
14151,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
14152,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
14153,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
14154,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
14155,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
14156,Water,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14157,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14158,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
14159,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
14160,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
14161,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
14162,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14163,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
14164,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
14165,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
14166,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
14167,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
14168,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
14169,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
14170,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
14171,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
14172,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14173,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
14174,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Cropland
14175,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
14176,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
14177,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
14178,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
14179,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
14180,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
14181,Water,Cropland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
14182,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
14183,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14184,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14185,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14186,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
14187,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14188,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
14189,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
14190,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14191,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
14192,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Bareland
14193,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
14194,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,NULL,Cropland
14195,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,NULL,Water
14196,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
14197,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
14198,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
14199,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14200,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14201,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
14202,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
14203,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14204,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14205,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14206,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
14207,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
14208,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
14209,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
14210,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
14211,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
14212,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
14213,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14214,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
14215,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
14216,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14217,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
14218,Water,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
14219,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
14220,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
14221,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
14222,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
14223,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
14224,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
14225,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Water
14226,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
14227,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
14228,Water,Cropland,Water,NULL,Water,NULL,Grassland,Water
14229,Water,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
14230,Water,Cropland,Water,NULL,Water,NULL,Water,Bareland
14231,Water,Cropland,Water,NULL,Water,NULL,Water,Water
14232,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
14233,Water,Cropland,Water,NULL,Water,Grassland,Water,Grassland
14234,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
14235,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
14236,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
14237,Water,Cropland,Water,NULL,Water,Bareland,NULL,NULL
14238,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
14239,Water,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
14240,Water,Cropland,Water,NULL,Water,Bareland,NULL,Wetland
14241,Water,Cropland,Water,NULL,Water,Bareland,NULL,Water
14242,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
14243,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
14244,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Wetland
14245,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Water
14246,Water,Cropland,Water,NULL,Water,Bareland,Bareland,NULL
14247,Water,Cropland,Water,NULL,Water,Bareland,Water,Wetland
14248,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
14249,Water,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
14250,Water,Cropland,Water,NULL,Water,Bareland,Forest,Water
14251,Water,Cropland,Water,NULL,Water,Water,NULL,Water
14252,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
14253,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
14254,Water,Cropland,Water,NULL,Water,Water,Water,Water
14255,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
14256,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
14257,Water,Cropland,Water,Non_Water,Water,NULL,Water,Water
14258,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Water
14259,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
14260,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Water
14261,Water,Cropland,Water,Non_Water,Water,Bareland,Grassland,Wetland
14262,Water,Cropland,Water,Non_Water,Water,Bareland,Wetland,Water
14263,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
14264,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Water
14265,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
14266,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
14267,Water,Cropland,Water,Water,Water,NULL,NULL,Water
14268,Water,Cropland,Water,Water,Water,NULL,Wetland,Grassland
14269,Water,Cropland,Water,Water,Water,NULL,Water,Water
14270,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
14271,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
14272,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
14273,Water,Cropland,Water,Water,Water,Wetland,Water,Water
14274,Water,Cropland,Water,Water,Water,Bareland,NULL,Cropland
14275,Water,Cropland,Water,Water,Water,Bareland,NULL,Water
14276,Water,Cropland,Water,Water,Water,Bareland,NULL,Forest
14277,Water,Cropland,Water,Water,Water,Bareland,Water,Water
14278,Water,Cropland,Water,Water,Water,Built-up,Water,Water
14279,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
14280,Water,Cropland,Water,Water,Water,Water,NULL,Water
14281,Water,Cropland,Water,Water,Water,Water,Grassland,Water
14282,Water,Cropland,Water,Water,Water,Water,Water,Water
14283,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14284,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14285,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
14286,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14287,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14288,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14289,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14290,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
14291,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14292,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14293,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14294,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14295,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14296,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14297,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
14298,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
14299,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
14300,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14301,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
14302,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14303,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14304,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
14305,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14306,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
14307,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
14308,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14309,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
14310,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
14311,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14312,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
14313,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
14314,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
14315,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14316,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14317,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14318,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
14319,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
14320,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
14321,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
14322,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
14323,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
14324,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
14325,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
14326,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
14327,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
14328,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
14329,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
14330,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
14331,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
14332,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
14333,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14334,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
14335,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
14336,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
14337,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
14338,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14339,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14340,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14341,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14342,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14343,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14344,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14345,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14346,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
14347,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14348,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
14349,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
14350,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14351,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
14352,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14353,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
14354,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
14355,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
14356,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
14357,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
14358,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
14359,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
14360,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
14361,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14362,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14363,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14364,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
14365,Water,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
14366,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
14367,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
14368,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Cropland
14369,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
14370,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
14371,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
14372,Water,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Water
14373,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
14374,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
14375,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
14376,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
14377,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
