Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVE_M_R
7929,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7930,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7931,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7932,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7933,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7934,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7935,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7936,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7937,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7938,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7939,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7940,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7941,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7942,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7943,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7944,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
7945,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7946,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
7947,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
7948,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
7949,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7950,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7951,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
7952,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
7953,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7954,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
7955,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
7956,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7957,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7958,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7959,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
7960,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7961,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
7962,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
7963,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
7964,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7965,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7966,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7967,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7968,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7969,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7970,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
7971,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
7972,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
7973,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
7974,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7975,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
7976,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7977,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
7978,Water,NULL,Water,NULL,Water,Wetland,Water,Water
7979,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
7980,Water,NULL,Water,NULL,Water,Bareland,NULL,NULL
7981,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
7982,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
7983,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
7984,Water,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
7985,Water,NULL,Water,NULL,Water,Bareland,Water,Water
7986,Water,NULL,Water,NULL,Water,Water,NULL,Forest
7987,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
7988,Water,NULL,Water,NULL,Water,Water,Grassland,Water
7989,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
7990,Water,NULL,Water,NULL,Water,Water,Water,Wetland
7991,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
7992,Water,NULL,Water,Non_Water,Water,Grassland,Water,NULL
7993,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
7994,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
7995,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7996,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
7997,Water,NULL,Water,Water,Water,Bareland,Water,Water
7998,Water,NULL,Water,Water,Water,Water,Bareland,Bareland
7999,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8000,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8001,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8002,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8003,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8004,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8005,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8006,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8007,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8008,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8009,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8010,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8011,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
8012,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8013,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8014,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
8015,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8016,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8017,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8018,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8019,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
8020,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
8021,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
8022,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
8023,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
8024,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
8025,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8026,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8027,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8028,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8029,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
8030,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8031,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8032,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8033,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8034,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8035,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8036,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8037,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8038,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8039,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8040,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8041,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8042,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8043,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8044,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
8045,Water,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8046,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8047,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8048,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
8049,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8050,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8051,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
8052,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
8053,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8054,Water,Cropland,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
8055,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8056,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Water
8057,Water,Cropland,NULL,Water,Non_Wetland,Built-up,NULL,Water
8058,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
8059,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8060,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8061,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8062,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8063,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8064,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8065,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8066,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8067,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8068,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8069,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8070,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8071,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8072,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8073,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8074,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8075,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8076,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8077,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8078,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8079,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8080,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
8081,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8082,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8083,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8084,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8085,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8086,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8087,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8088,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8089,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8090,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8091,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8092,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8093,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8094,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8095,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
8096,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Water,Cropland
8097,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8098,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
8099,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
8100,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8101,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8102,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8103,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8104,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8105,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8106,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8107,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8108,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8109,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8110,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8111,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8112,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
8113,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
8114,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8115,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
8116,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8117,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8118,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
8119,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8120,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8121,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8122,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8123,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8124,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8125,Water,Cropland,Shrubland,Water,Non_Wetland,Built-up,Water,Water
8126,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
8127,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8128,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
8129,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8130,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8131,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8132,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8133,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8134,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8135,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8136,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8137,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8138,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8139,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8140,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8141,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8142,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8143,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8144,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8145,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8146,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8147,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8148,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8149,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8150,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8151,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8152,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8153,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8154,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8155,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8156,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8157,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
8158,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8159,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8160,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
8161,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
8162,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8163,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8164,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8165,Water,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
8166,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8167,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8168,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
8169,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
8170,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
8171,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8172,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
8173,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Water
8174,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
8175,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
8176,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8177,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8178,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
8179,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
8180,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8181,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8182,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Forest
8183,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
8184,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
8185,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
8186,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
8187,Water,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Water
8188,Water,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Forest
8189,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
8190,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
8191,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
8192,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
8193,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
8194,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
8195,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
8196,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8197,Water,Cropland,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
8198,Water,Cropland,Wetland,Non_Water,Wetland,Built-up,Water,Water
8199,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8200,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
8201,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8202,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
8203,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Cropland
8204,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Water
8205,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8206,Water,Cropland,Wetland,Water,Wetland,Built-up,Water,Water
8207,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
8208,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
8209,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8210,Water,Cropland,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
8211,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8212,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8213,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8214,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8215,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8216,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
8217,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Cropland
8218,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
8219,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
8220,Water,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
8221,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
8222,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
8223,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
8224,Water,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
8225,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
8226,Water,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
8227,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
8228,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
8229,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
8230,Water,Cropland,Water,NULL,Water,Bareland,Built-up,Grassland
8231,Water,Cropland,Water,NULL,Water,Built-up,NULL,Water
8232,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Grassland
8233,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Water
8234,Water,Cropland,Water,NULL,Water,Water,NULL,Water
8235,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
8236,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
8237,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
8238,Water,Cropland,Water,NULL,Water,Water,Water,Water
8239,Water,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
8240,Water,Cropland,Water,Non_Water,Water,Built-up,Built-up,Water
8241,Water,Cropland,Water,Non_Water,Water,Built-up,Water,Water
8242,Water,Cropland,Water,Non_Water,Water,Water,Shrubland,Water
8243,Water,Cropland,Water,Water,Water,NULL,Grassland,Forest
8244,Water,Cropland,Water,Water,Water,Shrubland,NULL,Forest
8245,Water,Cropland,Water,Water,Water,Built-up,Built-up,Water
8246,Water,Cropland,Water,Water,Water,Built-up,Water,Water
8247,Water,Cropland,Water,Water,Water,Water,NULL,Wetland
8248,Water,Cropland,Water,Water,Water,Water,NULL,Water
8249,Water,Cropland,Water,Water,Water,Water,Water,Water
8250,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8251,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8252,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8253,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8254,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8255,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8256,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8257,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8258,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8259,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8260,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
8261,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
8262,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8263,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8264,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
8265,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
8266,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8267,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
8268,Water,Cropland,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
8269,Water,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Forest
8270,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
8271,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
8272,Water,Wetland,Water,NULL,Water,Water,Water,Water
8273,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
8274,Water,Wetland,Water,Water,Water,Water,Water,Water
8275,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
8276,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Water
8277,Water,Bareland,Water,Non_Water,Water,Bareland,Water,NULL
8278,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
