Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRN_M_R
6511,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6512,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6513,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6514,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6515,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6516,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6517,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6518,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6519,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6520,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6521,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6522,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6523,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6524,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6525,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6526,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6527,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6528,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
6529,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6530,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6531,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6532,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6533,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6534,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6535,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6536,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
6537,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6538,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6539,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6540,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6541,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6542,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6543,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6544,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6545,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6546,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6547,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6548,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6549,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6550,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6551,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6552,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6553,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6554,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6555,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6556,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6557,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6558,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6559,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6560,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6561,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
6562,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6563,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
6564,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6565,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
6566,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6567,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6568,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6569,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6570,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6571,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6572,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6583,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6584,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6586,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6587,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
6595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
6599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
6600,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
6601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
6603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
6604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6619,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6624,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6625,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6626,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6627,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
6631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
6636,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6637,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6638,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6639,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
6640,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
6641,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6651,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6652,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6653,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6657,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
6671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
6677,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6678,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
6679,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6680,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6681,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6682,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6683,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6684,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6685,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6686,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6687,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6688,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6689,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
6693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
6698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6699,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6706,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6707,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6708,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6710,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6712,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6713,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6715,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6716,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6717,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
6718,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6719,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
6722,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6723,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6724,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6725,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6726,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6727,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6728,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
6729,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6730,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6731,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6732,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6733,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6734,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6735,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6736,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6737,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6738,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6739,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6740,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6741,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6742,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6743,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6744,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6745,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6746,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6747,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6748,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6749,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6750,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6751,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6752,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6753,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6754,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6755,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6756,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6757,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6758,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6759,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6760,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6761,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6762,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6763,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6764,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6765,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6766,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6767,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6768,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6769,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6770,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6771,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
6772,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6773,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6774,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6775,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6776,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6777,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6778,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6779,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6780,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6781,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6782,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6783,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6784,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6785,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6786,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6787,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6788,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6789,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6790,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6791,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6792,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6793,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
6796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6797,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6798,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6799,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6800,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6801,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6802,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6803,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6804,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6805,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6806,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6807,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6808,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6809,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6810,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6811,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6812,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6813,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6814,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
