Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R
5172,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
5173,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5174,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5175,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5176,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5177,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5178,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5179,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5180,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5181,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5182,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5183,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5184,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5185,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5186,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5187,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5188,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5189,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5190,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5191,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5192,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5193,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5194,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5195,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5196,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5197,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5198,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5199,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5200,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5201,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
5202,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5203,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5204,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5205,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
5206,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5207,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5208,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
5209,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
5210,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5211,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5212,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5213,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5214,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5215,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
5216,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Bareland
5217,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
5218,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5219,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5220,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5221,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5222,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5223,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
5224,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
5225,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5226,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
5227,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
5228,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
5229,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Built-up
5230,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5231,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5232,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5233,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5234,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5235,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5236,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5237,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5238,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5239,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5240,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5241,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5242,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5243,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5244,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5245,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5246,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5247,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5248,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5249,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5250,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5251,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5252,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5253,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5254,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5255,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5256,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5257,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5258,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
5259,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5260,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5261,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5262,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5263,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5264,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5265,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5266,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5267,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5268,Bareland,NULL,Water,Water,Water,Water,Water,Water
5269,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5270,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5271,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5272,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5273,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5274,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5275,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5276,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5277,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5278,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5279,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5280,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5281,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5282,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5283,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5284,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5285,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5286,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5287,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5288,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5289,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5290,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5291,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5292,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5293,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
5294,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5295,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5296,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5297,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5298,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5299,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5300,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5301,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5302,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5303,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5304,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5305,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
5306,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5307,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5308,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
5309,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5310,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5311,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5312,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5313,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5314,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5315,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5316,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5317,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5318,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5319,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5320,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5321,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5322,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5323,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5324,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5325,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5326,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5327,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5328,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5329,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5330,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5331,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5332,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5333,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5334,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5335,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5336,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5337,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5338,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5339,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5340,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5341,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5342,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5343,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5344,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5345,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5346,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5347,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5348,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5349,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5350,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5351,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5352,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5353,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5354,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5355,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5356,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5357,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5358,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5359,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5360,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5361,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5362,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5363,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5364,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5365,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5366,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5367,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5368,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5369,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5370,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5371,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5372,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5373,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5374,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5375,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5376,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5377,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5378,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5379,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5380,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5381,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5382,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5383,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5384,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5385,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5386,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5387,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5388,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5389,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5390,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5391,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
5392,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5393,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5394,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5395,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5396,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5397,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5398,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5399,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5400,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5401,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5402,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5403,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5404,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5405,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5406,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5407,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5408,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5409,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5410,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5411,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5412,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5413,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5414,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5415,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5416,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5417,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5418,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5419,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5420,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5421,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5422,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5423,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5424,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5425,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5426,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5427,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5428,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5429,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5430,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5431,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5432,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5433,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5434,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5435,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5436,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5437,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5438,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5439,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5440,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5441,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5442,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5443,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5444,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5445,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5446,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5447,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5448,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5449,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5450,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5451,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5452,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5453,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5454,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5455,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5456,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5457,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5458,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5459,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5460,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5461,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5462,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5463,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5464,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5465,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
5466,Bareland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
5467,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
5468,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
5469,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5470,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5471,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5472,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5473,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5474,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5475,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
5476,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5477,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5478,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5479,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5480,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5481,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
5482,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5483,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5484,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5485,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
5486,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
5487,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
5488,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5489,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
