Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRR_M_R
8804,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8805,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8806,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
8807,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8808,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
8809,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8810,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8811,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8812,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8813,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8814,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8815,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8816,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8817,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8818,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8819,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8820,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8821,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8822,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8823,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8824,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8825,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8826,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8827,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8828,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8829,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8830,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8831,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8832,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8833,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8834,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8835,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8836,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8837,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8838,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8839,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8840,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8841,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
8842,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8843,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8844,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8845,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
8846,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8847,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8848,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8849,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8850,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8851,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8852,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8853,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8854,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8855,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8856,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8857,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8858,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8859,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
8860,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8861,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
8862,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8863,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8864,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8865,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8866,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8867,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8868,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8869,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8870,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
8871,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8872,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8873,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8874,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8875,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
8876,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8877,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8878,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
8879,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8880,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
8881,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
8882,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8883,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8884,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8885,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8886,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8887,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8888,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8889,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
8890,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8891,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8892,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8893,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8894,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8895,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8896,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8897,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8898,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8899,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8900,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8901,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8902,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8903,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
8904,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8905,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8906,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8907,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8908,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
8909,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8910,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8911,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
8912,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
8913,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
8914,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8915,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8916,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
8917,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
8918,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8919,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8920,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
8921,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8922,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8923,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8924,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
8925,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
8926,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8927,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
8928,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8929,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8930,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8931,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8932,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8933,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8934,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8935,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
8936,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8937,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8938,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8939,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8940,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8941,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8942,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8943,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8944,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8945,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8946,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8947,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8948,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8949,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8950,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8951,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8952,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8953,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8954,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8955,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8956,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
8957,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
8958,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8959,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8960,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
8961,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8962,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8963,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8964,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8965,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
8966,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8967,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
8968,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8969,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8970,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8971,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8972,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8973,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8974,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8975,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8976,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8977,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8978,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8979,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8980,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8981,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8982,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8983,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
8984,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8985,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8986,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8987,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8988,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
8989,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8990,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8991,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8992,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
8993,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8994,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8995,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8996,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8997,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8998,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8999,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9000,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
9001,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9002,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9003,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9004,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
9005,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9006,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9007,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9008,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9009,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9010,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9011,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9012,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9013,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9014,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9015,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9016,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9017,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9018,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9019,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9020,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9021,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9022,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9023,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9024,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9025,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9026,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9027,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9028,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9029,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9030,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9031,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
9032,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9033,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9034,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9035,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9036,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9037,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9038,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9039,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9040,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
9041,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9042,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9043,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9044,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9045,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9046,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9047,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9048,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9049,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
9050,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9051,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9052,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9053,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9054,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
9055,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
9056,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9057,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9058,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9059,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9060,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9061,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
9062,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
9063,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
9064,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9065,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
9066,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
9067,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9068,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
9069,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
9070,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
9071,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
9072,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
9073,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9074,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
9075,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
9076,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
9077,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
9078,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9079,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
9080,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
9081,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
9082,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
9083,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
9084,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
9085,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
9086,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
9087,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9088,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
9089,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9090,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
9091,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
9092,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
9093,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9094,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
9095,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
9096,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
9097,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9098,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
9099,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9100,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
9101,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
9102,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9103,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
9104,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
9105,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
9106,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9107,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
9108,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9109,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9110,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9111,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9112,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
9113,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9114,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
9115,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9116,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9117,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
9118,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9119,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9120,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
