Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRP_M_R
2656,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2657,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2658,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2659,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2660,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2661,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2662,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2663,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2664,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2665,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2666,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2667,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2668,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2669,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2670,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2671,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2672,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2673,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2674,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Forest
2675,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2676,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2677,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2678,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2679,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2680,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2681,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2682,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2683,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2684,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2685,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2686,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2687,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2688,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2689,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2690,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2691,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2692,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2693,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2694,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
2695,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2696,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2697,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
2698,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2699,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2700,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2701,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2702,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2703,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2704,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2705,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2706,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2707,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2708,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2709,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2710,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2711,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2712,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2713,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2714,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2715,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2716,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2717,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2718,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2719,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2720,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2721,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2722,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2723,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2724,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2725,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2726,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2727,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2728,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2729,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2730,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
2731,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2732,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2733,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2734,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2735,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2736,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Built-up
2737,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2738,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2739,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2740,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2741,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
2742,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2743,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2744,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2745,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2746,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2747,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2748,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2749,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2750,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2751,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2752,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2753,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2754,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2755,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2756,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2757,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
2758,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2759,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2760,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
2761,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2762,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2763,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2764,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2765,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2766,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2767,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2768,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2769,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2770,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2771,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2772,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2773,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2774,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2775,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2776,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2777,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2778,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2779,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2780,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2781,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2782,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2783,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2784,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2785,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2786,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2787,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2788,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2789,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
2790,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2791,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2792,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2793,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2794,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2795,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2796,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2797,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2798,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2799,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2800,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2801,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2802,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2803,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2804,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2805,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2806,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2807,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
2808,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
2809,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
2810,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
2811,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2812,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
2813,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2814,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2815,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2816,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2817,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2818,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2819,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2820,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2821,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2822,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2823,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2824,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2825,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2826,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2827,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2828,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2829,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2830,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2831,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2832,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2833,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2834,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2835,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2836,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2837,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2838,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2839,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2840,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2841,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2842,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2843,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2844,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2845,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2846,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2847,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2848,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2849,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2850,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
2851,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2852,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2853,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2854,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2855,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2856,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2857,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2858,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2859,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2860,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2861,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2862,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2863,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2864,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
2865,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2866,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2867,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2868,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2869,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2870,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2871,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2872,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2873,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2874,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2875,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2876,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2877,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2878,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2879,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2880,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2881,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2882,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2883,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2884,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
2885,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2886,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2887,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2888,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
2889,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2890,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2891,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2892,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2893,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2894,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2895,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2896,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2897,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2898,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2899,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2900,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2901,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2902,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2903,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2904,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2905,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2906,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2907,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2908,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2909,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2910,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2911,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2912,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2913,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2914,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2915,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2916,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2917,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2918,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
2919,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2920,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2921,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2922,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2923,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2924,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2925,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2926,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2927,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2928,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2929,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
2930,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2931,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2932,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
2933,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
2934,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2935,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2936,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2937,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2938,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
2939,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2940,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
2941,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
2942,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2943,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2944,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2945,Water,Water,Water,NULL,Water,NULL,Grassland,Water
2946,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
2947,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2948,Water,Water,Water,NULL,Water,NULL,Water,Water
2949,Water,Water,Water,NULL,Water,NULL,Water,Forest
2950,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2951,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
2952,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
2953,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2954,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2955,Water,Water,Water,NULL,Water,Grassland,Water,Water
2956,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2957,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
2958,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2959,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2960,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
2961,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
2962,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
2963,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
2964,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2965,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
2966,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2967,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
2968,Water,Water,Water,NULL,Water,Bareland,Water,Water
2969,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2970,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2971,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
2972,Water,Water,Water,NULL,Water,Water,Grassland,Water
2973,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2974,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
2975,Water,Water,Water,NULL,Water,Water,Wetland,Water
2976,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2977,Water,Water,Water,NULL,Water,Water,Built-up,Water
2978,Water,Water,Water,NULL,Water,Water,Built-up,Forest
2979,Water,Water,Water,NULL,Water,Water,Water,Grassland
2980,Water,Water,Water,NULL,Water,Water,Water,Wetland
2981,Water,Water,Water,NULL,Water,Water,Water,Bareland
2982,Water,Water,Water,NULL,Water,Water,Water,Built-up
2983,Water,Water,Water,NULL,Water,Water,Water,Water
2984,Water,Water,Water,NULL,Water,Water,Water,Forest
2985,Water,Water,Water,NULL,Water,Water,Forest,Water
2986,Water,Water,Water,NULL,Water,Water,Forest,Forest
2987,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
2988,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2989,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2990,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
2991,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2992,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
2993,Water,Water,Water,Non_Water,Water,Grassland,Water,Bareland
2994,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
2995,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2996,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2997,Water,Water,Water,Non_Water,Water,Water,Grassland,Bareland
2998,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2999,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3000,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3001,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3002,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
3003,Water,Water,Water,Non_Water,Water,Water,Water,Water
3004,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3005,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3006,Water,Water,Water,Water,Water,NULL,Water,Water
3007,Water,Water,Water,Water,Water,NULL,Water,Forest
3008,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
3009,Water,Water,Water,Water,Water,Grassland,Grassland,Water
3010,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
3011,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
3012,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3013,Water,Water,Water,Water,Water,Grassland,Water,Wetland
3014,Water,Water,Water,Water,Water,Grassland,Water,Bareland
3015,Water,Water,Water,Water,Water,Grassland,Water,Water
3016,Water,Water,Water,Water,Water,Wetland,Water,Water
3017,Water,Water,Water,Water,Water,Wetland,Water,Forest
3018,Water,Water,Water,Water,Water,Bareland,Grassland,Water
3019,Water,Water,Water,Water,Water,Bareland,Water,Bareland
3020,Water,Water,Water,Water,Water,Bareland,Water,Water
3021,Water,Water,Water,Water,Water,Bareland,Water,Forest
3022,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3023,Water,Water,Water,Water,Water,Water,Grassland,Bareland
3024,Water,Water,Water,Water,Water,Water,Grassland,Water
3025,Water,Water,Water,Water,Water,Water,Grassland,Forest
3026,Water,Water,Water,Water,Water,Water,Wetland,Water
3027,Water,Water,Water,Water,Water,Water,Wetland,Forest
3028,Water,Water,Water,Water,Water,Water,Water,Grassland
3029,Water,Water,Water,Water,Water,Water,Water,Wetland
3030,Water,Water,Water,Water,Water,Water,Water,Bareland
3031,Water,Water,Water,Water,Water,Water,Water,Water
3032,Water,Water,Water,Water,Water,Water,Water,Forest
3033,Water,Water,Water,Water,Water,Water,Forest,Water
3034,Water,Water,Water,Water,Water,Water,Forest,Forest
