Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R
7765,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7766,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7767,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
7768,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7769,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7770,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
7771,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7772,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
7773,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
7774,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7775,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
7776,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
7777,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
7778,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7779,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
7780,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
7781,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
7782,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
7783,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7784,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
7785,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
7786,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
7787,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7788,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
7789,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7790,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
7791,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
7792,Bareland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
7793,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
7794,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7795,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7796,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7797,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7798,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7799,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7800,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7801,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7802,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7803,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7804,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7805,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7806,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
7807,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
7808,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7809,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7810,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
7811,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
7812,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7823,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7824,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7825,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7826,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7827,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7828,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
7829,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7830,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7831,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7832,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7833,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7835,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7836,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7841,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7842,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7843,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7844,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7845,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7846,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7847,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
7848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7850,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7851,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7871,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7872,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
7880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7882,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7883,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7884,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7885,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7886,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7887,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
7888,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7889,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7890,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7891,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7892,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7893,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7894,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7895,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7896,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7897,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7898,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7899,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7900,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7901,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7902,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7903,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
7904,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7905,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
7906,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7907,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
7908,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7909,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
7910,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7911,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
7912,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7913,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7914,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7915,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7916,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7917,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
7918,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7919,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7920,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7921,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7922,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
7923,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7924,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
7925,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
7926,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7927,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7928,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
7929,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
7930,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
7931,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
7932,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
7933,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
7934,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7935,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7936,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7937,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7938,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7939,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7940,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7941,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7942,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
7943,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7944,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7945,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7946,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7947,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7948,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7949,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7950,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7951,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7952,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7953,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7954,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7955,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7956,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7957,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7958,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7959,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7960,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7961,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7962,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7963,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7964,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7965,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7966,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7967,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7968,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7969,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7970,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7971,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7972,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7973,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7974,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7975,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7976,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7977,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7978,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7979,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7980,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7981,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7982,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7983,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7984,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7985,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7986,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7987,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7988,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7989,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7990,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7991,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7992,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7993,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7994,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7995,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7996,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7997,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7998,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7999,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8000,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8001,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8002,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8003,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8004,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8005,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8006,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8007,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8008,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
8009,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8010,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
8011,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8012,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8013,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8014,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8015,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8016,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8017,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8018,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8019,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8020,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8021,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8022,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8023,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8024,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8025,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8026,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8027,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8028,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8029,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8030,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8031,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8032,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8033,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8034,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8035,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8036,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8037,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8038,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
8039,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8040,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8041,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
8042,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8043,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8044,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8045,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8046,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
8047,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8048,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8049,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
8050,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8051,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8052,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8053,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
8054,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8055,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
8056,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
8057,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8058,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8059,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
8060,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8061,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8062,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8063,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
8064,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8065,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8066,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8067,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8068,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8069,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8070,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8071,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
8072,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8073,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
8074,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8075,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
8076,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8077,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
8078,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
