Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R
10058,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10059,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10060,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10061,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10062,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10063,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10064,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10065,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10066,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10067,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10068,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10069,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10070,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10071,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10072,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10073,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10074,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10075,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10076,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10077,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10078,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10079,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10080,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10081,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10082,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10083,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
10084,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10085,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
10086,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
10087,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
10088,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10089,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10090,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10091,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10092,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10093,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10094,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10095,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10096,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10097,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
10098,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10099,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10100,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10101,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10102,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10103,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10104,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10105,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10106,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10107,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
10108,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
10109,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10110,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10111,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10112,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
10113,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10114,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
10115,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10116,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
10117,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10118,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10119,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
10120,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10121,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
10122,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
10123,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
10124,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
10125,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10126,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10127,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10128,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10129,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10130,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10131,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10132,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10133,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10134,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10135,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10136,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10137,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
10138,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10139,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10140,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
10141,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
10142,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10143,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10144,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
10145,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
10146,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
10147,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
10148,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
10149,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10150,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
10151,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
10152,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
10153,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10154,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
10155,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
10156,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
10157,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Forest,Grassland
10158,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10159,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10160,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10161,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10162,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10163,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10164,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10165,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10166,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
10167,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
10168,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10169,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
10170,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10171,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10172,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10173,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10174,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10175,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10176,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10177,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10178,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10179,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10180,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10181,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10182,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10183,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10184,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10185,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
10186,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
10187,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
10188,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10189,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10190,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
10191,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
10192,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
10193,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
10194,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10195,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10196,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10197,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10198,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
10199,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10200,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10201,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10202,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10203,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10204,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10205,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
10206,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
10207,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10208,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
10209,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
10210,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10211,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
10212,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10213,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
10214,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
10215,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
10216,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
10217,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
10218,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
10219,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
10220,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10221,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
10222,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10223,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10224,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10225,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10226,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10227,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10228,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10229,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10230,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10231,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10232,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10233,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10234,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
10235,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
10236,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10237,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Water
10238,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
10239,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
10240,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
10241,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
10242,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
10243,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
10244,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10245,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10246,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10247,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10248,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10249,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
10250,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10251,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
10252,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10253,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
10254,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
10255,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10256,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
10257,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
10258,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
10259,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Water
10260,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
10261,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
10262,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
10263,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
10264,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
10265,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
10266,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
10267,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10268,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10269,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
10270,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
10271,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10272,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10273,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
10274,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
10275,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
10276,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
10277,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
10278,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
10279,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10280,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10281,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
10282,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
10283,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
10284,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10285,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10286,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
10287,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
10288,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10289,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10290,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10291,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
10292,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10293,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
10294,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10295,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
10296,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10297,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
10298,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
10299,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
10300,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
10301,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10302,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
10303,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10304,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
10305,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10306,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10307,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
10308,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10309,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
10310,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
10311,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10312,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
10313,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
10314,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10315,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
10316,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
10317,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10318,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10319,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10320,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
10321,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10322,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
10323,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
10324,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
10325,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
10326,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
10327,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
10328,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
10329,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
10330,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
10331,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
10332,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
10333,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
10334,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
10335,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
10336,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
10337,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
10338,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
10339,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
10340,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10341,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
10342,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10343,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10344,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
10345,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
10346,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
10347,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
10348,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
10349,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
10350,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
10351,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
10352,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10353,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10354,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10355,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10356,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
10357,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10358,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10359,Wetland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
10360,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
10361,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
10362,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
10363,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
10364,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10365,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
10366,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
10367,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Forest,Wetland
10368,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
10369,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
10370,Wetland,Wetland,Water,NULL,Water,NULL,Water,Wetland
10371,Wetland,Wetland,Water,NULL,Water,Shrubland,NULL,Grassland
10372,Wetland,Wetland,Water,NULL,Water,Shrubland,NULL,Wetland
10373,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
10374,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
10375,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
10376,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Grassland
10377,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
10378,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Grassland
