Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFJ_M_R
11146,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11147,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11148,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
11149,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
11150,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11151,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
11152,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11153,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11154,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11155,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11156,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
11157,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11158,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11159,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
11160,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11161,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
11162,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11163,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11164,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
11165,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11166,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
11167,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11168,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11169,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
11170,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11171,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
11172,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
11173,Water,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
11174,Water,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11175,Water,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11176,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11177,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
11178,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
11179,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11180,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
11181,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11182,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11183,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11184,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11185,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
11186,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Water
11187,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
11188,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11189,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11190,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
11191,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
11192,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11193,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11194,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
11195,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11196,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11197,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11198,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
11199,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11200,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11201,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
11202,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
11203,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11204,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
11205,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
11206,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
11207,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11208,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
11209,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
11210,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11211,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
11212,Water,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
11213,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
11214,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
11215,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Forest
11216,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11217,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Water
11218,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11219,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
11220,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Water
11221,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Forest
11222,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
11223,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
11224,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
11225,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
11226,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
11227,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
11228,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
11229,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
11230,Water,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,Water
11231,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
11232,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
11233,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
11234,Water,Cropland,NULL,Water,Non_Wetland,Water,Forest,Water
11235,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11236,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11237,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11238,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11239,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11240,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11241,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11242,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11243,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11244,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11245,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11246,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
11247,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11248,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11249,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11250,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11251,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11252,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11253,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11254,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
11255,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11256,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11257,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11258,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11259,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11260,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11261,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11262,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11263,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11264,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11265,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11266,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11267,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11268,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
11269,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11270,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11271,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11272,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11273,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11274,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11275,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
11276,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11277,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
11278,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11279,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11280,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11281,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11282,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11283,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11284,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11285,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11286,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
11287,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
11288,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11289,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11290,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11291,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11292,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11293,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11294,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11295,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11296,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11297,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11298,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
11299,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11300,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11301,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11302,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11303,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11304,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11305,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11306,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
11307,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11308,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11309,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11310,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11311,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11312,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11313,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11314,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11315,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11316,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11317,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11318,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11319,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
11320,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11321,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11322,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11323,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
11324,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11325,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11326,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11327,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
11328,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11329,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11330,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11331,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11332,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11333,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11334,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
11335,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11336,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11337,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
11338,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11339,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11340,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11341,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11342,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11343,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11344,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11345,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11346,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11347,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11348,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11349,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11350,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11351,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11352,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11353,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11354,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11355,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11356,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
11357,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11358,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11359,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
11360,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11361,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
11362,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
11363,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11364,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11365,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11366,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11367,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11368,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11369,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
11370,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11371,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
11372,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11373,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
11374,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
11375,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
11376,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
11377,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11378,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
11379,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11380,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11381,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11382,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11383,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11384,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
11385,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
11386,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11387,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
11388,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
11389,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11390,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11391,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11392,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11393,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11394,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
11395,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
11396,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
11397,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11398,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11399,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
11400,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
11401,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11402,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11403,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
11404,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
11405,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
11406,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
11407,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11408,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
11409,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
11410,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11411,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11412,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Forest,Wetland
11413,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
11414,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
11415,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11416,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11417,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11418,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11419,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
11420,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11421,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
11422,Water,Cropland,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11423,Water,Cropland,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11424,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Water
11425,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11426,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11427,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11428,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11429,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11430,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11431,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11432,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11433,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
11434,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11435,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11436,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11437,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
11438,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11439,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11440,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11441,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11442,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11443,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
11444,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11445,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11446,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11447,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11448,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11449,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11450,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
11451,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11452,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11453,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11454,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11455,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11456,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11457,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11458,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
11459,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11460,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11461,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
11462,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
11463,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11464,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11465,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11466,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11467,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11468,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11469,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11470,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11471,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11472,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
