Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPG_M_R
681,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
682,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
683,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
684,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
685,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
686,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
687,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
688,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
689,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
690,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
691,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
692,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
693,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
694,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
695,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
696,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
698,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
699,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
700,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
702,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
703,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
704,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
705,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
706,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
707,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
708,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
709,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
710,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
711,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
712,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
713,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
714,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
715,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
716,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
717,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
718,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
719,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
720,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
721,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
722,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
723,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
724,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
725,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
726,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
727,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
728,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
729,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
730,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
731,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
732,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
733,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
734,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
735,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
736,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
737,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
738,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
740,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
741,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
742,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
750,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
751,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
752,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
754,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
755,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
756,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
757,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
758,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
759,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
761,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
763,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
764,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
765,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
766,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
768,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
769,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
770,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
771,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
772,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
774,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
775,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
777,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
778,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
779,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
780,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
783,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
785,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
786,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
787,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
788,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
789,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
790,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
791,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
792,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
793,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
794,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
795,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
796,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
797,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
798,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
799,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
800,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
801,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
802,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
803,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
804,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
805,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
807,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
809,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
811,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
812,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
813,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
815,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
816,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
818,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
819,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
820,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
821,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
822,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
823,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
824,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
825,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
826,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
827,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
828,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
829,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
830,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
831,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
832,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
833,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
834,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
835,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
836,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
837,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
838,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
840,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
841,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
842,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
843,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
844,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
845,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
846,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
848,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
849,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
850,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
852,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
853,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
854,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
856,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
857,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
858,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
859,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
860,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
861,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
862,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
863,Cropland,Bareland,Water,NULL,Water,NULL,NULL,NULL
864,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
865,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
866,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
867,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
869,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
870,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
871,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
872,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
873,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
874,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
876,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
877,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
878,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
879,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
880,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
881,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
882,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
885,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
886,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
887,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
888,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
889,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
890,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
893,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
894,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
895,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
896,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
898,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
899,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
900,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
902,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
903,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
904,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
906,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
907,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
908,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
910,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
911,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
913,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
914,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
915,Cropland,Forest,Water,NULL,Water,NULL,NULL,Wetland
916,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
917,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
918,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
919,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
920,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
921,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
922,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
923,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
924,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
925,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
926,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
927,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
928,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
930,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
932,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
933,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
936,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
937,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
938,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
939,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
941,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
942,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
943,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
945,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
946,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
947,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
948,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
949,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
950,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
951,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
952,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
953,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
954,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
957,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
958,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
959,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
960,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
961,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
962,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
963,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
964,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
965,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
966,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
967,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
968,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
969,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
970,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
971,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
972,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
973,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
974,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
975,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
977,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
978,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
979,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
980,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
981,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
982,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
983,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
984,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
985,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
986,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
987,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
988,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
989,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
990,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
991,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
992,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
993,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
994,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
995,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
996,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
997,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
999,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1000,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1001,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1003,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1004,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1005,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1008,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1009,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1010,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1011,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1013,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1014,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1016,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1017,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1018,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1019,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1020,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
