Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTF_M_R
4652,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4653,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4654,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4655,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4656,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4657,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4658,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4659,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4660,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4661,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4662,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4663,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4664,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4665,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4666,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4667,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4668,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
4669,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
4670,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Forest
4671,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4672,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4673,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4674,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4675,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4676,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4677,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4678,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4679,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4680,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4681,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4682,Bareland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
4683,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4684,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4685,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4686,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4687,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4688,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4689,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4690,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4691,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4692,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4693,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4694,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4695,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4696,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4697,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4698,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4699,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4700,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4701,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4702,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4703,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4704,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
4705,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4706,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4707,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4708,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4709,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4710,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4711,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4712,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4713,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4714,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4715,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4716,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4717,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4718,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4719,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4720,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4721,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4722,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4723,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4724,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4725,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4726,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4727,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4728,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4729,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4730,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
4731,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4732,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4733,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4734,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4735,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4736,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4737,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4738,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4739,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4740,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4741,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4742,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4743,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
4744,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
4745,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4746,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4747,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4748,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4749,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4750,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4751,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4752,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4753,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4754,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4755,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4756,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4757,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4758,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4759,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4760,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4761,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4762,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4763,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4764,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4765,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4766,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4767,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4768,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4769,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4770,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4771,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4772,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4773,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4774,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4775,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4776,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4777,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4778,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4779,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4780,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4781,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4782,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4783,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4784,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4785,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4786,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4787,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4788,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4789,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4790,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4791,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4792,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4793,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4794,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4795,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4796,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4797,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4798,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4799,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4800,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4801,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4802,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4803,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4804,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4805,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4806,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4807,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4808,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4809,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4810,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4811,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4812,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4813,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4814,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4815,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4816,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4817,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4818,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4819,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4820,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
4829,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
4830,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4831,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4832,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4833,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4834,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4835,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4836,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4837,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4838,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4839,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4840,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4841,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4842,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4843,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4844,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4845,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4846,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4847,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4848,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4849,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4850,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4851,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4852,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4853,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4854,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4855,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4856,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4857,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4858,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4859,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4860,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4861,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4862,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4863,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4864,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4865,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4866,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4867,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4868,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4869,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4870,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4871,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4872,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4873,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4874,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4875,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4876,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4877,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4878,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4879,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4880,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4881,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4882,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4883,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4884,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4885,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4886,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4887,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4888,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4889,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4890,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4891,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4892,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4893,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4894,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4895,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4896,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4897,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4898,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4899,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4900,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4901,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
4902,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4903,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4904,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4905,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4906,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4907,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
4908,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4909,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4910,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4911,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4912,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4913,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4914,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4915,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4916,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4917,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4918,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4919,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4920,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4921,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4922,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4923,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4924,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4925,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4926,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4927,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4928,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4929,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4930,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4931,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4934,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4935,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4936,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4937,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4938,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4939,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4940,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4941,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4942,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4943,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4944,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4945,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4946,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Bareland
4947,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
4948,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
4949,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
4950,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4951,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4952,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4953,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
4954,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4955,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4956,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4957,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4958,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4959,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
4960,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
