Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVV_M_R
359,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
360,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
361,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
362,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
363,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
364,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
365,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
366,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
367,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
368,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
369,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
370,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
371,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
372,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
373,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
374,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
375,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
376,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
377,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
378,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
379,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
380,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
381,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
382,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
383,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
384,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
385,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
386,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
387,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
388,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
389,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
390,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
391,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
392,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
393,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
394,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
395,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
396,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
397,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
398,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
399,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
400,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
401,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
402,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
403,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
404,Forest,NULL,Water,NULL,Water,Water,Water,NULL
405,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
406,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
407,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
408,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
409,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
410,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
411,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
412,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
413,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
414,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
415,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
416,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
417,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
418,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
419,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
420,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
421,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
422,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
423,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
424,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
425,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
426,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
427,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
428,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
429,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
430,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
431,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
432,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
433,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
434,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
435,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
436,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
437,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
438,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
439,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
440,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
441,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
442,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
443,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
444,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
445,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
446,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
447,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
448,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
449,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
450,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
451,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
452,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
453,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
454,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
455,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
456,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
457,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
458,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
459,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
460,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
461,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
462,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
463,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
464,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
465,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
466,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
467,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,NULL
468,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
469,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
470,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
471,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
472,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
473,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
474,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
475,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
476,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
477,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
478,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
479,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
480,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
481,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
482,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
483,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
484,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
485,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
486,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
487,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
488,Forest,Bareland,Water,NULL,Water,Water,Water,NULL
489,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
491,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
492,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
493,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
494,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
495,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
496,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
497,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
498,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
499,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
500,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
501,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
502,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
503,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
504,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
505,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
506,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
507,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
508,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
509,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
510,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
511,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
512,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
513,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
514,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
515,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
516,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
517,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
518,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
519,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
520,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
521,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
522,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
523,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
524,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
525,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
526,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
527,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
528,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
529,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
530,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
531,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
532,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
533,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
534,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
535,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
536,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
537,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
538,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
539,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
540,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
541,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
542,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
543,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
544,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
545,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
546,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
547,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
548,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
549,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
550,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
551,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
552,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
553,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
554,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
555,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,NULL
556,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
557,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
558,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
559,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
560,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
561,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
562,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
563,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
564,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
565,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
566,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
567,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
568,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
569,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
570,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
571,Forest,Water,Water,NULL,Water,NULL,Water,NULL
572,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
573,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
574,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
575,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
576,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
577,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
578,Forest,Water,Water,NULL,Water,Water,Water,NULL
579,Forest,Water,Water,NULL,Water,Water,Forest,NULL
580,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
581,Forest,Water,Water,NULL,Water,Forest,Water,NULL
582,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
583,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
584,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
585,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
586,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
587,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
588,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
589,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
590,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
591,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
592,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
593,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
594,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
595,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
596,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
597,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
598,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
599,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
600,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
601,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
602,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
603,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
604,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
605,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
606,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
607,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
608,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
609,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
610,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
611,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
612,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
613,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
614,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
615,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
616,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
617,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
618,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
619,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
620,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
621,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
622,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
623,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
624,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
625,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
626,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
627,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
628,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
629,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
630,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
631,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
632,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
633,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
634,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
635,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
636,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
637,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
638,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
639,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
640,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
641,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
642,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
643,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
644,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
645,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
646,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
647,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
648,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
649,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
650,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
651,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
652,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
653,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
654,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
655,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
656,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
657,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
658,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
659,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
660,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,NULL
661,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
662,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
663,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
664,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
665,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
666,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
667,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
668,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
669,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
670,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
671,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
672,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
673,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
674,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
675,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
676,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
677,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
678,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
679,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
680,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
681,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
682,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
683,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
684,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
685,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,NULL
686,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
687,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
688,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
689,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
690,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
691,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
692,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
693,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
694,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
695,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
696,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
697,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
698,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
699,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
700,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,NULL
701,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
702,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
703,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
704,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
705,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
706,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
707,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
708,Forest,Forest,Water,NULL,Water,Grassland,Water,NULL
709,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
710,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
711,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
712,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
713,Forest,Forest,Water,NULL,Water,Water,Water,NULL
714,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
715,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
716,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
717,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
