Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R
679,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
680,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
681,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
683,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
685,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
686,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
687,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
688,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
689,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
690,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
691,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
692,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
693,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
695,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
696,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
697,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
698,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
699,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
700,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
701,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
702,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
703,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
704,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
705,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
708,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
709,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
710,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
711,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
712,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
713,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
714,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
715,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
716,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
717,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
719,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
720,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
721,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
723,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
724,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
725,Wetland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
726,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
727,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
728,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
729,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
730,Wetland,Bareland,Water,Water,Water,NULL,NULL,Bareland
731,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
732,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
733,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
734,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
736,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
737,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
738,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
739,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
740,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
742,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
743,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
745,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
746,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
747,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
748,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
749,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
750,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
751,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
752,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
753,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
754,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
755,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
756,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
757,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
758,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
759,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
760,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
761,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
762,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
763,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
765,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
766,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
767,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
768,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
769,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
770,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
772,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
773,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
775,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
776,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
777,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
779,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
780,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
781,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
782,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
783,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
784,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
785,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
786,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
788,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
790,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
791,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
792,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
793,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
795,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
797,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
798,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
799,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
800,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
801,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
802,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
804,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
805,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
806,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
807,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
808,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
809,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
810,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
811,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
812,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
813,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
814,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
815,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
816,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
817,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
818,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
819,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
820,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
821,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
822,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
824,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
825,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
826,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
827,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
829,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
830,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
831,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
832,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
833,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
835,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
836,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
837,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
839,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
840,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
841,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
842,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
843,Bareland,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
844,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
845,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
846,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
847,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
848,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
849,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
850,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
851,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
852,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
853,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
854,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
855,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
856,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
858,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
859,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
860,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
861,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
862,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
863,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
866,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
867,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
868,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
870,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
871,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
872,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
873,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
875,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
878,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
879,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
881,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
882,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
883,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
885,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
887,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
888,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
889,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
890,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
892,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
893,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
894,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
895,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
896,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
897,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
898,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
899,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
900,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
902,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
903,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
905,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
907,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
908,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
909,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
911,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
912,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
914,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
916,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
917,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
919,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
921,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
922,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
923,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
924,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
926,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
927,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
928,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
929,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
931,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
932,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
934,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
935,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
936,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
937,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
942,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
945,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
946,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
948,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
949,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
950,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
951,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
952,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
953,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
954,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
955,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
956,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
957,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
958,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
959,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
960,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
961,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
962,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
963,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
964,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
966,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
967,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
968,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
970,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
971,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
972,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
973,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
974,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
976,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
977,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
980,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
981,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
982,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
984,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
985,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
986,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
989,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
990,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
991,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
992,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
993,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
994,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
995,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
996,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
997,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
998,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
999,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1000,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1003,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1004,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1005,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1007,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1009,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1012,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1013,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1014,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
