Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQR_M_R
1837,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1838,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1839,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1840,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1841,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1842,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1843,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1844,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1845,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1846,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1847,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1848,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1849,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1850,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1851,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1852,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1853,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1854,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1855,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1856,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1857,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1858,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1859,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
1860,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1861,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1862,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1863,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1864,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1865,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1866,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1867,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1868,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1869,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1870,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1871,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1872,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1873,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1874,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1875,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1876,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1877,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1878,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1879,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1880,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1881,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1882,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1883,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1884,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1885,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1886,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1887,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1888,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1889,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1890,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1891,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1892,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1893,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1894,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1895,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1896,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1897,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1898,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1899,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1900,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1901,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1902,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1903,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1904,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1905,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1906,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1907,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1908,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1909,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1910,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1911,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1912,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1913,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1914,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1915,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1916,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1917,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1918,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1919,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1920,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1921,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1922,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1923,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1924,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1925,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1926,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1927,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1928,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1929,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1930,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1931,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1932,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1933,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1934,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1935,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1936,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1937,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1938,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1939,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1940,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1941,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1942,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1943,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
1944,Forest,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
1945,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1946,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1947,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1948,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1949,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1950,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1951,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1952,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1953,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1954,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1955,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1956,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1957,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1958,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1959,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1960,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1961,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1962,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1963,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1964,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1965,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1966,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1967,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1968,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1969,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1970,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1971,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1972,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1973,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1974,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1975,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1976,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1977,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1978,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1979,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1980,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1981,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1982,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1983,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1984,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1985,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1986,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1987,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1988,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1989,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1990,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1991,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1992,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1993,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1994,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1995,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1996,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1997,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1998,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1999,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2000,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2001,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2002,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2003,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
2004,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2005,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2006,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2007,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
2008,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2009,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2010,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2011,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2012,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
2013,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2014,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2015,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2016,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2017,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2018,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2019,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2020,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2021,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2022,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2023,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2024,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2025,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2026,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2027,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2028,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2029,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2030,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2031,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2032,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2033,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2034,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2035,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2036,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2037,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2038,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2039,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2040,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2041,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2042,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2043,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2044,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2045,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2046,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2047,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2048,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2049,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2050,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2051,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2052,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2053,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2054,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2055,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2056,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2057,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2058,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2059,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2060,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2061,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2062,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2063,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2064,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2065,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2066,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
2067,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2068,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2069,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2070,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2071,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2072,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2073,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2074,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2075,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2076,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2077,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2078,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2079,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2080,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2081,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2082,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2083,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2084,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2085,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2086,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2087,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2088,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2089,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2090,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2091,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2092,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2093,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2094,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2095,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2096,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2097,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2098,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2099,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2100,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2101,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2102,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
2103,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2104,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2105,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2106,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2107,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2108,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2109,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2110,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
2111,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2112,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2113,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2114,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2115,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2116,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2117,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
2118,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
2119,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
2120,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
2121,Forest,NULL,Water,Water,Water,Bareland,Bareland,Bareland
2122,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
2123,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2124,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2125,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2126,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2127,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2128,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2129,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2130,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2131,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2132,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2133,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2134,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2135,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2136,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2137,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2138,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2139,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2140,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2141,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2142,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2143,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2144,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2145,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2146,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2147,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2148,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2149,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2150,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2151,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2152,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2153,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2154,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2155,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2156,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2157,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2158,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2159,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2160,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2161,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2162,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2163,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2164,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
