Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPS_M_R
10791,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10792,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10793,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10794,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
10795,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10796,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10797,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
10798,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
10799,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10800,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10801,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10802,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10803,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10804,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10805,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10806,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10807,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10808,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10809,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
10810,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10811,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10812,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10813,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10814,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
10815,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10816,Bareland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
10817,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
10818,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10819,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10820,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10821,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10822,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
10823,Bareland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10824,Bareland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10825,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10826,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10827,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10828,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10829,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10830,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10831,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10832,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10833,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10834,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10835,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10836,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10837,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10838,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10839,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10840,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
10841,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
10842,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland,Wetland,Cropland
10843,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
10844,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
10845,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
10846,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
10847,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10848,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
10849,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10850,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10851,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
10852,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
10853,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
10854,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
10855,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
10856,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10857,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
10858,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10859,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10860,Bareland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
10861,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
10862,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
10863,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Cropland
10864,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
10865,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
10866,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
10867,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
10868,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
10869,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
10870,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
10871,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
10872,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10873,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
10874,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
10875,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10876,Bareland,Wetland,Water,Water,Water,Wetland,Water,Water
10877,Bareland,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
10878,Bareland,Wetland,Water,Water,Water,Bareland,Water,Grassland
10879,Bareland,Wetland,Water,Water,Water,Bareland,Water,Bareland
10880,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10881,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10882,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10883,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10884,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10885,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10886,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10887,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10888,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10889,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10890,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10891,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
10892,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10893,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10894,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
10895,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10896,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10897,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10898,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10899,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10900,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10901,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10902,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10903,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10904,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10905,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
10906,Bareland,Bareland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10907,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10908,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10909,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10910,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10911,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
10912,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Forest,Bareland
10913,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10914,Bareland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10915,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10916,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
10917,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10918,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10919,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10920,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10921,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10922,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10923,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10924,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10925,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10926,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10927,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10928,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
10929,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10930,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
10931,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10932,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10933,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
10934,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10935,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
10936,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10937,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10938,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
10939,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
10940,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
10941,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
10942,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
10943,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
10944,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10945,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
10946,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Cropland
10947,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10948,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
10949,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10950,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Bareland
10951,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Wetland
10952,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
10953,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10954,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
10955,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
10956,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
10957,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Forest,Bareland
10958,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
10959,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10960,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10961,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
10962,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
10963,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10964,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10965,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
10966,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
10967,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Wetland
10968,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
10969,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
10970,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
10971,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
10972,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Cropland
10973,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
10974,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
10975,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
10976,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
10977,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
10978,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
10979,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
10980,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
10981,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10982,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10983,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10984,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10985,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10986,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10987,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10988,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10989,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
10990,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
10991,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
10992,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10993,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10994,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10995,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
10996,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Wetland,Bareland
10997,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
10998,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
10999,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
11000,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Water
11001,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
11002,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11003,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
11004,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
11005,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11006,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11007,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11008,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11009,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11010,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
11011,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11012,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
11013,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
11014,Bareland,Bareland,Water,Water,Water,Grassland,Water,Wetland
11015,Bareland,Bareland,Water,Water,Water,Grassland,Water,Bareland
11016,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
11017,Bareland,Bareland,Water,Water,Water,Wetland,Water,Wetland
11018,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
11019,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Bareland
11020,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
11021,Bareland,Bareland,Water,Water,Water,Bareland,Water,Wetland
11022,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
11023,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
11024,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11025,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11026,Bareland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11027,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11028,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11029,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
11030,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11031,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11032,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11033,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11034,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
11035,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11036,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
11037,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11038,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11039,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
11040,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
11041,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11042,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11043,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11044,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11045,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11046,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11047,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11048,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
11049,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
11050,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11051,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11052,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11053,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11054,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11055,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11056,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11057,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11058,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11059,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11060,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11061,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11062,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11063,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11064,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11065,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11066,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11067,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11068,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
11069,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11070,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11071,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11072,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11073,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11074,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11075,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11076,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11077,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11078,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11079,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11080,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11081,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11082,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11083,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11084,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11085,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11086,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
11087,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11088,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11089,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11090,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11091,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11092,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11093,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11094,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11095,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11096,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11097,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11098,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11099,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11100,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11101,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11102,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11103,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11104,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11105,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11106,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11107,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11108,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11109,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
