Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKK_M_R
1497,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1499,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1500,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1501,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1502,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1503,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1504,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1505,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1506,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1507,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1508,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1509,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1510,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1511,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1512,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1513,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1514,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1515,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1516,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1517,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1518,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1520,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1522,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1523,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1524,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1525,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1526,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1527,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1528,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1529,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1530,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1531,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1532,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1533,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1534,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1535,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1536,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1537,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1538,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1539,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1540,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1541,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1542,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1543,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1544,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1545,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1546,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1548,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1549,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1550,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1551,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1552,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1554,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1555,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1556,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1557,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1558,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1559,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1560,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1561,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1562,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1565,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
1566,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1567,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1568,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1569,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1570,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1571,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1572,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1573,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1574,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1575,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1576,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1577,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1578,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1580,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1581,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1583,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1584,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1585,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1586,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1587,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1588,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1589,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1590,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1591,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1592,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1593,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1594,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1595,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1596,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1598,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1600,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1601,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1602,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1603,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1604,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1605,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1606,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1607,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1608,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1609,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1610,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1611,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1612,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1613,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1614,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1615,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1616,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1617,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1619,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1620,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1621,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1622,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1623,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1624,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1625,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1626,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1627,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1628,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1629,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1630,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1631,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1632,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1633,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1635,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1636,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1637,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1638,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1639,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1640,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1642,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1643,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1644,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1645,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1646,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1647,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1648,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1649,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1650,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1653,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1654,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1655,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1656,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1657,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1658,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1659,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1660,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1661,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1662,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1663,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1664,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1665,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1666,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1667,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1668,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1669,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1670,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1671,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1672,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1673,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1674,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1675,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1676,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1677,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1679,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1680,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1681,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1682,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1683,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1685,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1686,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1687,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1688,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1689,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1690,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1691,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1692,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1693,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1694,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1695,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1696,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1697,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1699,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1700,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1701,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1703,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1704,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1705,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1706,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1707,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1708,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1709,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1710,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1712,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1713,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1714,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1715,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1716,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1717,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1718,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1719,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1721,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1722,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1723,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1724,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1725,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1726,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1727,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1728,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1729,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1730,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1731,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1732,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1733,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1734,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1735,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1736,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1737,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1738,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1739,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1740,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1741,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1742,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1743,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1744,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1745,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1746,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1747,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1748,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1749,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1750,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1751,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1752,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1753,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1754,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1755,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1756,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1757,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1758,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1759,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1760,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1761,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1762,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1763,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1764,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1765,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1766,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1767,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1769,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1770,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1771,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1772,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1773,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1774,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1775,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1776,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1777,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1778,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1779,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1780,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1781,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1782,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1783,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1784,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1785,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1786,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1787,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1788,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1789,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1790,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1791,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1792,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1793,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1794,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1795,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1796,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1797,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1798,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1799,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1800,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1801,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1802,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1803,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1804,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1805,Water,NULL,Water,Water,Water,NULL,NULL,Water
1806,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1807,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1808,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1810,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1811,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1812,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1813,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1814,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1815,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1816,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1817,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1818,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1819,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1820,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1821,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1822,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1823,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1824,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1825,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1826,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1827,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1828,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1829,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1830,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1831,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1832,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1833,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1834,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1835,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1836,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1837,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1839,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1840,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1841,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1842,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
