Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWJ_M_R
759,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
760,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
761,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
762,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
763,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
764,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
765,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
766,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
767,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
768,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
769,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
770,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
771,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
772,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
773,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
774,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
775,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
776,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
777,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
778,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
779,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
780,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
781,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
782,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
783,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
784,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
786,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
787,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
788,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
789,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
790,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
791,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
807,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
808,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
809,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
811,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
812,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
813,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
814,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
815,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
816,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
817,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
818,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
819,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
820,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
822,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
823,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
824,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
825,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
826,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
827,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
828,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
829,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
830,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
831,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
832,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
833,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
834,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
835,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
836,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
837,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
838,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
839,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
840,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
841,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
842,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
843,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
844,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
845,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
846,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
847,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
848,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
849,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
850,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
851,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
852,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
853,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
854,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
855,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
856,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
857,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
858,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
859,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
860,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
861,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
862,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
863,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
864,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
865,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
866,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
867,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
868,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
869,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
870,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
871,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
872,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
873,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
874,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
875,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
876,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
877,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
880,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
881,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
882,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
883,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
884,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
885,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
886,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
887,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
888,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
890,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
891,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
892,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
893,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
894,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
895,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
897,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
898,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
899,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
900,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
901,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
903,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
904,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
905,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
906,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
907,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
908,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
909,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
910,Grassland,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
911,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
912,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
913,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
914,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
915,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
916,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
917,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
918,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
919,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
920,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
921,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
922,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
923,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
925,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
926,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
927,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
928,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
929,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
930,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
931,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
932,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
933,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
934,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
936,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
937,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
938,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
939,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
940,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
941,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
942,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
943,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
944,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
945,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
946,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
948,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
949,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
950,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
951,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
952,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
953,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
954,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
955,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
956,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
957,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
958,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
959,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
960,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
961,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
962,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
963,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
964,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
965,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
966,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
967,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
968,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
969,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
970,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
971,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
972,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
973,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
974,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
975,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
976,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
977,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
978,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
979,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
980,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
981,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
982,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
983,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
984,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
985,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
986,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
987,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
988,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
989,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
990,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
991,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
992,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
993,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
995,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
997,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
998,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
999,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1001,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1002,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1003,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1005,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1006,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1007,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1008,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1009,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1010,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1011,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1012,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1013,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1015,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1016,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1017,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
1018,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1019,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1021,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1022,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1023,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1025,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1026,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
1027,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1028,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1030,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1031,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1032,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1034,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1035,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1036,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1037,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1038,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1039,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1040,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1041,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1042,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1043,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1044,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1045,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1046,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1047,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1048,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
1049,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
1050,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
1051,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1052,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1053,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1054,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1055,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1056,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1057,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1058,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1059,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
1060,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
1061,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1062,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1063,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1064,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1065,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1066,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1067,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1068,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Wetland
1071,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1073,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1075,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1076,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1077,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1078,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1079,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Water
1080,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1082,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1083,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1084,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
